"Data","Targa","Velocita","Limite","Multa"
2025-11-18,"DQ743MA",119,90,148
2025-11-19,"ZN107CY",150,70,500
2025-11-20,"ZC722LE",123,90,148
2025-11-21,"KO498QS",75,90,0
2025-11-22,"EX507XS",121,130,0
2025-11-23,"VO514WU",92,130,0
2025-11-24,"DW781ZW",113,90,148
2025-11-25,"SD597GC",124,70,370
2025-11-26,"CF899XI",55,130,0
2025-11-27,"AD990WB",131,70,500
2025-11-28,"GW833FN",84,70,148
2025-11-29,"EK523JI",77,110,0
2025-11-30,"WO951ZD",139,90,370
2025-12-01,"IA482LG",127,110,148
2025-12-02,"YA767UD",47,130,0
2025-12-03,"XL440CV",65,50,148
2025-12-04,"QX326DI",122,130,0
2025-12-05,"UB952BI",138,90,370
2025-12-06,"ET999UW",98,70,148
2025-12-07,"XT060CG",74,70,36
2025-12-08,"LB747CS",76,50,148
2025-12-09,"BS447SH",87,130,0
2025-12-10,"VN236NJ",102,90,148
2025-12-11,"RO703SP",42,90,0
2025-12-12,"DL530OF",78,130,0
2025-12-13,"JA121ME",65,110,0
2025-12-14,"OO343IK",66,110,0
2025-12-15,"WQ236KZ",45,130,0
2025-12-16,"VQ952EE",62,70,0
2025-12-17,"HS797KK",149,90,370
2025-12-18,"AL593ZU",77,130,0
2025-12-19,"XB206PQ",46,130,0
2025-12-20,"KG348IX",114,90,148
2025-12-21,"EO672HO",44,50,0
2025-12-22,"KC575EW",85,90,0
2025-12-23,"OO664EX",41,110,0
2025-12-24,"OM740QF",79,70,36
2025-12-25,"YE335VP",135,50,500
2025-12-26,"XH059ER",111,130,0
2025-12-27,"JO922ZL",73,130,0
2025-12-28,"ON971AT",81,90,0
2025-12-29,"OB756HD",79,110,0
2025-12-30,"TD520DT",120,50,500
2025-12-31,"LB388RD",123,130,0
2026-01-01,"IA684RQ",96,90,36
2026-01-02,"YV257RX",77,50,148
2026-01-03,"DG287YU",45,90,0
2026-01-04,"CW682CK",102,110,0
2026-01-05,"GX881NR",66,110,0
2026-01-06,"DM482GQ",129,130,0
2026-01-07,"XO112RP",70,110,0
2026-01-08,"HB195DP",148,130,148
2026-01-09,"UO449DL",88,90,0
2026-01-10,"ET135LY",128,90,148
2026-01-11,"XT804RU",83,70,148
2026-01-12,"FT151DF",101,90,148
2026-01-13,"DV468DV",147,110,148
2026-01-14,"CV173DY",128,50,500
2026-01-15,"KX478PV",125,110,148
2026-01-16,"JM949AB",102,90,148
2026-01-17,"WJ231CX",48,110,0
2026-01-18,"EC250QQ",80,130,0
2026-01-19,"XF553NN",72,50,148
2026-01-20,"YZ163CJ",87,90,0
2026-01-21,"KU861UK",69,110,0
2026-01-22,"JB168QZ",86,90,0
2026-01-23,"OE465ZO",56,70,0
2026-01-24,"SX313TO",148,50,500
2026-01-25,"JV950BG",104,130,0
2026-01-26,"MN419IC",142,90,370
2026-01-27,"XV136ZF",56,50,36
2026-01-28,"CR852MX",100,130,0
2026-01-29,"RE919II",135,110,148
2026-01-30,"JX288VM",147,50,500
2026-01-31,"HZ539OR",131,90,370
2026-02-01,"LY087RJ",109,70,148
2026-02-02,"JE401VP",126,70,370
2026-02-03,"GQ036OT",74,110,0
2026-02-04,"GI669JQ",122,90,148
2026-02-05,"FO644NU",147,110,148
2026-02-06,"QR635WB",59,70,0
2026-02-07,"TN133ZV",139,70,500
2026-02-08,"AB873XS",131,130,36
2026-02-09,"ED727SM",85,90,0
2026-02-10,"JX137UQ",94,70,148
2026-02-11,"MH935LX",79,90,0
2026-02-12,"JC497PC",119,110,36
2026-02-13,"BD947WN",107,130,0
2026-02-14,"OQ500CE",56,70,0
2026-02-15,"WB180OV",44,130,0
2026-02-16,"OJ909EA",120,130,0
2026-02-17,"HR411RN",133,110,148
2026-02-18,"CX509CJ",67,50,148
2026-02-19,"BE153ZM",82,110,0
2026-02-20,"FE574ZU",120,90,148
2026-02-21,"NQ465EA",84,70,148
2026-02-22,"OV504GM",44,130,0
2026-02-23,"SA455RF",96,70,148
2026-02-24,"IN420TL",61,130,0
2026-02-25,"WL193MY",52,70,0
2026-02-26,"YN026VH",113,70,370
2026-02-27,"OS765IQ",146,130,148
2026-02-28,"VO320RT",149,70,500
2026-03-01,"PS459SK",101,50,370
2026-03-02,"HY645EF",149,130,148
2026-03-03,"IU024NM",118,130,0
2026-03-04,"UY439HR",149,50,500
2026-03-05,"WO009GA",150,110,148
2026-03-06,"PR777IJ",71,70,36
2026-03-07,"IH643AX",76,90,0
2026-03-08,"BR056NU",45,110,0
2026-03-09,"XR024MN",56,50,36
2026-03-10,"IH616KF",77,50,148
2026-03-11,"KQ022CD",60,50,36
2026-03-12,"XO757MP",73,70,36
2026-03-13,"KW216LM",43,130,0
2026-03-14,"DQ605KF",64,50,148
2026-03-15,"GK229IM",64,70,0
2026-03-16,"XE948TI",93,70,148
2026-03-17,"RB690CW",95,110,0
2026-03-18,"KA982DI",105,50,370
2026-03-19,"VD826RZ",108,90,148
2026-03-20,"AN343EL",150,130,148
2026-03-21,"KQ299CS",132,110,148
2026-03-22,"ZT345JN",70,90,0
2026-03-23,"FP194WM",45,50,0
2026-03-24,"UB115SY",140,110,148
2026-03-25,"JY507HO",102,110,0
2026-03-26,"YX001TR",109,50,370
2026-03-27,"RV639CZ",52,50,36
2026-03-28,"CU917AJ",148,130,148
2026-03-29,"CX389FG",52,90,0
2026-03-30,"BX452IV",108,110,0
2026-03-31,"ZY461SM",95,90,36
2026-04-01,"HT740AO",68,90,0
2026-04-02,"MZ308YS",72,110,0
2026-04-03,"HH368CW",138,110,148
2026-04-04,"BE564SJ",141,70,500
2026-04-05,"FY266DB",125,90,148
2026-04-06,"WV276CN",134,110,148
2026-04-07,"QP642AU",141,50,500
2026-04-08,"NW935VU",133,50,500
2026-04-09,"GW714HQ",148,90,370
2026-04-10,"MV313OL",97,90,36
2026-04-11,"HM544JW",73,70,36
2026-04-12,"FS820FH",138,110,148
2026-04-13,"KO925FW",79,90,0
2026-04-14,"JG785BJ",63,130,0
2026-04-15,"QG173KE",56,50,36
2026-04-16,"GS926LH",53,50,36
2026-04-17,"WM223RL",147,90,370
2026-04-18,"LY155PN",74,130,0
2026-04-19,"SM044QI",138,110,148
2026-04-20,"QX996ST",105,70,148
2026-04-21,"HZ811VR",42,110,0
2026-04-22,"ON624JB",58,50,36
2026-04-23,"NP827AF",134,130,36
2026-04-24,"NC780ZU",120,90,148
2026-04-25,"ZS159UH",99,50,370
2026-04-26,"QP238RQ",90,90,0
2026-04-27,"AS777FD",52,70,0
2026-04-28,"RY249KT",96,130,0
2026-04-29,"RB982PA",82,90,0
2026-04-30,"TT209LZ",89,70,148
2026-05-01,"JB834BK",117,70,370
2026-05-02,"JA084QT",138,50,500
2026-05-03,"UB002ZS",128,90,148
2026-05-04,"IX215CY",47,90,0
2026-05-05,"SZ502QP",114,90,148
2026-05-06,"WG145YP",109,130,0
2026-05-07,"WV383NL",54,50,36
2026-05-08,"RB564LS",52,50,36
2026-05-09,"RV281EL",53,110,0
2026-05-10,"LH136FE",99,110,0
2026-05-11,"LF037EW",64,130,0
2026-05-12,"UT402YN",75,90,0
2026-05-13,"XV614HG",63,130,0
2026-05-14,"DJ868PB",59,130,0
2026-05-15,"TC007GK",100,90,36
2026-05-16,"WJ334RS",48,130,0
2026-05-17,"JQ091HC",128,130,0
2026-05-18,"EI434BI",51,70,0
2026-05-19,"BO205XI",82,50,148
2026-05-20,"RU001FJ",142,50,500
2026-05-21,"LQ529XV",64,130,0
2026-05-22,"MR786BC",125,130,0
2026-05-23,"KU024IV",120,90,148
2026-05-24,"SP242CW",112,130,0
2026-05-25,"FX955KU",68,50,148
2026-05-26,"RA287WJ",145,130,148
2026-05-27,"JC520LE",73,90,0
2026-05-28,"IP295PL",117,70,370
2026-05-29,"CJ667JX",87,70,148
2026-05-30,"VD169MY",63,90,0
2026-05-31,"SU220GC",79,70,36
2026-06-01,"HH254RT",140,50,500
2026-06-02,"MQ796OG",99,130,0
2026-06-03,"AP517KR",148,70,500
2026-06-04,"BV163SV",67,130,0
2026-06-05,"KD406IL",67,130,0
2026-06-06,"PX056DH",64,130,0
2026-06-07,"EK480OF",66,90,0
2026-06-08,"UJ183LT",64,110,0
2026-06-09,"DD628DP",136,90,370
2026-06-10,"WX026HR",51,90,0
2026-06-11,"CL002NQ",82,110,0
2026-06-12,"OD950PZ",88,110,0
2026-06-13,"JJ185MH",95,130,0
2026-06-14,"GR958GL",121,70,370
2026-06-15,"ZO727UQ",137,130,36
2026-06-16,"GL423SK",114,110,36
2026-06-17,"BB300QS",105,110,0
2026-06-18,"RS747UD",74,70,36
2026-06-19,"RQ797HV",90,90,0
2026-06-20,"CM494GY",121,90,148
2026-06-21,"HN233NC",138,50,500
2026-06-22,"NI962UM",123,70,370
2026-06-23,"IH677JW",66,70,0
2026-06-24,"OU647LY",78,110,0
2026-06-25,"QM691JS",89,130,0
2026-06-26,"GK047IJ",53,130,0
2026-06-27,"HE092XQ",101,50,370
2026-06-28,"AS723NV",99,130,0
2026-06-29,"IN355DX",81,110,0
2026-06-30,"CX208SF",82,90,0
2026-07-01,"YD916WI",69,90,0
2026-07-02,"BT241DE",88,50,148
2026-07-03,"KM036AP",97,70,148
2026-07-04,"DC769FK",96,90,36
2026-07-05,"HN214PN",45,50,0
2026-07-06,"TD839CL",120,90,148
2026-07-07,"KY221KV",64,50,148
2026-07-08,"RE487KX",112,130,0
2026-07-09,"VY850MJ",47,70,0
2026-07-10,"NQ284QR",128,130,0
2026-07-11,"CB361GK",140,70,500
2026-07-12,"WQ318BE",40,70,0
2026-07-13,"CJ224DT",125,130,0
2026-07-14,"ND478SM",123,130,0
2026-07-15,"GZ342DP",64,110,0
2026-07-16,"WN415FM",49,90,0
2026-07-17,"OQ019XE",136,70,500
2026-07-18,"WZ302WY",85,130,0
2026-07-19,"WE089HJ",147,110,148
2026-07-20,"XN168OR",110,70,148
2026-07-21,"HC500FT",132,130,36
2026-07-22,"AJ373UR",82,90,0
2026-07-23,"EV452LI",138,50,500
2026-07-24,"YZ102QJ",126,90,148
2026-07-25,"QE824VN",86,70,148
2026-07-26,"FA997LI",98,70,148
2026-07-27,"YR425VW",74,130,0
2026-07-28,"JO870OE",49,90,0
2026-07-29,"ZR319AI",149,70,500
2026-07-30,"XJ024VJ",58,50,36
2026-07-31,"LP987RS",74,90,0
2026-08-01,"HO697YU",55,90,0
2026-08-02,"PQ013XS",145,70,500
2026-08-03,"GT984DH",113,130,0
2026-08-04,"GZ132AO",133,130,36
2026-08-05,"AW115MC",130,50,500
2026-08-06,"ZG925OQ",91,70,148
2026-08-07,"YP245VF",45,70,0
2026-08-08,"XR994SC",54,90,0
2026-08-09,"KN582PE",100,90,36
2026-08-10,"CU540FX",40,110,0
2026-08-11,"XK759QL",81,130,0
2026-08-12,"VL045YE",120,70,370
2026-08-13,"QM086EC",96,90,36
2026-08-14,"TO210AO",66,90,0
2026-08-15,"CM151KC",107,90,148
2026-08-16,"NA077XW",114,130,0
2026-08-17,"EL353JZ",88,70,148
2026-08-18,"WA404RK",44,130,0
2026-08-19,"RZ066IX",140,50,500
2026-08-20,"XO666AR",138,50,500
2026-08-21,"HW545UY",133,70,500
2026-08-22,"TK499UD",139,50,500
2026-08-23,"XU551NJ",62,130,0
2026-08-24,"JE748CH",46,90,0
2026-08-25,"VC918BC",123,110,148
2026-08-26,"RB094EW",60,130,0
2026-08-27,"QL392LQ",67,50,148
2026-08-28,"IT223KY",53,90,0
2026-08-29,"CX360EF",62,110,0
2026-08-30,"EF175IE",148,50,500
2026-08-31,"UG547KW",71,90,0
2026-09-01,"YY018QS",51,70,0
2026-09-02,"PD254TV",100,50,370
2026-09-03,"TJ320RR",93,70,148
2026-09-04,"ZK623YZ",91,110,0
2026-09-05,"CI464DS",126,110,148
2026-09-06,"CH044WB",101,70,148
2026-09-07,"VN981UP",81,110,0
2026-09-08,"ZY630OS",53,70,0
2026-09-09,"MZ150SF",144,110,148
2026-09-10,"DW811NP",141,90,370
2026-09-11,"ON450WV",96,130,0
2026-09-12,"WX271NA",69,90,0
2026-09-13,"YG814FF",50,90,0
2026-09-14,"SV779ZF",108,90,148
2026-09-15,"MF513NH",141,110,148
2026-09-16,"LU511PC",139,110,148
2026-09-17,"VS666XI",135,70,500
2026-09-18,"UW193EY",129,70,370
2026-09-19,"YO451GK",85,50,148
2026-09-20,"TI298DQ",129,70,370
2026-09-21,"MS073IM",70,130,0
2026-09-22,"MO859SO",58,50,36
2026-09-23,"CE497WU",69,90,0
2026-09-24,"WF740PO",79,70,36
2026-09-25,"TI025CQ",80,110,0
2026-09-26,"EO926UO",66,70,0
2026-09-27,"XD893NU",106,50,370
2026-09-28,"MX046DG",108,70,148
2026-09-29,"WI592WT",121,130,0
2026-09-30,"LH190DD",144,50,500
2026-10-01,"HG568FV",106,90,148
2026-10-02,"FR075YH",93,50,370
2026-10-03,"XJ438NX",63,110,0
2026-10-04,"PL983FJ",93,50,370
2026-10-05,"KK237UC",82,110,0
2026-10-06,"WF496NJ",63,90,0
2026-10-07,"LK185VX",55,110,0
2026-10-08,"PI222JH",88,50,148
2026-10-09,"OS754OM",83,70,148
2026-10-10,"AS401QN",132,110,148
2026-10-11,"VB477GA",95,90,36
2026-10-12,"LV229OQ",73,50,148
2026-10-13,"JC141XR",107,90,148
2026-10-14,"VY725KK",72,110,0
2026-10-15,"JO801UA",102,90,148
2026-10-16,"DM377MT",45,70,0
2026-10-17,"IV803DJ",142,130,148
2026-10-18,"YW726AT",43,130,0
2026-10-19,"ZA679CJ",139,90,370
2026-10-20,"TQ323SW",113,110,36
2026-10-21,"EJ214DQ",84,90,0
2026-10-22,"IX562PT",110,90,148
2026-10-23,"SX412JO",54,130,0
2026-10-24,"CN710RR",126,90,148
2026-10-25,"BW540FH",43,130,0
2026-10-26,"WK251LM",90,110,0
2026-10-27,"LC788GE",102,50,370
2026-10-28,"OO534JL",101,50,370
2026-10-29,"QC599WG",47,110,0
2026-10-30,"CV254OX",68,90,0
2026-10-31,"GO303BG",147,70,500
2026-11-01,"MQ772SD",60,50,36
2026-11-02,"NQ133EK",114,70,370
2026-11-03,"BZ982SS",65,70,0
2026-11-04,"IZ261BJ",45,50,0
2026-11-05,"OC533OV",41,70,0
2026-11-06,"UK066EO",105,70,148
2026-11-07,"AY366WC",83,110,0
2026-11-08,"JK625MV",150,130,148
2026-11-09,"IU476DB",51,70,0
2026-11-10,"IG439FT",82,90,0
2026-11-11,"GN082QP",86,70,148
2026-11-12,"RJ206HA",125,50,500
2026-11-13,"LY554ZT",89,110,0
2026-11-14,"XR959BJ",112,50,500
2026-11-15,"WR808RD",147,70,500
2026-11-16,"FS734BC",140,50,500
2026-11-17,"GH490UI",61,50,148
2026-11-18,"PL513UP",63,70,0
2026-11-19,"ZZ263NT",128,130,0
2026-11-20,"PX618UI",133,130,36
2026-11-21,"BG487TJ",70,110,0
2026-11-22,"BV509HW",77,90,0
2026-11-23,"NV520WJ",129,130,0
2026-11-24,"UX919FJ",125,130,0
2026-11-25,"WG298PY",73,110,0
2026-11-26,"ZM458TK",146,130,148
2026-11-27,"YT349RM",54,70,0
2026-11-28,"GW549OI",144,90,370
2026-11-29,"FI977AO",142,50,500
2026-11-30,"DU904FB",116,130,0
2026-12-01,"CU112NX",124,50,500
2026-12-02,"NI991WM",71,70,36
2026-12-03,"SP997NN",101,70,148
2026-12-04,"NR285PG",64,50,148
2026-12-05,"PL220JL",137,70,500
2026-12-06,"JK729DF",86,70,148
2026-12-07,"LA960OR",94,70,148
2026-12-08,"RU944DT",128,110,148
2026-12-09,"CC189QG",96,70,148
2026-12-10,"AW311AM",60,110,0
2026-12-11,"LN115LF",53,110,0
2026-12-12,"QX069XH",51,70,0
2026-12-13,"AW893IM",111,110,36
2026-12-14,"DT327YR",133,90,370
2026-12-15,"SR755DN",71,70,36
2026-12-16,"MG948TM",115,70,370
2026-12-17,"RK576FO",82,110,0
2026-12-18,"OS154WM",61,110,0
2026-12-19,"MF564HA",138,90,370
2026-12-20,"NY846XR",112,130,0
2026-12-21,"WP234WU",113,110,36
2026-12-22,"RM839YC",147,90,370
2026-12-23,"LP270YJ",133,90,370
2026-12-24,"RN561GQ",114,90,148
2026-12-25,"GO783PT",108,90,148
2026-12-26,"ZZ696SC",115,70,370
2026-12-27,"DG109ET",80,90,0
2026-12-28,"DA771CN",41,90,0
2026-12-29,"XP093EG",55,130,0
2026-12-30,"YG002KJ",61,130,0
2026-12-31,"CB778JG",101,130,0
2027-01-01,"YB322LC",101,70,148
2027-01-02,"KE825DW",113,50,500
2027-01-03,"SX510RJ",101,50,370
2027-01-04,"PP054WT",127,50,500
2027-01-05,"OX958AA",95,130,0
2027-01-06,"KZ677GA",124,130,0
2027-01-07,"FV760MK",66,130,0
2027-01-08,"EJ134UY",126,130,0
2027-01-09,"BZ751HP",123,110,148
2027-01-10,"VU591ZG",45,130,0
2027-01-11,"QL317MI",149,110,148
2027-01-12,"EU909EI",77,110,0
2027-01-13,"SR052WU",124,70,370
2027-01-14,"OI973NN",63,130,0
2027-01-15,"ST574AW",118,70,370
2027-01-16,"CU960OI",80,70,36
2027-01-17,"VF092YQ",144,70,500
2027-01-18,"YL556DD",53,90,0
2027-01-19,"OA743LE",110,110,0
2027-01-20,"CP198MJ",59,130,0
2027-01-21,"BH513CN",63,110,0
2027-01-22,"ER301FX",94,110,0
2027-01-23,"EO725JW",139,130,36
2027-01-24,"GW509LC",82,130,0
2027-01-25,"BO228SL",53,90,0
2027-01-26,"PI887YL",124,110,148
2027-01-27,"HD012AW",90,50,148
2027-01-28,"WT871FL",91,110,0
2027-01-29,"WO051IB",114,110,36
2027-01-30,"XX302NP",113,90,148
2027-01-31,"UG101FU",61,70,0
2027-02-01,"RW593EG",124,110,148
2027-02-02,"SN803KQ",47,90,0
2027-02-03,"IH532HQ",62,50,148
2027-02-04,"SJ083CJ",136,50,500
2027-02-05,"NX852DZ",62,110,0
2027-02-06,"SI271AA",53,70,0
2027-02-07,"EG722PV",82,50,148
2027-02-08,"MD515US",94,70,148
2027-02-09,"PJ192BD",43,50,0
2027-02-10,"GA451DP",98,90,36
2027-02-11,"HW076FT",86,50,148
2027-02-12,"PA934JZ",44,50,0
2027-02-13,"OL036GM",120,50,500
2027-02-14,"ZN914FF",57,90,0
2027-02-15,"TU908NK",132,130,36
2027-02-16,"CB504ZE",63,90,0
2027-02-17,"WL645SV",102,90,148
2027-02-18,"XG705GS",60,130,0
2027-02-19,"QW045LU",55,130,0
2027-02-20,"GW893CE",108,90,148
2027-02-21,"YU596IW",45,130,0
2027-02-22,"MW729ED",55,110,0
2027-02-23,"CA546HQ",85,130,0
2027-02-24,"ZS537YC",108,50,370
2027-02-25,"VC753HC",66,110,0
2027-02-26,"MY940JB",141,130,148
2027-02-27,"ND256EH",56,90,0
2027-02-28,"DL597QZ",53,90,0
2027-03-01,"YQ455BU",59,50,36
2027-03-02,"UU240UY",45,70,0
2027-03-03,"PK336DF",68,130,0
2027-03-04,"IQ821YD",88,70,148
2027-03-05,"PS351ZU",143,50,500
2027-03-06,"IP205NE",101,70,148
2027-03-07,"EG325XZ",76,70,36
2027-03-08,"VR319TJ",122,50,500
2027-03-09,"VI277XC",127,130,0
2027-03-10,"NT564EB",92,110,0
2027-03-11,"LB747YX",53,50,36
2027-03-12,"VU686UH",40,50,0
2027-03-13,"XD912FF",75,90,0
2027-03-14,"NE977RC",45,50,0
2027-03-15,"MO637YI",139,90,370
2027-03-16,"TS996JM",83,130,0
2027-03-17,"ON178BS",90,70,148
2027-03-18,"HX862BW",129,50,500
2027-03-19,"MJ136SR",65,50,148
2027-03-20,"WW649LU",126,110,148
2027-03-21,"GW561CZ",82,110,0
2027-03-22,"EU933VO",50,70,0
2027-03-23,"HG308VW",72,130,0
2027-03-24,"OG555KR",70,90,0
2027-03-25,"NR271HG",109,90,148
2027-03-26,"PW977NP",97,90,36
2027-03-27,"AV835ZU",81,130,0
2027-03-28,"WA773OD",85,50,148
2027-03-29,"ZA712LY",105,50,370
2027-03-30,"ND372BQ",138,50,500
2027-03-31,"WW276DH",62,90,0
2027-04-01,"UD086EZ",83,90,0
2027-04-02,"QU170RX",51,90,0
2027-04-03,"GL664FJ",72,50,148
2027-04-04,"GB826DZ",43,70,0
2027-04-05,"MY533DA",96,110,0
2027-04-06,"OC044GE",59,110,0
2027-04-07,"LT211OH",58,70,0
2027-04-08,"NV436BZ",52,110,0
2027-04-09,"SR631PA",40,50,0
2027-04-10,"SQ736ZQ",79,90,0
2027-04-11,"YI610GK",94,50,370
2027-04-12,"QG554WT",128,70,370
2027-04-13,"IW206VT",93,70,148
2027-04-14,"MQ856FY",91,90,36
2027-04-15,"NW336ER",76,70,36
2027-04-16,"WM653VZ",104,110,0
2027-04-17,"FL752TS",106,70,148
2027-04-18,"AW395VK",44,130,0
2027-04-19,"PJ471MF",52,50,36
2027-04-20,"HY293HM",53,70,0
2027-04-21,"EJ519QO",88,50,148
2027-04-22,"JW636LI",80,110,0
2027-04-23,"IV810UA",106,70,148
2027-04-24,"EY681OM",48,50,0
2027-04-25,"NE059FT",72,130,0
2027-04-26,"SU788DP",91,50,370
2027-04-27,"AL384NC",70,110,0
2027-04-28,"PX121GB",77,90,0
2027-04-29,"FQ980SM",94,50,370
2027-04-30,"TR932RU",88,90,0
2027-05-01,"HX044OE",108,70,148
2027-05-02,"YD658JS",116,130,0
2027-05-03,"NJ214ZI",111,110,36
2027-05-04,"NX958HD",94,70,148
2027-05-05,"YL958ZJ",127,110,148
2027-05-06,"HH057UC",130,70,370
2027-05-07,"KZ576NW",92,70,148
2027-05-08,"WI885MG",93,110,0
2027-05-09,"TC426AR",47,50,0
2027-05-10,"XV849QC",120,70,370
2027-05-11,"EU625FP",125,70,370
2027-05-12,"NQ505WG",83,110,0
2027-05-13,"AT416JE",137,110,148
2027-05-14,"AL748AN",137,90,370
2027-05-15,"EK190UB",89,50,148
2027-05-16,"CW173FE",65,50,148
2027-05-17,"DO407YX",134,130,36
2027-05-18,"CQ333ND",124,110,148
2027-05-19,"NI678HU",145,110,148
2027-05-20,"RP837LJ",94,70,148
2027-05-21,"JZ128QC",143,130,148
2027-05-22,"LY275PM",129,130,0
2027-05-23,"PA687HO",67,90,0
2027-05-24,"CY164JS",61,70,0
2027-05-25,"ZJ732CZ",50,130,0
2027-05-26,"LV757FM",138,90,370
2027-05-27,"EZ130KZ",94,70,148
2027-05-28,"MA922CI",62,110,0
2027-05-29,"HG777DM",117,110,36
2027-05-30,"QL427RJ",75,70,36
2027-05-31,"ES473DA",75,70,36
2027-06-01,"SN571XY",125,110,148
2027-06-02,"FC611EK",64,90,0
2027-06-03,"BE154UK",76,110,0
2027-06-04,"QL487AX",42,130,0
2027-06-05,"WA232GG",104,110,0
2027-06-06,"QB457MN",128,50,500
2027-06-07,"HN562ZZ",58,110,0
2027-06-08,"SG537PB",73,70,36
2027-06-09,"RO825UE",67,110,0
2027-06-10,"ZQ005QC",76,90,0
2027-06-11,"SM471NV",111,110,36
2027-06-12,"EH503ZR",62,50,148
2027-06-13,"NS591KF",94,130,0
2027-06-14,"LV711YX",81,110,0
2027-06-15,"XY777EH",52,130,0
2027-06-16,"AA177KV",132,90,370
2027-06-17,"PC378CF",84,90,0
2027-06-18,"RE752CX",70,90,0
2027-06-19,"TW230OO",83,130,0
2027-06-20,"GB970MO",119,130,0
2027-06-21,"EZ975MZ",62,110,0
2027-06-22,"JG327SK",127,70,370
2027-06-23,"DV450ST",66,90,0
2027-06-24,"HQ972LE",105,130,0
2027-06-25,"QT257FM",65,110,0
2027-06-26,"EM880IS",78,70,36
2027-06-27,"GT261IV",107,130,0
2027-06-28,"VD018JL",135,90,370
2027-06-29,"LB374EQ",143,110,148
2027-06-30,"MD689ZS",75,50,148
2027-07-01,"JH859LH",123,50,500
2027-07-02,"AC853AK",59,110,0
2027-07-03,"ZI111GY",134,70,500
2027-07-04,"OH764NT",116,70,370
2027-07-05,"NG755CD",105,50,370
2027-07-06,"GH254FN",75,110,0
2027-07-07,"BD589LN",81,90,0
2027-07-08,"JV742AU",148,130,148
2027-07-09,"UU920XQ",115,130,0
2027-07-10,"OS215XL",81,90,0
2027-07-11,"SX964PP",118,90,148
2027-07-12,"RY499TX",82,70,148
2027-07-13,"NX476FD",114,70,370
2027-07-14,"VX966TA",66,50,148
2027-07-15,"RK051CM",77,50,148
2027-07-16,"SK719FD",93,130,0
2027-07-17,"CF962IV",63,90,0
2027-07-18,"KD384LS",49,70,0
2027-07-19,"TA358PZ",58,70,0
2027-07-20,"YS506XD",50,130,0
2027-07-21,"EC294NB",88,90,0
2027-07-22,"NK861EL",49,130,0
2027-07-23,"RC120PP",79,90,0
2027-07-24,"IR332MW",80,110,0
2027-07-25,"AH201KK",66,130,0
2027-07-26,"GP985XI",48,90,0
2027-07-27,"OD344DI",111,70,370
2027-07-28,"QZ781LW",146,90,370
2027-07-29,"FB681LT",127,110,148
2027-07-30,"MR878VC",41,130,0
2027-07-31,"AH308FQ",124,130,0
2027-08-01,"FZ008SK",68,50,148
2027-08-02,"HU907TC",112,90,148
2027-08-03,"JZ415WP",51,70,0
2027-08-04,"BL330WH",110,90,148
2027-08-05,"UQ376YG",109,90,148
2027-08-06,"ZF580NW",66,90,0
2027-08-07,"RO769EC",85,70,148
2027-08-08,"EU803NB",65,130,0
2027-08-09,"CU056SI",117,90,148
2027-08-10,"FT218UZ",100,50,370
2027-08-11,"VM345YJ",107,50,370
2027-08-12,"KF697IF",112,90,148
2027-08-13,"IW264XY",133,90,370
2027-08-14,"VJ297NP",103,50,370
2027-08-15,"TM282CN",86,90,0
2027-08-16,"OP835LD",113,110,36
2027-08-17,"RC199GU",57,90,0
2027-08-18,"GS811LG",136,130,36
2027-08-19,"II368PE",117,70,370
2027-08-20,"NO814RM",81,130,0
2027-08-21,"KF753MQ",64,50,148
2027-08-22,"TI762FC",123,90,148
2027-08-23,"QV230IE",86,130,0
2027-08-24,"LP220ZT",91,110,0
2027-08-25,"XT976BY",96,90,36
2027-08-26,"LS821XP",52,70,0
2027-08-27,"SW712JZ",137,130,36
2027-08-28,"YD690II",51,90,0
2027-08-29,"MV171PB",144,90,370
2027-08-30,"LM152VC",101,130,0
2027-08-31,"FG815OJ",89,70,148
2027-09-01,"CP029ZJ",147,70,500
2027-09-02,"LK950WI",50,70,0
2027-09-03,"LW154OS",57,110,0
2027-09-04,"KR951GF",53,90,0
2027-09-05,"SN484TE",141,110,148
2027-09-06,"KD799PM",75,110,0
2027-09-07,"DO601KY",85,90,0
2027-09-08,"VP619AV",105,110,0
2027-09-09,"KJ013CJ",64,50,148
2027-09-10,"BK981QW",124,130,0
2027-09-11,"GT881LT",128,90,148
2027-09-12,"FX081JD",46,70,0
2027-09-13,"GT726JS",42,90,0
2027-09-14,"DS838DZ",88,70,148
2027-09-15,"WA764DI",94,110,0
2027-09-16,"ZE154HZ",60,50,36
2027-09-17,"PP860XA",99,70,148
2027-09-18,"DB436LK",74,130,0
2027-09-19,"IV179XM",73,110,0
2027-09-20,"EW137JJ",49,130,0
2027-09-21,"PT741ZI",82,70,148
2027-09-22,"KJ669WE",79,70,36
2027-09-23,"PE152PT",79,70,36
2027-09-24,"YP521TX",118,70,370
2027-09-25,"IL568DA",124,130,0
2027-09-26,"SW101PI",104,130,0
2027-09-27,"OO999OY",59,110,0
2027-09-28,"KA463AD",111,130,0
2027-09-29,"QL942VX",98,130,0
2027-09-30,"IH728JJ",69,70,0
2027-10-01,"YJ130YY",74,130,0
2027-10-02,"OJ361PY",70,110,0
2027-10-03,"LY677IH",60,90,0
2027-10-04,"SG111MO",91,110,0
2027-10-05,"TU815OT",121,50,500
