"CustomerID","OrderID","OrderDate","Age","Gender","Membership","ProductCategory","ProductName","UnitPrice","Quantity","TotalAmount","PaymentMethod","City","ReturnStatus"
2279,3279,2024-04-30,44,"F","Gold","Sport","Pallone",67,1,67,"PayPal","Roma",0
2280,3280,2024-03-15,NA,"F","Silver","Sport","Tappetino Yoga",23,2,46,"CreditCard","Milano",0
2281,3281,2024-10-15,18,"F","Silver","Abbigliamento","Maglione",165,3,495,"PayPal","Roma",0
2282,3282,2024-08-22,46,"M","Basic","Abbigliamento","Jeans",75,1,75,"Cash","Milano",1
2283,3283,2024-12-15,19,"F","Basic","Casa","Pentola",82,1,82,"BankTransfer","Torino",0
2284,3284,2024-01-01,20,"F","Basic","Sport","Manubri",97,1,97,"BankTransfer","Roma",0
2285,3285,2024-01-31,64,"M","Basic","Libri","Romanzo",28,1,28,"BankTransfer","Bologna",0
2286,3286,2024-08-14,55,"F","Gold","Casa","Cuscino",115,4,460,"Cash","Torino",1
2287,3287,2024-08-04,NA,"M","Basic","Casa","Lampada",17,3,51,"PayPal","Bologna",1
2288,3288,2024-09-23,63,"F","Gold","Casa","Cuscino",15,1,15,"BankTransfer","Milano",1
2289,3289,2024-03-25,30,"M","Basic","Libri","Romanzo",48,1,48,"CreditCard","Bologna",0
2290,3290,2024-02-09,53,"F","Silver","Abbigliamento","T-shirt",109,1,109,"BankTransfer","Roma",1
2291,3291,2024-07-19,59,"F","Silver","Sport","Pallone",74,1,74,"PayPal","Roma",0
2292,3292,2024-09-24,58,"F","Gold","Elettronica","Smartphone",577,4,2308,"PayPal","Roma",0
2293,3293,2024-02-03,57,"M","Gold","Abbigliamento","Scarpe",45,1,45,"Cash","Milano",0
2294,3294,2024-06-07,34,"M","Basic","Sport","Borraccia",71,2,142,"CreditCard","Napoli",1
2295,3295,2024-06-13,30,"M","Basic","Elettronica","Smartwatch",718,1,718,"PayPal","Bologna",0
2296,3296,2024-05-31,NA,"F","Basic","Elettronica","Laptop",262,4,1048,"Cash","Torino",1
2297,3297,2024-04-15,37,"F","Gold","Abbigliamento","Maglione",163,1,163,"BankTransfer","Napoli",1
2298,3298,2024-10-13,NA,"M","Gold","Casa","Coperta",11,4,44,"PayPal","Torino",0
2299,3299,2024-11-27,23,"M","Basic","Abbigliamento","Jeans",136,1,136,"CreditCard","Milano",1
2300,3300,2024-02-14,58,"M","Silver","Sport","Tappetino Yoga",145,1,145,"BankTransfer","Napoli",1
2301,3301,2024-08-02,NA,"F","Basic","Elettronica","Cuffie",613,5,3065,"BankTransfer","Milano",0
2302,3302,2024-04-19,60,"F","Gold","Abbigliamento","T-shirt",45,1,45,"PayPal","Napoli",1
2303,3303,2024-02-21,29,"M","Silver","Elettronica","Smartwatch",579,2,1158,"PayPal","Napoli",0
2304,3304,2024-06-04,42,"M","Gold","Elettronica","Cuffie",111,2,222,"CreditCard","Milano",0
2305,3305,2024-01-20,22,"F","Basic","Elettronica","Tablet",72,1,72,"PayPal","Napoli",0
2306,3306,2024-11-21,39,"F","Basic","Libri","Enciclopedia",45,1,45,"CreditCard","Napoli",1
2307,3307,2024-05-09,25,"M","Silver","Casa","Lampada",33,3,99,"BankTransfer","Milano",1
2308,3308,2024-03-06,44,"M","Basic","Casa","Tappeto",20,1,20,"BankTransfer","Milano",0
2309,3309,2024-07-19,37,"F","Silver","Abbigliamento","T-shirt",131,3,393,"BankTransfer","Milano",1
2310,3310,2024-06-11,60,"F","Silver","Libri","Fumetto",47,1,47,"CreditCard","Torino",0
2311,3311,2024-12-28,NA,"M","Basic","Sport","Manubri",114,4,456,"PayPal","Milano",1
2312,3312,2024-11-27,32,"F","Silver","Casa","Pentola",40,4,160,"PayPal","Roma",0
2313,3313,2024-10-04,18,"F","Gold","Casa","Lampada",111,2,222,"BankTransfer","Bologna",0
2314,3314,2024-04-18,31,"M","Silver","Sport","Manubri",137,2,274,"BankTransfer","Torino",1
2315,3315,2024-07-17,29,"F","Basic","Casa","Coperta",61,2,122,"BankTransfer","Milano",0
2316,3316,2024-01-02,55,"M","Basic","Elettronica","Smartwatch",206,1,206,"Cash","Roma",0
2317,3317,2024-08-23,45,"M","Silver","Sport","Tappetino Yoga",105,1,105,"CreditCard","Roma",1
2318,3318,2024-11-23,29,"M","Basic","Casa","Coperta",129,1,129,"BankTransfer","Torino",1
2319,3319,2024-05-19,41,"M","Silver","Libri","Fumetto",47,4,188,"PayPal","Bologna",0
2320,3320,2024-06-15,40,"F","Silver","Sport","Manubri",127,2,254,"CreditCard","Bologna",0
2321,3321,2024-10-03,43,"F","Basic","Libri","Romanzo",25,2,50,"Cash","Napoli",1
2322,3322,2024-03-06,34,"F","Basic","Elettronica","Smartphone",93,5,465,"CreditCard","Milano",1
2323,3323,2024-11-18,56,"M","Silver","Abbigliamento","Giacca",190,1,190,"Cash","Roma",0
2324,3324,2024-02-21,NA,"M","Basic","Libri","Romanzo",11,3,33,"CreditCard","Roma",1
2325,3325,2024-06-14,20,"M","Silver","Libri","Romanzo",41,1,41,"Cash","Bologna",1
2326,3326,2024-11-10,53,"M","Silver","Abbigliamento","Maglione",164,1,164,"CreditCard","Napoli",0
2327,3327,2024-10-20,27,"M","Silver","Libri","Guida",38,1,38,"CreditCard","Roma",0
2328,3328,2024-02-07,NA,"M","Gold","Casa","Tappeto",113,1,113,"BankTransfer","Milano",0
2329,3329,2024-09-27,53,"F","Silver","Libri","Enciclopedia",24,1,24,"CreditCard","Roma",0
2330,3330,2024-09-23,45,"M","Basic","Elettronica","Smartwatch",765,2,1530,"PayPal","Milano",0
2331,3331,2024-11-29,38,"M","Basic","Elettronica","Smartwatch",386,1,386,"PayPal","Roma",0
2332,3332,2024-04-24,39,"F","Gold","Casa","Coperta",116,2,232,"CreditCard","Torino",0
2333,3333,2024-06-09,72,"M","Gold","Casa","Tappeto",34,2,68,"PayPal","Milano",1
2334,3334,2024-09-13,60,"M","Basic","Abbigliamento","T-shirt",104,2,208,"PayPal","Milano",0
2335,3335,2024-10-20,38,"M","Gold","Abbigliamento","Jeans",93,3,279,"CreditCard","Milano",1
2336,3336,2024-07-04,NA,"M","Gold","Abbigliamento","T-shirt",16,3,48,"CreditCard","Roma",1
2337,3337,2024-11-30,66,"M","Silver","Abbigliamento","Scarpe",33,3,99,"PayPal","Roma",1
2338,3338,2024-06-21,39,"F","Silver","Sport","Scarpe Running",147,4,588,"CreditCard","Milano",1
2339,3339,2024-02-10,44,"F","Silver","Sport","Pallone",31,1,31,"BankTransfer","Torino",0
2340,3340,2024-07-18,58,"F","Silver","Libri","Romanzo",39,2,78,"PayPal","Bologna",0
2341,3341,2024-04-02,29,"F","Silver","Elettronica","Smartphone",627,4,2508,"PayPal","Milano",0
2342,3342,2024-05-08,31,"M","Basic","Elettronica","Laptop",220,1,220,"BankTransfer","Bologna",0
2343,3343,2024-08-24,32,"M","Basic","Sport","Manubri",101,4,404,"PayPal","Torino",1
2344,3344,2024-12-27,41,"F","Silver","Casa","Pentola",21,1,21,"CreditCard","Roma",0
2345,3345,2024-09-08,18,"F","Basic","Abbigliamento","Maglione",119,1,119,"CreditCard","Torino",1
2346,3346,2024-01-16,32,"M","Basic","Casa","Tappeto",104,1,104,"BankTransfer","Torino",0
2347,3347,2024-07-31,49,"M","Silver","Abbigliamento","Giacca",155,1,155,"BankTransfer","Bologna",1
2348,3348,2024-08-16,43,"F","Basic","Sport","Tappetino Yoga",164,1,164,"Cash","Milano",0
2349,3349,2024-01-21,43,"F","Basic","Abbigliamento","Scarpe",117,2,234,"PayPal","Bologna",0
2350,3350,2024-10-25,18,"F","Basic","Abbigliamento","Giacca",127,4,508,"PayPal","Roma",0
2351,3351,2024-11-09,41,"F","Basic","Libri","Manuale",20,2,40,"CreditCard","Torino",1
2352,3352,2024-05-28,36,"M","Basic","Casa","Pentola",86,4,344,"PayPal","Milano",1
2353,3353,2024-03-23,38,"F","Silver","Elettronica","Smartphone",480,1,480,"PayPal","Torino",0
2354,3354,2024-08-15,51,"F","Basic","Sport","Pallone",30,2,60,"Cash","Milano",1
2355,3355,2024-05-09,60,"F","Basic","Sport","Pallone",177,1,177,"CreditCard","Milano",0
2356,3356,2024-12-09,34,"M","Basic","Abbigliamento","Giacca",46,2,92,"PayPal","Milano",0
2357,3357,2024-03-16,29,"F","Basic","Casa","Lampada",107,1,107,"BankTransfer","Torino",0
2358,3358,2024-03-20,34,"M","Basic","Sport","Borraccia",122,4,488,"CreditCard","Milano",1
2359,3359,2024-07-31,50,"M","Silver","Libri","Fumetto",19,3,57,"BankTransfer","Torino",0
2360,3360,2024-12-12,36,"M","Silver","Sport","Scarpe Running",30,2,60,"PayPal","Roma",0
2361,3361,2024-07-31,32,"F","Gold","Libri","Fumetto",27,2,54,"Cash","Torino",0
2362,3362,2024-12-18,37,"M","Basic","Libri","Romanzo",43,3,129,"Cash","Milano",1
2363,3363,2024-10-22,NA,"F","Gold","Sport","Tappetino Yoga",47,1,47,"CreditCard","Napoli",0
2364,3364,2024-02-13,24,"F","Silver","Abbigliamento","Giacca",132,1,132,"BankTransfer","Napoli",1
2365,3365,2024-06-04,NA,"M","Basic","Casa","Cuscino",33,3,99,"PayPal","Milano",0
2366,3366,2024-12-25,22,"M","Gold","Casa","Coperta",90,1,90,"BankTransfer","Milano",0
2367,3367,2024-05-22,72,"M","Silver","Libri","Guida",31,2,62,"CreditCard","Roma",0
2368,3368,2024-03-24,31,"F","Basic","Elettronica","Smartphone",364,1,364,"BankTransfer","Napoli",0
2369,3369,2024-01-20,52,"F","Gold","Abbigliamento","Scarpe",39,1,39,"PayPal","Bologna",1
2370,3370,2024-01-26,39,"M","Basic","Libri","Guida",33,2,66,"PayPal","Napoli",0
2371,3371,2024-01-21,35,"M","Basic","Elettronica","Laptop",79,3,237,"PayPal","Torino",0
2372,3372,2024-07-16,33,"M","Basic","Abbigliamento","Maglione",72,1,72,"CreditCard","Bologna",0
2373,3373,2024-03-25,26,"F","Basic","Casa","Coperta",72,2,144,"PayPal","Bologna",1
2374,3374,2024-09-25,58,"M","Silver","Libri","Romanzo",44,2,88,"PayPal","Milano",0
2375,3375,2024-08-13,47,"F","Basic","Abbigliamento","Maglione",146,1,146,"CreditCard","Torino",0
2376,3376,2024-12-09,38,"M","Gold","Abbigliamento","Giacca",110,2,220,"CreditCard","Bologna",1
2377,3377,2024-09-15,22,"F","Gold","Sport","Borraccia",54,1,54,"CreditCard","Milano",1
2378,3378,2024-05-09,31,"F","Basic","Libri","Guida",8,4,32,"BankTransfer","Napoli",1
2379,3379,2024-01-29,52,"F","Silver","Abbigliamento","Scarpe",118,2,236,"BankTransfer","Roma",1
2380,3380,2024-02-21,23,"M","Basic","Casa","Tappeto",83,1,83,"BankTransfer","Roma",0
2381,3381,2024-08-24,29,"M","Basic","Elettronica","Cuffie",613,1,613,"Cash","Milano",0
2382,3382,2024-08-17,NA,"M","Basic","Elettronica","Smartwatch",734,3,2202,"BankTransfer","Torino",1
2383,3383,2024-01-15,44,"M","Basic","Abbigliamento","Maglione",145,2,290,"PayPal","Milano",0
2384,3384,2024-12-03,29,"F","Basic","Sport","Borraccia",47,2,94,"Cash","Roma",1
2385,3385,2024-09-30,63,"F","Silver","Sport","Pallone",25,3,75,"BankTransfer","Roma",0
2386,3386,2024-05-28,20,"M","Silver","Sport","Scarpe Running",61,1,61,"CreditCard","Roma",0
2387,3387,2024-01-02,NA,"M","Silver","Libri","Romanzo",15,5,75,"CreditCard","Torino",0
2388,3388,2024-10-16,NA,"M","Basic","Libri","Enciclopedia",30,1,30,"PayPal","Milano",1
2389,3389,2024-07-12,18,"F","Basic","Casa","Coperta",38,1,38,"Cash","Napoli",1
2390,3390,2024-04-23,43,"M","Silver","Libri","Manuale",42,2,84,"Cash","Torino",0
2391,3391,2024-04-07,50,"F","Silver","Sport","Pallone",64,4,256,"CreditCard","Milano",0
2392,3392,2024-05-06,26,"M","Basic","Sport","Pallone",39,2,78,"CreditCard","Milano",0
2393,3393,2024-12-23,NA,"F","Basic","Casa","Coperta",67,2,134,"PayPal","Bologna",0
2394,3394,2024-09-28,18,"F","Basic","Sport","Pallone",45,5,225,"Cash","Bologna",0
2395,3395,2024-03-06,24,"M","Silver","Casa","Cuscino",56,4,224,"BankTransfer","Napoli",0
2396,3396,2024-10-05,40,"M","Silver","Sport","Borraccia",34,1,34,"PayPal","Roma",0
2397,3397,2024-02-28,NA,"M","Basic","Sport","Manubri",136,1,136,"CreditCard","Roma",1
2398,3398,2024-12-25,37,"M","Gold","Elettronica","Laptop",774,3,2322,"Cash","Roma",0
2399,3399,2024-04-28,26,"M","Basic","Abbigliamento","Scarpe",141,1,141,"CreditCard","Napoli",1
2400,3400,2024-04-07,47,"M","Basic","Abbigliamento","Jeans",24,1,24,"CreditCard","Bologna",0
2401,3401,2024-07-21,58,"F","Silver","Casa","Lampada",11,1,11,"CreditCard","Napoli",1
2402,3402,2024-09-04,29,"M","Basic","Sport","Pallone",154,4,616,"BankTransfer","Napoli",0
2403,3403,2024-01-04,39,"M","Basic","Libri","Romanzo",20,1,20,"BankTransfer","Torino",1
2404,3404,2024-09-14,30,"F","Basic","Libri","Romanzo",16,4,64,"BankTransfer","Roma",0
2405,3405,2024-03-24,37,"F","Silver","Abbigliamento","Maglione",173,1,173,"CreditCard","Bologna",1
2406,3406,2024-05-25,40,"F","Basic","Abbigliamento","Jeans",141,2,282,"BankTransfer","Milano",0
2407,3407,2024-02-27,36,"F","Basic","Elettronica","Smartwatch",763,2,1526,"PayPal","Napoli",1
2408,3408,2024-10-19,33,"F","Basic","Libri","Guida",9,1,9,"PayPal","Roma",1
2409,3409,2024-11-08,31,"F","Silver","Libri","Guida",9,2,18,"PayPal","Torino",1
2410,3410,2024-12-23,39,"F","Basic","Casa","Tappeto",113,1,113,"Cash","Milano",1
2411,3411,2024-03-28,35,"M","Basic","Casa","Tappeto",59,1,59,"CreditCard","Bologna",0
2412,3412,2024-03-15,30,"M","Silver","Sport","Scarpe Running",73,5,365,"BankTransfer","Bologna",1
2413,3413,2024-03-06,44,"F","Silver","Casa","Pentola",116,1,116,"CreditCard","Bologna",0
2414,3414,2024-07-25,44,"F","Silver","Libri","Manuale",44,3,132,"BankTransfer","Bologna",0
2415,3415,2024-07-07,41,"F","Silver","Libri","Manuale",12,1,12,"Cash","Bologna",0
2416,3416,2024-01-09,21,"M","Silver","Casa","Cuscino",39,2,78,"CreditCard","Roma",0
2417,3417,2024-05-20,44,"F","Basic","Abbigliamento","T-shirt",173,2,346,"PayPal","Napoli",1
2418,3418,2024-04-06,NA,"F","Basic","Abbigliamento","Jeans",75,5,375,"BankTransfer","Milano",1
2419,3419,2024-02-18,34,"M","Basic","Sport","Scarpe Running",91,1,91,"CreditCard","Bologna",1
2420,3420,2024-03-02,46,"F","Silver","Sport","Scarpe Running",86,4,344,"Cash","Torino",0
2421,3421,2024-06-08,57,"M","Basic","Libri","Romanzo",19,1,19,"BankTransfer","Torino",1
2422,3422,2024-10-22,43,"F","Silver","Libri","Guida",28,3,84,"PayPal","Milano",0
2423,3423,2024-10-23,49,"F","Basic","Abbigliamento","Giacca",22,5,110,"BankTransfer","Roma",1
2424,3424,2024-08-20,57,"F","Silver","Elettronica","Laptop",411,1,411,"CreditCard","Torino",1
2425,3425,2024-02-19,63,"M","Basic","Libri","Enciclopedia",34,1,34,"PayPal","Milano",0
2426,3426,2024-07-19,31,"M","Basic","Elettronica","Smartphone",775,1,775,"CreditCard","Roma",0
2427,3427,2024-09-26,32,"F","Basic","Elettronica","Cuffie",153,4,612,"PayPal","Roma",0
2428,3428,2024-02-12,33,"F","Basic","Abbigliamento","Scarpe",145,3,435,"CreditCard","Torino",0
2429,3429,2024-09-25,55,"M","Silver","Sport","Pallone",73,5,365,"BankTransfer","Milano",0
2430,3430,2024-01-16,47,"M","Silver","Sport","Tappetino Yoga",46,1,46,"CreditCard","Torino",0
2431,3431,2024-10-18,NA,"F","Silver","Sport","Scarpe Running",49,5,245,"PayPal","Roma",0
2432,3432,2024-03-22,43,"M","Gold","Casa","Lampada",43,3,129,"Cash","Milano",1
2433,3433,2024-04-26,34,"M","Basic","Sport","Pallone",115,1,115,"PayPal","Roma",1
2434,3434,2024-06-03,NA,"M","Basic","Casa","Pentola",63,2,126,"CreditCard","Napoli",0
2435,3435,2024-07-18,18,"F","Basic","Abbigliamento","Maglione",113,2,226,"BankTransfer","Torino",0
2436,3436,2024-01-22,NA,"F","Basic","Sport","Tappetino Yoga",44,3,132,"PayPal","Bologna",0
2437,3437,2024-01-03,NA,"F","Silver","Casa","Pentola",49,4,196,"CreditCard","Roma",1
2438,3438,2024-02-09,NA,"F","Basic","Elettronica","Smartwatch",315,1,315,"PayPal","Roma",0
2439,3439,2024-09-11,48,"M","Basic","Abbigliamento","Maglione",111,3,333,"BankTransfer","Torino",1
2440,3440,2024-10-01,60,"M","Silver","Sport","Pallone",62,3,186,"PayPal","Torino",0
2441,3441,2024-09-21,48,"M","Basic","Casa","Tappeto",121,2,242,"CreditCard","Torino",0
2442,3442,2024-09-25,38,"F","Basic","Casa","Coperta",74,1,74,"CreditCard","Torino",1
2443,3443,2024-12-19,49,"M","Basic","Sport","Pallone",155,2,310,"BankTransfer","Torino",0
2444,3444,2024-08-29,43,"F","Silver","Elettronica","Laptop",679,3,2037,"CreditCard","Roma",0
2445,3445,2024-08-11,29,"M","Basic","Casa","Lampada",108,2,216,"Cash","Roma",0
2446,3446,2024-06-23,52,"M","Gold","Sport","Tappetino Yoga",148,2,296,"CreditCard","Torino",0
2447,3447,2024-10-03,NA,"F","Basic","Casa","Lampada",140,4,560,"Cash","Bologna",0
2448,3448,2024-01-17,37,"F","Silver","Elettronica","Cuffie",429,1,429,"BankTransfer","Bologna",0
2449,3449,2024-11-28,NA,"F","Basic","Abbigliamento","T-shirt",85,5,425,"PayPal","Bologna",0
2450,3450,2024-08-05,55,"F","Basic","Elettronica","Smartphone",615,1,615,"CreditCard","Roma",0
2451,3451,2024-11-26,32,"F","Silver","Casa","Cuscino",133,1,133,"Cash","Napoli",1
2452,3452,2024-09-28,37,"F","Basic","Abbigliamento","Giacca",32,2,64,"CreditCard","Bologna",0
2453,3453,2024-12-19,38,"M","Gold","Elettronica","Smartphone",458,1,458,"CreditCard","Milano",0
2454,3454,2024-03-06,37,"M","Basic","Elettronica","Tablet",214,1,214,"PayPal","Roma",0
2455,3455,2024-12-11,46,"M","Basic","Casa","Coperta",147,3,441,"PayPal","Bologna",1
2456,3456,2024-04-19,52,"F","Gold","Sport","Manubri",169,3,507,"BankTransfer","Napoli",0
2457,3457,2024-04-12,46,"M","Silver","Libri","Enciclopedia",45,2,90,"Cash","Roma",1
2458,3458,2024-06-03,18,"M","Basic","Sport","Tappetino Yoga",100,2,200,"CreditCard","Roma",0
2459,3459,2024-11-08,NA,"M","Basic","Sport","Pallone",53,1,53,"BankTransfer","Milano",0
2460,3460,2024-10-26,33,"F","Silver","Abbigliamento","Giacca",173,3,519,"CreditCard","Milano",0
2461,3461,2024-08-12,35,"F","Basic","Libri","Guida",44,1,44,"PayPal","Roma",0
2462,3462,2024-11-18,36,"M","Basic","Libri","Romanzo",49,1,49,"CreditCard","Milano",0
2463,3463,2024-08-27,18,"F","Basic","Elettronica","Cuffie",138,5,690,"PayPal","Torino",0
2464,3464,2024-09-23,28,"F","Basic","Abbigliamento","Jeans",158,3,474,"CreditCard","Roma",0
2465,3465,2024-11-06,18,"M","Basic","Elettronica","Cuffie",756,5,3780,"BankTransfer","Napoli",1
2466,3466,2024-12-18,75,"F","Basic","Elettronica","Smartphone",270,2,540,"CreditCard","Bologna",0
2467,3467,2024-10-19,46,"F","Silver","Casa","Coperta",100,5,500,"PayPal","Bologna",0
2468,3468,2024-07-07,38,"F","Basic","Abbigliamento","T-shirt",96,4,384,"CreditCard","Napoli",0
2469,3469,2024-07-14,18,"F","Silver","Elettronica","Laptop",154,3,462,"Cash","Milano",0
2470,3470,2024-01-03,34,"F","Basic","Elettronica","Smartphone",654,1,654,"CreditCard","Roma",0
2471,3471,2024-09-13,50,"M","Basic","Abbigliamento","T-shirt",93,3,279,"BankTransfer","Torino",1
2472,3472,2024-06-18,50,"M","Basic","Casa","Tappeto",128,3,384,"PayPal","Torino",1
2473,3473,2024-11-16,45,"M","Gold","Elettronica","Laptop",595,4,2380,"Cash","Milano",0
2474,3474,2024-01-15,59,"F","Gold","Abbigliamento","Scarpe",158,5,790,"PayPal","Torino",1
2475,3475,2024-10-13,18,"M","Basic","Sport","Borraccia",136,1,136,"Cash","Roma",1
2476,3476,2024-11-23,21,"M","Basic","Sport","Borraccia",167,2,334,"BankTransfer","Roma",0
2477,3477,2024-01-16,38,"F","Basic","Sport","Scarpe Running",106,1,106,"CreditCard","Milano",0
2478,3478,2024-08-28,40,"F","Silver","Sport","Borraccia",81,3,243,"Cash","Milano",1
2479,3479,2024-09-11,NA,"F","Silver","Libri","Fumetto",45,4,180,"BankTransfer","Torino",0
2480,3480,2024-08-27,56,"M","Basic","Casa","Cuscino",64,1,64,"PayPal","Roma",0
2481,3481,2024-03-04,18,"M","Silver","Casa","Lampada",105,1,105,"PayPal","Milano",0
2482,3482,2024-12-14,23,"F","Basic","Sport","Manubri",135,1,135,"CreditCard","Roma",0
2483,3483,2024-05-03,62,"F","Gold","Abbigliamento","T-shirt",98,2,196,"BankTransfer","Napoli",0
2484,3484,2024-12-12,51,"M","Silver","Casa","Lampada",67,1,67,"PayPal","Milano",0
2485,3485,2024-02-14,18,"M","Gold","Libri","Manuale",30,2,60,"CreditCard","Milano",0
2486,3486,2024-05-23,50,"M","Basic","Elettronica","Cuffie",492,4,1968,"CreditCard","Torino",0
2487,3487,2024-07-03,NA,"F","Basic","Sport","Manubri",101,1,101,"Cash","Roma",0
2488,3488,2024-11-18,NA,"F","Basic","Abbigliamento","Scarpe",194,2,388,"BankTransfer","Bologna",0
2489,3489,2024-06-25,43,"M","Basic","Casa","Lampada",74,2,148,"PayPal","Milano",0
2490,3490,2024-10-14,NA,"M","Gold","Libri","Guida",15,2,30,"CreditCard","Milano",1
2491,3491,2024-09-11,23,"M","Basic","Casa","Tappeto",37,1,37,"CreditCard","Roma",0
2492,3492,2024-07-01,46,"M","Basic","Sport","Borraccia",38,1,38,"PayPal","Torino",0
2493,3493,2024-08-26,NA,"M","Basic","Sport","Manubri",121,2,242,"Cash","Roma",1
2494,3494,2024-09-20,46,"F","Silver","Sport","Tappetino Yoga",36,2,72,"CreditCard","Roma",0
2495,3495,2024-09-21,23,"F","Basic","Elettronica","Laptop",140,3,420,"Cash","Milano",0
2496,3496,2024-04-10,32,"M","Basic","Libri","Fumetto",25,1,25,"CreditCard","Roma",1
2497,3497,2024-01-25,NA,"F","Silver","Libri","Enciclopedia",23,3,69,"CreditCard","Bologna",0
2498,3498,2024-10-14,NA,"F","Basic","Libri","Enciclopedia",12,3,36,"Cash","Roma",0
2499,3499,2024-08-29,36,"M","Basic","Abbigliamento","Maglione",107,1,107,"CreditCard","Bologna",0
2500,3500,2024-06-17,45,"M","Gold","Abbigliamento","Giacca",102,1,102,"CreditCard","Torino",1
2501,3501,2024-04-17,47,"M","Basic","Casa","Pentola",145,1,145,"Cash","Napoli",1
2502,3502,2024-10-02,38,"F","Silver","Elettronica","Smartwatch",674,1,674,"CreditCard","Torino",0
2503,3503,2024-04-16,37,"F","Basic","Elettronica","Smartphone",440,1,440,"CreditCard","Torino",1
2504,3504,2024-07-10,44,"F","Basic","Casa","Coperta",111,2,222,"Cash","Napoli",1
2505,3505,2024-01-29,47,"F","Basic","Elettronica","Cuffie",444,1,444,"CreditCard","Roma",0
2506,3506,2024-12-20,38,"M","Basic","Abbigliamento","Scarpe",83,1,83,"CreditCard","Napoli",0
2507,3507,2024-05-25,44,"F","Basic","Abbigliamento","Jeans",55,1,55,"PayPal","Torino",0
2508,3508,2024-03-19,50,"M","Basic","Libri","Guida",32,3,96,"BankTransfer","Torino",0
2509,3509,2024-05-08,NA,"M","Silver","Sport","Pallone",66,1,66,"CreditCard","Napoli",1
2510,3510,2024-08-01,NA,"F","Basic","Sport","Scarpe Running",66,2,132,"BankTransfer","Milano",0
2511,3511,2024-06-10,18,"M","Basic","Elettronica","Smartwatch",587,1,587,"CreditCard","Roma",1
2512,3512,2024-04-06,43,"F","Silver","Elettronica","Smartphone",438,2,876,"CreditCard","Torino",0
2513,3513,2024-09-13,40,"M","Basic","Abbigliamento","Jeans",59,3,177,"CreditCard","Napoli",0
2514,3514,2024-05-22,27,"F","Basic","Casa","Tappeto",149,1,149,"BankTransfer","Milano",1
2515,3515,2024-08-25,NA,"F","Basic","Sport","Scarpe Running",120,2,240,"BankTransfer","Napoli",1
2516,3516,2024-09-01,46,"F","Silver","Libri","Romanzo",12,3,36,"Cash","Torino",0
2517,3517,2024-03-19,33,"F","Basic","Sport","Tappetino Yoga",24,1,24,"CreditCard","Milano",0
2518,3518,2024-12-27,NA,"F","Basic","Elettronica","Tablet",381,2,762,"PayPal","Roma",0
2519,3519,2024-02-28,46,"F","Basic","Libri","Romanzo",44,1,44,"CreditCard","Roma",0
2520,3520,2024-06-01,55,"F","Silver","Casa","Cuscino",60,2,120,"CreditCard","Napoli",0
2521,3521,2024-09-04,69,"F","Basic","Abbigliamento","Maglione",118,2,236,"CreditCard","Milano",0
2522,3522,2024-03-13,50,"F","Basic","Casa","Coperta",50,4,200,"PayPal","Torino",0
2523,3523,2024-04-30,68,"M","Gold","Sport","Manubri",99,1,99,"PayPal","Torino",0
2524,3524,2024-09-15,57,"M","Silver","Libri","Guida",26,1,26,"CreditCard","Roma",0
2525,3525,2024-09-01,43,"F","Basic","Sport","Manubri",43,1,43,"PayPal","Bologna",0
2526,3526,2024-06-29,42,"F","Silver","Elettronica","Laptop",752,2,1504,"PayPal","Milano",0
2527,3527,2024-11-21,67,"M","Basic","Casa","Lampada",21,2,42,"PayPal","Roma",0
2528,3528,2024-03-22,23,"M","Silver","Casa","Pentola",25,1,25,"Cash","Milano",0
2529,3529,2024-02-14,39,"F","Basic","Elettronica","Laptop",255,3,765,"CreditCard","Bologna",0
2530,3530,2024-01-30,NA,"F","Silver","Sport","Scarpe Running",28,1,28,"PayPal","Milano",0
2531,3531,2024-04-26,18,"M","Basic","Elettronica","Cuffie",599,3,1797,"PayPal","Napoli",0
2532,3532,2024-10-13,33,"F","Basic","Sport","Manubri",39,2,78,"PayPal","Bologna",1
2533,3533,2024-09-14,43,"M","Gold","Abbigliamento","T-shirt",153,2,306,"PayPal","Napoli",1
2534,3534,2024-12-18,18,"M","Basic","Sport","Borraccia",54,1,54,"PayPal","Roma",0
2535,3535,2024-08-02,44,"F","Silver","Sport","Scarpe Running",101,3,303,"CreditCard","Torino",1
2536,3536,2024-01-26,34,"F","Silver","Casa","Tappeto",13,1,13,"BankTransfer","Roma",0
2537,3537,2024-05-26,45,"M","Gold","Elettronica","Laptop",620,4,2480,"CreditCard","Roma",0
2538,3538,2024-03-07,49,"F","Silver","Libri","Fumetto",28,1,28,"PayPal","Milano",0
2539,3539,2024-09-08,59,"F","Gold","Libri","Romanzo",19,2,38,"Cash","Torino",0
2540,3540,2024-09-28,18,"F","Basic","Casa","Tappeto",45,2,90,"PayPal","Bologna",0
2541,3541,2024-05-01,39,"M","Silver","Elettronica","Cuffie",301,1,301,"PayPal","Torino",0
2542,3542,2024-06-21,29,"F","Basic","Elettronica","Cuffie",199,3,597,"BankTransfer","Torino",0
2543,3543,2024-07-02,38,"F","Basic","Abbigliamento","Giacca",122,4,488,"PayPal","Bologna",1
2544,3544,2024-09-19,36,"F","Silver","Abbigliamento","Jeans",80,1,80,"CreditCard","Torino",1
2545,3545,2024-02-09,20,"F","Basic","Sport","Manubri",162,2,324,"BankTransfer","Milano",0
