"","CustomerID","InvoiceDate","Quantity","UnitPrice","Total"
"24277",16175,2022-04-13,3,5.95,17.85
"24278",16175,2022-04-13,6,5.95,35.7
"24279",16175,2022-04-13,3,4.95,14.85
"24280",16175,2022-04-13,2,9.95,19.9
"24281",16175,2022-04-13,3,4.25,12.75
"24282",16175,2022-04-13,3,5.95,17.85
"24283",16175,2022-04-13,3,4.95,14.85
"24284",16175,2022-04-13,12,1.25,15
"24285",16175,2022-04-13,12,1.25,15
"24286",16175,2022-04-13,2,7.95,15.9
"24287",16175,2022-04-13,12,2.95,35.4
"24288",16175,2022-04-13,12,1.25,15
"24289",16175,2022-04-13,12,1.25,15
"24290",16175,2022-04-13,12,0.83,9.96
"24291",15855,2022-04-13,6,2.25,13.5
"24292",15855,2022-04-13,6,2.25,13.5
"24293",15855,2022-04-13,10,0.85,8.5
"24294",15855,2022-04-13,10,0.85,8.5
"24295",15855,2022-04-13,6,2.1,12.6
"24296",15855,2022-04-13,4,4.95,19.8
"24297",15855,2022-04-13,12,1.25,15
"24298",15855,2022-04-13,12,1.25,15
"24299",14834,2022-04-13,18,2.95,53.1
"24300",14834,2022-04-13,6,5.95,35.7
"24301",14834,2022-04-13,16,1.69,27.04
"24302",14834,2022-04-13,12,1.65,19.8
"24303",14834,2022-04-13,2,8.5,17
"24304",14834,2022-04-13,2,7.95,15.9
"24305",14834,2022-04-13,2,7.95,15.9
"24306",14834,2022-04-13,2,8.25,16.5
"24307",14834,2022-04-13,12,1.25,15
"24308",14834,2022-04-13,6,1.65,9.9
"24309",14834,2022-04-13,3,5.95,17.85
"24310",15147,2022-04-13,12,1.25,15
"24311",15147,2022-04-13,24,0.55,13.2
"24312",15147,2022-04-13,24,0.55,13.2
"24313",15147,2022-04-13,12,1.25,15
"24314",15147,2022-04-13,12,1.25,15
"24315",15147,2022-04-13,12,1.25,15
"24316",15147,2022-04-13,12,2.1,25.2
"24317",15147,2022-04-13,24,0.85,20.4
"24318",15147,2022-04-13,12,1.65,19.8
"24319",15147,2022-04-13,12,1.65,19.8
"24320",15147,2022-04-13,12,1.65,19.8
"24321",15147,2022-04-13,16,1.25,20
"24322",15147,2022-04-13,12,0.85,10.2
"24323",15147,2022-04-13,4,7.95,31.8
"24324",15147,2022-04-13,4,5.95,23.8
"24325",15147,2022-04-13,4,12.75,51
"24326",15147,2022-04-13,2,7.95,15.9
"24327",15147,2022-04-13,4,7.95,31.8
"24328",15147,2022-04-13,12,1.95,23.4
"24329",15147,2022-04-13,16,1.25,20
"24330",15147,2022-04-13,12,0.85,10.2
"24331",15147,2022-04-13,16,1.25,20
"24332",15147,2022-04-13,12,0.85,10.2
"24333",15147,2022-04-13,12,1.65,19.8
"24334",15147,2022-04-13,36,0.65,23.4
"24335",15147,2022-04-13,24,0.55,13.2
"24336",15147,2022-04-13,8,10.95,87.6
"24337",15147,2022-04-13,4,4.95,19.8
"24338",13221,2022-04-13,2,4.25,8.5
"24339",13221,2022-04-13,2,3.75,7.5
"24340",13221,2022-04-13,4,4.95,19.8
"24341",13221,2022-04-13,2,10.75,21.5
"24342",13221,2022-04-13,4,1.45,5.8
"24343",13221,2022-04-13,2,9.95,19.9
"24344",13221,2022-04-13,1,7.95,7.95
"24345",13221,2022-04-13,2,2.95,5.9
"24346",13221,2022-04-13,1,1.45,1.45
"24347",13221,2022-04-13,1,1.45,1.45
"24348",13221,2022-04-13,2,3.75,7.5
"24349",13221,2022-04-13,2,3.75,7.5
"24350",13221,2022-04-13,2,4.95,9.9
"24351",13221,2022-04-13,1,4.95,4.95
"24352",13221,2022-04-13,2,2.95,5.9
"24353",13221,2022-04-13,6,2.1,12.6
"24354",13221,2022-04-13,2,6.75,13.5
"24355",13221,2022-04-13,2,6.75,13.5
"24356",13221,2022-04-13,6,0.83,4.98
"24357",13221,2022-04-13,2,9.95,19.9
"24358",13221,2022-04-13,1,14.95,14.95
"24359",13221,2022-04-13,2,1.95,3.9
"24360",13221,2022-04-13,6,4.95,29.7
"24361",13221,2022-04-13,18,0.39,7.02
"24362",13221,2022-04-13,3,10.75,32.25
"24363",13221,2022-04-13,2,2.55,5.1
"24364",13221,2022-04-13,1,2.55,2.55
"24365",13221,2022-04-13,4,4.95,19.8
"24366",13221,2022-04-13,2,8.5,17
"24367",13221,2022-04-13,2,4.25,8.5
"24368",13221,2022-04-13,2,4.25,8.5
"24369",15813,2022-04-14,6,4.25,25.5
"24370",15813,2022-04-14,6,2.95,17.7
"24371",15813,2022-04-14,2,7.95,15.9
"24372",15813,2022-04-14,2,12.75,25.5
"24373",15813,2022-04-14,2,8.5,17
"24374",15813,2022-04-14,12,2.55,30.6
"24375",15813,2022-04-14,4,3.95,15.8
"24376",15813,2022-04-14,16,10.95,175.2
"24377",15813,2022-04-14,24,2.55,61.2
"24378",15813,2022-04-14,24,2.55,61.2
"24379",15813,2022-04-14,24,2.55,61.2
"24380",15813,2022-04-14,25,0.42,10.5
"24381",15813,2022-04-14,25,0.42,10.5
"24382",15813,2022-04-14,25,0.42,10.5
"24383",15813,2022-04-14,25,0.42,10.5
"24384",15813,2022-04-14,25,0.42,10.5
"24385",15813,2022-04-14,25,0.42,10.5
"24386",15813,2022-04-14,6,2.55,15.3
"24387",15813,2022-04-14,6,2.1,12.6
"24388",15813,2022-04-14,12,1.25,15
"24389",15813,2022-04-14,3,4.95,14.85
"24390",15813,2022-04-14,12,1.95,23.4
"24391",15813,2022-04-14,4,4.25,17
"24392",15813,2022-04-14,8,1.95,15.6
"24393",15813,2022-04-14,4,4.95,19.8
"24394",15813,2022-04-14,10,1.65,16.5
"24395",15813,2022-04-14,2,9.95,19.9
"24396",15813,2022-04-14,6,2.95,17.7
"24397",15813,2022-04-14,24,0.55,13.2
"24398",17058,2022-04-14,2,9.95,19.9
"24399",17058,2022-04-14,4,5.95,23.8
"24400",17058,2022-04-14,3,5.95,17.85
"24401",17058,2022-04-14,3,9.95,29.85
"24402",17058,2022-04-14,3,5.95,17.85
"24403",17058,2022-04-14,8,1.69,13.52
"24404",17058,2022-04-14,12,1.25,15
"24405",17058,2022-04-14,16,0.65,10.4
"24406",17058,2022-04-14,12,1.25,15
"24407",17058,2022-04-14,12,1.65,19.8
"24408",17058,2022-04-14,20,1.25,25
"24409",17058,2022-04-14,10,1.25,12.5
"24410",17058,2022-04-14,10,1.25,12.5
"24411",17058,2022-04-14,10,1.25,12.5
"24412",17058,2022-04-14,10,1.25,12.5
"24413",17058,2022-04-14,10,1.25,12.5
"24414",17058,2022-04-14,3,4.95,14.85
"24415",17058,2022-04-14,4,4.25,17
"24416",17058,2022-04-14,2,12.75,25.5
"24417",17058,2022-04-14,3,5.95,17.85
"24418",17058,2022-04-14,6,6.95,41.7
"24419",17058,2022-04-14,4,4.95,19.8
"24420",17058,2022-04-14,3,5.95,17.85
"24421",17058,2022-04-14,4,4.95,19.8
"24422",17058,2022-04-14,25,0.42,10.5
"24423",17058,2022-04-14,25,0.42,10.5
"24424",17058,2022-04-14,25,0.42,10.5
"24425",17058,2022-04-14,25,0.42,10.5
"24426",17058,2022-04-14,25,0.42,10.5
"24427",17058,2022-04-14,6,2.95,17.7
"24428",17058,2022-04-14,6,2.95,17.7
"24429",17058,2022-04-14,10,1.25,12.5
"24430",17058,2022-04-14,10,1.25,12.5
"24431",17058,2022-04-14,10,1.25,12.5
"24432",17058,2022-04-14,10,1.25,12.5
"24433",17704,2022-04-14,48,0.85,40.8
"24434",17704,2022-04-14,10,1.65,16.5
"24435",17704,2022-04-14,6,2.95,17.7
"24436",17704,2022-04-14,6,2.95,17.7
"24437",17704,2022-04-14,6,2.95,17.7
"24438",17704,2022-04-14,6,2.95,17.7
"24439",17704,2022-04-14,4,4.15,16.6
"24440",17704,2022-04-14,4,4.65,18.6
"24441",17704,2022-04-14,18,2.95,53.1
"24442",17704,2022-04-14,16,4.95,79.2
"24443",17704,2022-04-14,2,9.95,19.9
"24444",17704,2022-04-14,12,0.39,4.68
"24445",17704,2022-04-14,24,0.19,4.56
"24446",17704,2022-04-14,3,5.95,17.85
"24447",17704,2022-04-14,4,3.75,15
"24448",17704,2022-04-14,6,4.95,29.7
"24449",14428,2022-04-14,72,1.06,76.32
"24450",14428,2022-04-14,4,6.95,27.8
"24451",14428,2022-04-14,1,12.75,12.75
"24452",14428,2022-04-14,12,0.85,10.2
"24453",15139,2022-04-14,24,0.39,9.36
"24454",15139,2022-04-14,12,1.95,23.4
"24455",15139,2022-04-14,16,0.79,12.64
"24456",15139,2022-04-14,48,0.19,9.12
"24457",15139,2022-04-14,6,0.39,2.34
"24458",12853,2022-04-14,6,4.95,29.7
"24459",12853,2022-04-14,6,2.95,17.7
"24460",12853,2022-04-14,4,12.75,51
"24461",12853,2022-04-14,12,1.45,17.4
"24462",12853,2022-04-14,24,0.55,13.2
"24463",12853,2022-04-14,12,1.25,15
"24464",12853,2022-04-14,6,2.95,17.7
"24465",12853,2022-04-14,2,5.95,11.9
"24466",12853,2022-04-14,2,5.95,11.9
"24467",12853,2022-04-14,2,5.95,11.9
"24468",12853,2022-04-14,2,8.5,17
"24469",12853,2022-04-14,4,6.75,27
"24470",12853,2022-04-14,2,8.5,17
"24471",12853,2022-04-14,24,1.25,30
"24472",12853,2022-04-14,2,7.95,15.9
"24473",12853,2022-04-14,4,5.95,23.8
"24474",12853,2022-04-14,10,1.95,19.5
"24475",12853,2022-04-14,40,1.25,50
"24476",12853,2022-04-14,12,1.25,15
"24477",12853,2022-04-14,4,3.75,15
"24478",12853,2022-04-14,4,3.75,15
"24479",12853,2022-04-14,4,3.75,15
"24480",15935,2022-04-14,4,3.95,15.8
"24481",15935,2022-04-14,12,0.42,5.04
"24482",15935,2022-04-14,12,0.42,5.04
"24483",15935,2022-04-14,12,0.42,5.04
"24484",15935,2022-04-14,12,0.42,5.04
"24485",15935,2022-04-14,12,0.42,5.04
"24486",15935,2022-04-14,12,0.42,5.04
"24487",15935,2022-04-14,12,1.25,15
"24488",15935,2022-04-14,12,1.25,15
"24489",15935,2022-04-14,2,8.5,17
"24490",15935,2022-04-14,12,1.25,15
"24491",16933,2022-04-14,2,7.95,15.9
"24492",16933,2022-04-14,2,9.95,19.9
"24493",16933,2022-04-14,2,1.25,2.5
"24494",16933,2022-04-14,4,1.25,5
"24495",16933,2022-04-14,3,0.12,0.36
"24496",16933,2022-04-14,3,1.65,4.95
"24497",16933,2022-04-14,6,1.65,9.9
"24498",16933,2022-04-14,4,2.95,11.8
"24499",16933,2022-04-14,3,2.95,8.85
"24500",16933,2022-04-14,3,2.95,8.85
"24501",16933,2022-04-14,11,0.85,9.35
"24502",16933,2022-04-14,12,1.25,15
"24503",16933,2022-04-14,36,0.42,15.12
"24504",16933,2022-04-14,6,1.25,7.5
"24505",16933,2022-04-14,3,1.95,5.85
"24506",16933,2022-04-14,1,0.95,0.95
"24507",16933,2022-04-14,9,2.1,18.9
"24508",16933,2022-04-14,3,3.75,11.25
"24509",16933,2022-04-14,4,7.95,31.8
"24510",16933,2022-04-14,10,2.1,21
"24511",16249,2022-04-14,24,0.55,13.2
"24512",16249,2022-04-14,24,0.55,13.2
"24513",16249,2022-04-14,24,0.55,13.2
"24514",16249,2022-04-14,24,0.55,13.2
"24515",16249,2022-04-14,24,0.55,13.2
"24516",16249,2022-04-14,18,2.95,53.1
"24517",16249,2022-04-14,8,4.95,39.6
"24518",16249,2022-04-14,4,12.75,51
"24519",16249,2022-04-14,8,8.5,68
"24520",16249,2022-04-14,4,12.75,51
"24521",16249,2022-04-14,24,2.1,50.4
"24522",16249,2022-04-14,32,2.1,67.2
"24523",16249,2022-04-14,64,1.25,80
"24524",16249,2022-04-14,32,2.1,67.2
"24525",16249,2022-04-14,5,2.95,14.75
"24526",16249,2022-04-14,5,2.95,14.75
"24527",16249,2022-04-14,12,2.1,25.2
"24528",16249,2022-04-14,48,1.45,69.6
"24529",16249,2022-04-14,16,0.65,10.4
"24530",16249,2022-04-14,6,2.95,17.7
"24531",16249,2022-04-14,3,4.95,14.85
"24532",16249,2022-04-14,32,1.69,54.08
"24533",16957,2022-04-14,12,1.95,23.4
"24534",16957,2022-04-14,12,1.95,23.4
"24535",16957,2022-04-14,12,2.1,25.2
"24536",16957,2022-04-14,12,0.85,10.2
"24537",16957,2022-04-14,12,2.1,25.2
"24538",16957,2022-04-14,12,0.85,10.2
"24539",16957,2022-04-14,6,6.95,41.7
"24540",16957,2022-04-14,6,6.95,41.7
"24541",16957,2022-04-14,4,9.95,39.8
"24542",16957,2022-04-14,4,5.95,23.8
"24543",16957,2022-04-14,12,1.45,17.4
"24544",16957,2022-04-14,4,4.95,19.8
"24545",16520,2022-04-14,1,8.25,8.25
"24546",16520,2022-04-14,1,8.25,8.25
"24547",16520,2022-04-14,4,1.25,5
"24548",16520,2022-04-14,1,9.95,9.95
"24549",16520,2022-04-14,1,10.75,10.75
"24550",16520,2022-04-14,12,0.65,7.8
"24551",16520,2022-04-14,1,4.95,4.95
"24552",16520,2022-04-14,12,2.1,25.2
"24553",16520,2022-04-14,2,2.95,5.9
"24554",16520,2022-04-14,2,2.08,4.16
"24555",16520,2022-04-14,1,1.69,1.69
"24556",16520,2022-04-14,2,2.1,4.2
"24557",16520,2022-04-14,1,2.1,2.1
"24558",16520,2022-04-14,2,2.1,4.2
"24559",16520,2022-04-14,2,2.1,4.2
"24560",16520,2022-04-14,2,2.55,5.1
"24561",16520,2022-04-14,1,9.95,9.95
"24562",16520,2022-04-14,2,1.95,3.9
"24563",16520,2022-04-14,2,2.95,5.9
"24564",16520,2022-04-14,2,2.95,5.9
"24565",16520,2022-04-14,8,0.65,5.2
"24566",16520,2022-04-14,2,1.25,2.5
"24567",16520,2022-04-14,2,1.25,2.5
"24568",16520,2022-04-14,4,2.1,8.4
"24569",16520,2022-04-14,5,1.45,7.25
"24570",16520,2022-04-14,4,0.83,3.32
"24571",16520,2022-04-14,2,2.95,5.9
"24572",16520,2022-04-14,1,5.95,5.95
"24573",16520,2022-04-14,3,2.95,8.85
"24574",16520,2022-04-14,2,2.95,5.9
"24575",16520,2022-04-14,6,0.65,3.9
"24576",16520,2022-04-14,1,3.75,3.75
"24577",16520,2022-04-14,1,3.75,3.75
"24578",16520,2022-04-14,2,1.95,3.9
"24579",16520,2022-04-14,1,2.55,2.55
"24580",16520,2022-04-14,6,0.85,5.1
"24581",16520,2022-04-14,2,4.95,9.9
"24582",16520,2022-04-14,3,1.25,3.75
"24583",16520,2022-04-14,2,2.55,5.1
"24584",16520,2022-04-14,2,1.25,2.5
"24585",16520,2022-04-14,1,2.95,2.95
"24586",16520,2022-04-14,1,2.95,2.95
"24587",16520,2022-04-14,2,2.95,5.9
"24588",16520,2022-04-14,3,2.08,6.24
"24589",16520,2022-04-14,4,1.65,6.6
"24590",16520,2022-04-14,2,1.65,3.3
"24591",16520,2022-04-14,2,1.65,3.3
"24592",16520,2022-04-14,2,1.65,3.3
"24593",16520,2022-04-14,3,1.65,4.95
"24594",16520,2022-04-14,1,2.08,2.08
"24595",16520,2022-04-14,1,2.08,2.08
"24596",16520,2022-04-14,1,2.08,2.08
"24597",16520,2022-04-14,2,2.08,4.16
"24598",16520,2022-04-14,1,9.95,9.95
"24599",16882,2022-04-14,4,2.95,11.8
"24600",16882,2022-04-14,1,4.95,4.95
"24601",16882,2022-04-14,1,1.45,1.45
"24602",16882,2022-04-14,25,0.42,10.5
"24603",16882,2022-04-14,2,7.95,15.9
"24604",16882,2022-04-14,2,7.95,15.9
"24605",16882,2022-04-14,1,7.95,7.95
"24606",16882,2022-04-14,25,0.42,10.5
"24607",16882,2022-04-14,6,2.55,15.3
"24608",16882,2022-04-14,12,2.95,35.4
"24609",16882,2022-04-14,12,2.95,35.4
"24610",16882,2022-04-14,4,4.95,19.8
"24611",16882,2022-04-14,1,3.95,3.95
"24612",16882,2022-04-14,4,4.25,17
"24613",15230,2022-04-14,12,4.95,59.4
"24614",17362,2022-04-14,5,1.45,7.25
"24615",17362,2022-04-14,5,1.45,7.25
"24616",17362,2022-04-14,4,0.85,3.4
"24617",17362,2022-04-14,4,0.85,3.4
"24618",17362,2022-04-14,12,0.65,7.8
"24619",17362,2022-04-14,4,2.55,10.2
"24620",17362,2022-04-14,4,2.55,10.2
"24621",17362,2022-04-14,4,2.55,10.2
"24622",17362,2022-04-14,1,4.95,4.95
"24623",17362,2022-04-14,1,2.1,2.1
"24624",17362,2022-04-14,3,0.85,2.55
"24625",17362,2022-04-14,2,1.65,3.3
"24626",17362,2022-04-14,2,1.45,2.9
"24627",17362,2022-04-14,6,0.85,5.1
"24628",17362,2022-04-14,16,0.42,6.72
"24629",17362,2022-04-14,1,2.55,2.55
"24630",17362,2022-04-14,2,2.95,5.9
"24631",17362,2022-04-14,10,0.85,8.5
"24632",17362,2022-04-14,10,0.5,5
"24633",17362,2022-04-14,10,0.85,8.5
"24634",17362,2022-04-14,3,0.42,1.26
"24635",17362,2022-04-14,5,1.45,7.25
"24636",17362,2022-04-14,1,35.95,35.95
"24637",14198,2022-04-14,4,3.75,15
"24638",14198,2022-04-14,2,7.95,15.9
"24639",14198,2022-04-14,6,4.25,25.5
"24640",14198,2022-04-14,4,4.95,19.8
"24641",14198,2022-04-14,25,0.42,10.5
"24642",14198,2022-04-14,2,7.95,15.9
"24643",14198,2022-04-14,12,0.85,10.2
"24644",14198,2022-04-14,25,0.42,10.5
"24645",14198,2022-04-14,12,1.25,15
"24646",14198,2022-04-14,3,4.95,14.85
"24647",14198,2022-04-14,6,2.55,15.3
"24648",14198,2022-04-14,3,4.95,14.85
"24649",13989,2022-04-14,4,5.95,23.8
"24650",13989,2022-04-14,4,3.95,15.8
"24651",13989,2022-04-14,4,3.95,15.8
"24652",13989,2022-04-14,2,12.75,25.5
"24653",13989,2022-04-14,12,1.25,15
"24654",13989,2022-04-14,6,2.55,15.3
"24655",13989,2022-04-14,144,0.55,79.2
"24656",13989,2022-04-14,144,0.64,92.16
"24657",13989,2022-04-14,48,1.45,69.6
"24658",13989,2022-04-14,3,4.95,14.85
"24659",13989,2022-04-14,96,1.06,101.76
"24660",13989,2022-04-14,100,1.45,145
"24661",13989,2022-04-14,24,0.55,13.2
"24662",13989,2022-04-14,24,0.55,13.2
"24663",13989,2022-04-14,12,1.25,15
"24664",13989,2022-04-14,12,1.25,15
"24665",13989,2022-04-14,2,10.95,21.9
"24666",13989,2022-04-14,6,2.55,15.3
"24667",13989,2022-04-14,6,2.55,15.3
"24668",13989,2022-04-14,100,0.72,72
"24669",13989,2022-04-14,100,0.72,72
"24670",13989,2022-04-14,12,1.25,15
"24671",13989,2022-04-14,4,3.75,15
"24672",17930,2022-04-14,40,2.55,102
"24673",17930,2022-04-14,12,1.25,15
"24674",17930,2022-04-14,24,0.42,10.08
"24675",17930,2022-04-14,48,2.1,100.8
"24676",17930,2022-04-14,48,3.39,162.72
"24677",14154,2022-04-14,8,3.75,30
"24678",14154,2022-04-14,8,3.75,30
"24679",14154,2022-04-14,8,3.75,30
"24680",14154,2022-04-14,6,1.95,11.7
"24681",14154,2022-04-14,12,1.45,17.4
"24682",14154,2022-04-14,6,2.95,17.7
"24683",14154,2022-04-14,6,2.95,17.7
"24684",14154,2022-04-14,4,12.75,51
"24685",14154,2022-04-14,6,2.1,12.6
"24686",14154,2022-04-14,6,2.1,12.6
"24687",14154,2022-04-14,2,8.5,17
"24688",14154,2022-04-14,4,6.75,27
"24689",14154,2022-04-14,2,8.5,17
"24690",14154,2022-04-14,2,9.95,19.9
"24691",14154,2022-04-14,2,9.95,19.9
"24692",14154,2022-04-14,2,9.95,19.9
"24693",14154,2022-04-14,8,2.95,23.6
"24694",14154,2022-04-14,16,1.69,27.04
"24695",14154,2022-04-14,6,2.95,17.7
"24696",14154,2022-04-14,24,0.55,13.2
"24697",14154,2022-04-14,24,0.55,13.2
"24698",14154,2022-04-14,4,3.75,15
"24699",14154,2022-04-14,4,3.75,15
"24700",14154,2022-04-14,4,3.75,15
"24701",14154,2022-04-14,4,3.75,15
"24702",14154,2022-04-14,4,3.75,15
"24703",14154,2022-04-14,4,3.75,15
"24704",14154,2022-04-14,12,1.65,19.8
"24705",14154,2022-04-14,12,1.65,19.8
"24706",14154,2022-04-14,1,195,195
"24707",14154,2022-04-14,6,1.95,11.7
"24708",14154,2022-04-14,6,1.95,11.7
"24709",14154,2022-04-14,6,1.95,11.7
"24710",14154,2022-04-14,6,14.95,89.7
"24711",14154,2022-04-14,6,14.95,89.7
"24712",14154,2022-04-14,6,14.95,89.7
"24713",14154,2022-04-14,2,9.95,19.9
"24714",14154,2022-04-14,4,8.5,34
"24715",14154,2022-04-14,12,1.95,23.4
"24716",14154,2022-04-14,12,1.25,15
"24717",14154,2022-04-14,8,2.55,20.4
"24718",14154,2022-04-14,8,2.55,20.4
"24719",14154,2022-04-14,12,1.25,15
"24720",14154,2022-04-14,6,2.1,12.6
"24721",14154,2022-04-14,24,0.42,10.08
"24722",14154,2022-04-14,25,0.42,10.5
"24723",14154,2022-04-14,25,0.42,10.5
"24724",14154,2022-04-14,25,0.42,10.5
"24725",14154,2022-04-14,25,0.42,10.5
"24726",14154,2022-04-14,6,4.25,25.5
"24727",14154,2022-04-14,12,1.45,17.4
"24728",14154,2022-04-14,12,1.25,15
"24729",13590,2022-04-14,144,0.79,113.76
"24730",13590,2022-04-14,144,0.64,92.16
"24731",13590,2022-04-14,10,1.65,16.5
"24732",13590,2022-04-14,10,1.65,16.5
"24733",13590,2022-04-14,10,1.65,16.5
"24734",13590,2022-04-14,10,1.65,16.5
"24735",13590,2022-04-14,5,2.95,14.75
"24736",13590,2022-04-14,5,2.95,14.75
"24737",14206,2022-04-14,12,1.95,23.4
"24738",14206,2022-04-14,12,1.25,15
"24739",14206,2022-04-14,12,1.25,15
"24740",14206,2022-04-14,12,1.25,15
"24741",14206,2022-04-14,24,0.42,10.08
"24742",14206,2022-04-14,12,0.85,10.2
"24743",14206,2022-04-14,24,0.42,10.08
"24744",14206,2022-04-14,24,1.25,30
"24745",14206,2022-04-14,24,0.85,20.4
"24746",14206,2022-04-14,6,1.95,11.7
"24747",14206,2022-04-14,12,1.95,23.4
"24748",14206,2022-04-14,6,1.95,11.7
"24749",14206,2022-04-14,12,0.85,10.2
"24750",14206,2022-04-14,12,0.85,10.2
"24751",14206,2022-04-14,12,0.85,10.2
"24752",14206,2022-04-14,12,0.85,10.2
"24753",14206,2022-04-14,10,1.25,12.5
"24754",14206,2022-04-14,12,1.95,23.4
"24755",14206,2022-04-14,2,12.75,25.5
"24756",14206,2022-04-14,24,1.25,30
"24757",14482,2022-04-14,1,1.65,1.65
"24758",14482,2022-04-14,1,1.65,1.65
"24759",14482,2022-04-14,1,1.45,1.45
"24760",14482,2022-04-14,1,4.95,4.95
"24761",14482,2022-04-14,1,1.95,1.95
"24762",14482,2022-04-14,1,7.95,7.95
"24763",14482,2022-04-14,2,2.08,4.16
"24764",14482,2022-04-14,8,2.08,16.64
"24765",14482,2022-04-14,20,2.08,41.6
"24766",14482,2022-04-14,10,2.08,20.8
"24767",14482,2022-04-14,10,2.08,20.8
"24768",14482,2022-04-14,10,2.08,20.8
"24769",14482,2022-04-14,20,2.08,41.6
"24770",14482,2022-04-14,20,2.08,41.6
"24771",14482,2022-04-14,5,2.1,10.5
"24772",15235,2022-04-14,12,2.55,30.6
"24773",15235,2022-04-14,12,0.85,10.2
"24774",15235,2022-04-14,12,0.85,10.2
"24775",15235,2022-04-14,6,4.25,25.5
"24776",15235,2022-04-14,1,16.95,16.95
"24777",15235,2022-04-14,1,16.95,16.95
"24778",15235,2022-04-14,24,1.25,30
"24779",15235,2022-04-14,8,2.95,23.6
"24780",15235,2022-04-14,6,3.75,22.5
"24781",14105,2022-04-14,2,12.75,25.5
"24782",14105,2022-04-14,6,2.95,17.7
"24783",14105,2022-04-14,6,2.95,17.7
"24784",14105,2022-04-14,6,2.95,17.7
"24785",14105,2022-04-14,24,1.69,40.56
"24786",14105,2022-04-14,9,5.95,53.55
"24787",14105,2022-04-14,3,5.95,17.85
"24788",14105,2022-04-14,3,9.95,29.85
"24789",14105,2022-04-14,32,0.42,13.44
"24790",14105,2022-04-14,8,4.95,39.6
"24791",14105,2022-04-14,2,12.75,25.5
"24792",14105,2022-04-14,3,6.95,20.85
"24793",14105,2022-04-14,3,5.95,17.85
"24794",14105,2022-04-14,6,2.55,15.3
"24795",14105,2022-04-14,24,0.42,10.08
"24796",14105,2022-04-14,2,8.5,17
"24797",14105,2022-04-14,2,8.5,17
"24798",14105,2022-04-14,2,8.5,17
"24799",14105,2022-04-14,4,3.95,15.8
"24800",14105,2022-04-14,6,1.25,7.5
"24801",14105,2022-04-14,6,4.25,25.5
"24802",14105,2022-04-14,12,0.85,10.2
"24803",14105,2022-04-14,12,0.85,10.2
"24804",14105,2022-04-14,12,1.65,19.8
"24805",14105,2022-04-14,12,0.85,10.2
"24806",14105,2022-04-14,24,0.29,6.96
"24807",14105,2022-04-14,25,0.42,10.5
"24808",14105,2022-04-14,25,0.42,10.5
"24809",14105,2022-04-14,25,0.42,10.5
"24810",14105,2022-04-14,25,0.42,10.5
"24811",14105,2022-04-14,12,0.42,5.04
"24812",14105,2022-04-14,12,1.65,19.8
"24813",14105,2022-04-14,6,2.55,15.3
"24814",14105,2022-04-14,6,1.25,7.5
"24815",14105,2022-04-14,12,1.65,19.8
"24816",14105,2022-04-14,2,7.95,15.9
"24817",14105,2022-04-14,6,2.1,12.6
"24818",14105,2022-04-14,24,0.55,13.2
"24819",14105,2022-04-14,12,1.45,17.4
"24820",14105,2022-04-14,24,0.55,13.2
"24821",14105,2022-04-14,12,1.45,17.4
"24822",14105,2022-04-14,24,0.55,13.2
"24823",14105,2022-04-14,6,2.95,17.7
"24824",14105,2022-04-14,12,1.25,15
"24825",14105,2022-04-14,12,1.25,15
"24826",14105,2022-04-14,6,2.55,15.3
"24827",14105,2022-04-14,6,2.55,15.3
"24828",14105,2022-04-14,6,2.55,15.3
"24829",14105,2022-04-14,6,2.95,17.7
"24830",14105,2022-04-14,2,7.95,15.9
"24831",14105,2022-04-14,25,0.42,10.5
"24832",14105,2022-04-14,12,0.42,5.04
"24833",14105,2022-04-14,12,0.42,5.04
"24834",14105,2022-04-14,12,0.42,5.04
"24835",14105,2022-04-14,12,0.42,5.04
"24836",14105,2022-04-14,12,0.42,5.04
"24837",14105,2022-04-14,6,4.25,25.5
"24838",14105,2022-04-14,6,4.25,25.5
"24839",14105,2022-04-14,6,4.25,25.5
"24840",14105,2022-04-14,12,3.75,45
"24841",14105,2022-04-14,12,3.75,45
"24842",14105,2022-04-14,6,1.65,9.9
"24843",14105,2022-04-14,6,1.65,9.9
"24844",14105,2022-04-14,12,1.65,19.8
"24845",14105,2022-04-14,12,1.95,23.4
"24846",14105,2022-04-14,4,3.75,15
"24847",14105,2022-04-14,4,3.75,15
"24848",14105,2022-04-14,24,0.55,13.2
"24849",14105,2022-04-14,24,0.55,13.2
"24850",14105,2022-04-14,12,1.45,17.4
"24851",14105,2022-04-14,12,1.45,17.4
"24852",14105,2022-04-14,6,3.25,19.5
"24853",14105,2022-04-14,6,2.55,15.3
"24854",14105,2022-04-14,6,2.55,15.3
"24855",17601,2022-04-14,24,1.25,30
"24856",17601,2022-04-14,36,0.21,7.56
"24857",17601,2022-04-14,1,2.1,2.1
"24858",17601,2022-04-14,6,1.25,7.5
"24859",17601,2022-04-14,6,1.65,9.9
"24860",17601,2022-04-14,7,2.1,14.7
"24861",17601,2022-04-14,12,1.45,17.4
"24862",17601,2022-04-14,9,2.55,22.95
"24863",17601,2022-04-14,2,1.95,3.9
"24864",17142,2022-04-14,3,11.95,35.85
"24865",17142,2022-04-14,3,12.75,38.25
"24866",17142,2022-04-14,2,8.25,16.5
