"","ID","Delivery_person_ID","Delivery_person_Age","Delivery_person_Ratings","Restaurant_latitude","Restaurant_longitude","Delivery_location_latitude","Delivery_location_longitude","Order_Date","Time_Orderd","Time_Order_picked","Weather","Road_traffic_density","Vehicle_condition","Type_of_order","Type_of_vehicle","multiple_deliveries","Festival","City"
"3208",10977,"MYSRES19DEL03",21,4.6,12.334022,76.618203,12.424022,76.708203,"2/4/2022","20:50","21:05","Soleggiato","Jam",1,"Drinks","Scooter",1,1,"Metro"
"3209",4335,"JAPRES20DEL01",27,4.4,26.956431,75.776649,27.026431,75.846649,"2/3/2022","20:40","20:55","Temporale","Jam",0,"Meal","Scooter",1,1,"Metro"
"3210",19553,"VADRES20DEL03",35,4.3,22.311358,73.164798,22.371358,73.224798,"3/3/2022","0.75","18:10","Temporale","Medium",2,"Drinks",NA,1,1,"Metro"
"3211",45351,"INDORES08DEL01",27,4.7,22.725748,75.898497,22.765747,75.938497,"17-03-2022","14:30","14:40","Tempesta di sabbia","High",0,"Snack","Scooter",1,1,NA
"3212",8567,"HYDRES19DEL02",35,4.9,17.458998,78.500366,17.508998,78.550366,"11/3/2022","22:35","22:45","Soleggiato","Low",2,"Snack","Scooter",1,1,"Metro"
"3213",13957,"MYSRES06DEL01",37,4.9,12.323994,76.626167,12.393994,76.696167,"6/4/2022","19:20","19:30","Soleggiato","Jam",0,"Drinks","Scooter",1,1,"Metro"
"3214",41836,"BANGRES04DEL03",29,4.7,12.98041,77.640489,13.04041,77.700489,"3/3/2022","21:50","0.916666667","Soleggiato","Jam",2,"Meal",NA,1,1,NA
"3215",53651,"KOCRES04DEL01",31,4.4,9.966783,76.242981,10.036783,76.312981,"12/2/2022","18:40","18:45","Nuvoloso","Medium",1,"Snack","Scooter",0,1,"Metro"
"3216",1430,"BANGRES04DEL01",NA,NA,-12.98041,77.640489,13.09041,77.750489,"27-03-2022","NaN","19:45","Temporale","Jam",1,"Buffet","Scooter",NA,1,"Metro"
"3217",30875,"RANCHIRES15DEL01",38,4.7,23.369746,85.33982,23.379746,85.34982,"13-03-2022","0.416666667","10:10",NA,"Low",2,"Buffet","Motorcycle",1,1,"Metro"
"3218",24389,"SURRES20DEL02",26,4.5,21.15276,72.778059,21.23276,72.858059,"31-03-2022","23:45","23:55","Nuvoloso","Low",0,"Buffet","Scooter",0,1,"Metro"
"3219",38671,"COIMBRES01DEL01",22,4.5,11.016298,76.972076,11.086298,77.042076,"4/4/2022","18:30","18:40","Temporale","Medium",1,"Buffet","Scooter",1,1,"Metro"
"3220",16230,"PUNERES20DEL01",24,4.8,18.592718,73.773572,18.602718,73.783572,"5/3/2022","8:45","0.375","Soleggiato","Low",2,"Buffet",NA,1,1,NA
"3221",43194,"SURRES11DEL03",34,4.4,21.157735,72.768778,21.187735,72.798778,"15-03-2022","20:45","20:50","Temporale","Jam",0,"Snack","Scooter",1,2,"Metro"
"3222",40552,"VADRES03DEL01",26,4.8,22.32,73.17,22.39,73.24,"29-03-2022","19:50","19:55","Tempesta di sabbia","Jam",1,"Snack","Scooter",1,1,"Metro"
"3223",16325,"MYSRES16DEL03",34,4.7,12.316967,76.603067,12.346967,76.633067,"9/3/2022","21:35","21:40","Soleggiato","Jam",1,"Drinks",NA,0,1,NA
"3224",15499,"RANCHIRES01DEL01",32,4.5,23.416792,85.316842,23.526792,85.426842,"18-03-2022","17:15","17:20","Nuvoloso","Medium",0,"Drinks","Scooter",NA,1,NA
"3225",14243,"VADRES010DEL01",22,5,22.310329,73.169083,22.420329,73.279083,"16-03-2022","18:30","18:40","Nuvoloso","Medium",2,"Snack",NA,1,1,"Metro"
"3226",21550,"SURRES010DEL01",24,4.7,21.17106,72.789292,21.28106,72.899292,"12/3/2022","20:55","21:10","Tempesta di sabbia","Jam",0,"Snack","Scooter",1,1,"Metro"
"3227",57501,"DEHRES20DEL03",24,4.6,0,0,0.09,0.09,"12/2/2022","19:35","19:40","Soleggiato","Jam",0,"Meal","Scooter",1,1,"Metro"
"3228",28051,"INDORES09DEL01",24,4.8,22.725835,75.887648,22.735835,75.897648,"1/3/2022","11:35","11:40","Nebbia","High",1,"Snack","Scooter",1,1,"Metro"
"3229",28438,"MUMRES06DEL03",33,4.8,19.055831,72.833984,19.085831,72.863984,"26-03-2022","19:20","19:25","Temporale","Jam",1,"Meal","Scooter",1,1,"Metro"
"3230",46184,"VADRES11DEL01",38,3.6,22.308096,73.167753,22.418096,73.277753,"6/4/2022","19:15","19:20","Temporale","Jam",1,"Buffet",NA,1,1,NA
"3231",27566,"INDORES13DEL03",25,4.7,22.745049,75.892471,22.775049,75.922471,"15-03-2022","22:55","23:05","Nuvoloso","Low",1,"Drinks","Scooter",0,1,NA
"3232",50566,"DEHRES09DEL02",22,4.8,30.332735,78.054222,30.382735,78.104222,"11/2/2022","20:40","20:50","Nuvoloso","Jam",1,"Snack","Scooter",1,1,NA
"3233",55715,"AURGRES06DEL01",39,4.9,19.874449,75.360232,19.914449,75.400232,"13-02-2022","13:30","13:35","Temporale","High",1,"Drinks","Scooter",1,1,"Metro"
"3234",31088,"RANCHIRES11DEL02",32,4.7,23.359194,85.325447,23.439194,85.405447,"8/3/2022","19:40","19:55","Nebbia","Jam",2,"Buffet",NA,1,1,"Metro"
"3235",45526,"MUMRES12DEL01",32,4.6,19.207222,72.972281,19.317222,73.082281,"10/3/2022","0.916666667","22:05","Soleggiato","Jam",0,"Snack","Scooter",0,1,"Metro"
"3236",24900,"PUNERES11DEL02",33,4.9,18.533811,73.899315,18.553811,73.919315,"9/3/2022","11:45","11:55","Temporale","High",2,"Snack","Scooter",1,1,"Metro"
"3237",24615,"PUNERES06DEL01",28,4.8,18.546258,73.904337,18.556258,73.914337,"26-03-2022","9:30","9:40","Tempesta di sabbia","Low",2,"Buffet","Scooter",0,1,"Metro"
"3238",32395,"BANGRES14DEL03",33,5,12.949934,77.699386,12.979934,77.729386,"13-03-2022","18:55","19:05","Soleggiato","Medium",2,"Snack",NA,1,1,"Metro"
"3239",35967,"RANCHIRES06DEL01",32,4.7,23.357804,85.325146,23.367804,85.335146,"1/4/2022","9:10","9:20","Temporale","Low",2,"Drinks","Scooter",1,1,"Metro"
"3240",3324,"SURRES07DEL03",NA,NA,21.170798,72.790489,21.200798,72.820489,"19-03-2022","21:10","21:15","Tempesta di sabbia","Jam",0,"Snack","Scooter",1,1,"Metro"
"3241",57844,"KNPRES06DEL01",24,4.9,0,0,0.07,0.07,"18-02-2022","0.75","18:05",NA,"Medium",2,"Meal","Motorcycle",1,1,"Metro"
"3242",17889,"BANGRES18DEL02",22,4.5,12.913041,77.683237,12.963041,77.733237,"3/4/2022","22:25","22:30","Tempesta di sabbia","Low",1,"Drinks","Scooter",0,1,NA
"3243",19111,"PUNERES12DEL02",20,4.2,18.520016,73.830547,18.600016,73.910547,"4/4/2022","19:10","19:20","Nebbia","Jam",1,"Drinks",NA,1,1,"Metro"
"3244",45332,"BANGRES18DEL01",22,4.6,12.913041,77.683237,12.983041,77.753237,"20-03-2022","18:20","18:35","Soleggiato","Medium",0,"Buffet","Scooter",0,1,"Metro"
"3245",21630,"VADRES09DEL03",29,4.6,0,0,0.03,0.03,"7/3/2022","21:20","21:25","Nuvoloso","Jam",2,"Drinks","Motorcycle",1,1,"Metro"
"3246",37707,"BANGRES03DEL02",29,4.8,12.979166,77.640709,12.999166,77.660709,"3/3/2022","8:55","9:05","Temporale","Low",2,"Snack","Scooter",1,1,"Metro"
"3247",17849,"MUMRES010DEL03",20,5,19.003517,72.82765,19.093517,72.91765,"2/4/2022","17:45","0.75","Nuvoloso","Medium",1,"Buffet","Scooter",1,1,"Metro"
"3248",13915,"INDORES11DEL02",35,4.6,22.751234,75.88949,22.881234,76.01949,"2/3/2022","23:50","24:05:00","Nuvoloso","Low",1,"Snack","Scooter",1,1,"Metro"
"3249",1585,"INDORES01DEL03",NA,NA,-22.695207,75.866059,22.725207,75.896059,"19-03-2022","NaN","20:50","Tempesta di sabbia","Jam",2,"Meal","Motorcycle",1,1,"Metro"
"3250",53397,"LUDHRES14DEL01",33,4.6,30.892978,75.821847,30.932978,75.861847,"15-02-2022","13:50","0.583333333",NA,"High",2,"Snack","Scooter",0,1,"Metro"
"3251",1896,"MUMRES13DEL02",NA,NA,19.178321,72.834715,19.308321,72.964715,"29-03-2022","21:30","21:45","Nebbia","Jam",2,"Buffet",NA,1,1,"Metro"
"3252",8568,"MUMRES04DEL03",21,4.7,19.254567,72.848923,19.314567,72.908923,"3/3/2022","20:30","20:40","Tempesta di sabbia","Jam",0,"Drinks","Scooter",NA,1,"Metro"
"3253",3949,"SURRES010DEL01",37,4.6,21.17106,72.789292,21.24106,72.859292,"31-03-2022","23:10","23:15","Temporale","Low",2,"Buffet","Motorcycle",1,1,"Metro"
"3254",56844,"GOARES01DEL02",27,4.8,15.576683,73.75575,15.656683,73.83575,"18-02-2022","23:45","1",NA,"Low",1,"Snack","Scooter",0,1,NA
"3255",30494,"COIMBRES14DEL02",23,4.8,11.003681,76.975525,11.083681,77.055525,"6/3/2022","21:10","21:25",NA,"Jam",0,"Drinks","Scooter",1,1,"Metro"
"3256",4502,"HYDRES010DEL02",26,4.6,17.428294,78.404423,17.508294,78.484423,"4/3/2022","22:20","22:30","Soleggiato","Low",2,"Drinks",NA,1,1,"Metro"
"3257",9870,"VADRES17DEL02",39,4.8,0,0,0.08,0.08,"29-03-2022","0.75","18:15",NA,"Medium",2,"Buffet",NA,1,1,"Metro"
"3258",38824,"SURRES03DEL01",30,4.9,21.186884,72.793616,21.296884,72.903616,"14-03-2022","19:10","19:25",NA,"Jam",0,"Drinks","Scooter",3,1,"Metro"
"3259",33218,"INDORES07DEL02",24,4.8,22.722634,75.886959,22.742634,75.906959,"3/3/2022","11:55","12:05","Temporale","High",1,"Drinks","Scooter",1,1,"Metro"
"3260",33630,"COIMBRES010DEL02",24,4.9,11.003008,76.97544,11.083009,77.05544,"2/4/2022","22:20","22:35",NA,"Low",1,"Drinks","Scooter",1,1,"Metro"
"3261",27674,"MUMRES04DEL01",25,5,19.254567,72.848923,19.324567,72.918923,"14-03-2022","19:40","19:50",NA,"Jam",0,"Snack","Scooter",1,1,"Metro"
"3262",3616,"MYSRES08DEL03",26,4.6,12.297954,76.665169,12.327954,76.695169,"7/3/2022","21:20","21:25",NA,"Jam",2,"Drinks",NA,0,1,"Metro"
"3263",51304,"AGRRES11DEL02",35,4.4,27.163303,78.057044,27.243303,78.137044,"18-02-2022","21:50","22:05","Nebbia","Jam",1,"Drinks",NA,1,1,NA
"3264",38791,"VADRES010DEL01",30,4.1,22.310329,73.169083,22.420329,73.279083,"20-03-2022","18:15","18:30","Nuvoloso","Medium",2,"Buffet","Scooter",1,1,"Metro"
"3265",30578,"BANGRES19DEL01",38,4.3,12.914264,77.6784,12.924264,77.6884,"26-03-2022","8:15","8:25","Tempesta di sabbia","Low",0,"Buffet","Scooter",1,1,"Metro"
"3266",4095,"PUNERES04DEL01",37,4.3,18.51421,73.838429,18.62421,73.948429,"16-03-2022","0.833333333","20:10","Nuvoloso","Jam",1,"Meal","Scooter",0,1,"Metro"
"3267",22239,"VADRES14DEL02",36,5,22.311603,73.165012,22.331603,73.185012,"1/4/2022","11:15","11:30","Nebbia","High",1,"Drinks","Scooter",1,1,"Metro"
"3268",9675,"JAPRES04DEL03",31,4.9,26.902328,75.794257,26.932328,75.824257,"15-03-2022","18:25","18:30","Nebbia","Medium",2,"Buffet","Scooter",0,1,"Metro"
"3269",33564,"COIMBRES08DEL03",39,4.9,11.001852,76.976268,11.061852,77.036268,"21-03-2022","22:10","22:20","Nebbia","Low",0,"Snack","Scooter",1,1,"Metro"
"3270",23902,"VADRES01DEL01",23,4.3,22.307898,73.167788,22.377898,73.237788,"29-03-2022","20:55","21:05","Nebbia","Jam",1,"Buffet",NA,0,1,"Metro"
"3271",31406,"PUNERES08DEL02",32,4.1,18.53408,73.89852,18.58408,73.94852,"9/3/2022","23:55","1",NA,"Low",0,"Meal","Scooter",1,1,"Metro"
"3272",14660,"PUNERES11DEL02",27,4.4,18.533811,73.899315,18.553811,73.919315,"28-03-2022","10:30","10:45","Tempesta di sabbia","Low",0,"Buffet","Scooter",1,1,"Metro"
"3273",38482,"COIMBRES12DEL01",38,4.6,11.000762,76.981876,11.070762,77.051876,"4/3/2022","23:45","23:50","Tempesta di sabbia","Low",1,"Snack","Scooter",0,1,"Metro"
"3274",47729,"HYDRES09DEL03",24,4.4,17.431668,78.408321,17.491668,78.468321,"26-03-2022","21:30","21:45",NA,"Jam",0,"Buffet","Scooter",1,1,"Metro"
"3275",3960,"VADRES05DEL03",35,4.5,22.310526,73.170937,22.340526,73.200937,"17-03-2022","23:40","23:55","Nebbia","Low",0,"Snack","Scooter",0,1,"Metro"
"3276",26580,"MUMRES13DEL03",36,4.7,19.178321,72.834715,19.268321,72.924715,"10/3/2022","17:10","17:20",NA,"Medium",1,"Drinks",NA,0,1,NA
"3277",30719,"JAPRES02DEL01",25,5,26.914142,75.805704,26.984142,75.875704,"2/4/2022","20:15","20:30","Tempesta di sabbia","Jam",0,"Snack","Scooter",1,1,NA
"3278",9492,"SURRES06DEL02",27,4.6,21.185047,72.80859,21.315047,72.93859,"4/3/2022","17:30","17:40","Nebbia","Medium",2,"Buffet",NA,1,1,"Metro"
"3279",6989,"MYSRES17DEL01",NA,NA,12.326356,76.619103,12.336356,76.629103,"1/3/2022","NaN","9:05",NA,NA,3,"Snack",NA,NA,1,NA
"3280",3899,"PUNERES04DEL02",35,4.3,18.51421,73.838429,18.59421,73.918429,"2/3/2022","18:45","18:50","Soleggiato","Medium",0,"Drinks","Scooter",1,1,"Metro"
"3281",10284,"JAPRES07DEL01",36,4.2,26.766536,75.837333,26.776536,75.847333,"1/3/2022","11:55","12:10","Temporale","High",0,"Meal","Scooter",3,2,"Metro"
"3282",33315,"VADRES07DEL03",35,4.5,0,0,0.03,0.03,"26-03-2022","22:35","22:40",NA,"Low",2,"Snack","Motorcycle",0,1,"Metro"
"3283",31578,"JAPRES12DEL03",24,4.5,26.902908,75.792934,27.042908,75.932934,"18-03-2022","20:25","20:35","Temporale","Jam",2,"Drinks","Scooter",1,1,"Metro"
"3284",57141,"LUDHRES01DEL01",29,4.6,30.873988,75.842739,30.943988,75.912739,"18-02-2022","17:50","18:05",NA,"Medium",2,"Drinks","Scooter",0,1,"Metro"
"3285",10452,"INDORES02DEL02",28,4.6,22.651847,75.881991,22.731847,75.961991,"16-03-2022","19:15","19:30","Tempesta di sabbia","Jam",2,"Meal","Scooter",1,1,"Metro"
"3286",12933,"BANGRES11DEL03",31,4.8,12.934365,77.616155,13.024365,77.706155,"16-03-2022","23:10","23:20",NA,"Low",1,"Meal","Scooter",0,1,NA
"3287",44120,"VADRES20DEL02",36,4.9,22.311358,73.164798,22.361358,73.214798,"13-03-2022","20:50","20:55",NA,"Jam",1,"Drinks",NA,1,1,"Metro"
"3288",12500,"JAPRES03DEL02",27,4.9,26.913483,75.803139,26.933483,75.823139,"26-03-2022","8:10","8:25","Temporale","Low",2,"Meal","Scooter",0,1,"Metro"
"3289",29922,"COIMBRES16DEL01",36,4.6,11.010375,76.95295,11.050375,76.99295,"19-03-2022","15:30","15:35",NA,"Medium",0,"Meal","Scooter",1,1,"Metro"
"3290",46284,"RANCHIRES14DEL02",31,4.3,0,0,0.02,0.02,"19-03-2022","9:15","9:30","Temporale","Low",0,"Snack","Scooter",1,1,"Metro"
"3291",33435,"CHENRES20DEL03",35,4.7,12.975996,80.221898,13.065996,80.311898,"25-03-2022","17:20","17:25",NA,"Medium",2,"Snack",NA,1,1,NA
"3292",33336,"SURRES010DEL01",27,4.9,21.17106,72.789292,21.18106,72.799292,"3/3/2022","8:30","8:40","Nuvoloso","Low",2,"Meal","Motorcycle",0,1,NA
"3293",46078,"INDORES17DEL01",24,4.7,22.761226,75.887522,22.801226,75.927522,"13-03-2022","14:45","14:50","Temporale","High",0,"Meal","Scooter",1,1,"Metro"
"3294",28587,"PUNERES06DEL03",24,4.9,18.546258,73.904337,18.606258,73.964337,"30-03-2022","22:20","22:25",NA,"Low",2,"Drinks",NA,0,1,NA
"3295",28844,"SURRES01DEL03",21,4.8,21.186438,72.794115,21.276438,72.884115,"10/3/2022","21:15","21:20",NA,"Jam",1,"Drinks",NA,1,1,"Metro"
"3296",48763,"SURRES02DEL03",39,4.1,21.186608,72.794136,21.216608,72.824136,"13-03-2022","20:20","20:35","Nuvoloso","Jam",2,"Drinks",NA,1,1,"Metro"
"3297",5836,"INDORES16DEL03",NA,NA,22.744648,75.894377,22.834648,75.984377,"29-03-2022","23:45","23:55","Temporale","Low",0,"Meal","Scooter",1,1,"Metro"
"3298",20913,"COIMBRES13DEL02",25,4.5,11.003669,76.976494,11.023669,76.996494,"26-03-2022","11:35","11:50","Soleggiato","High",2,"Drinks","Motorcycle",0,1,NA
"3299",43475,"RANCHIRES07DEL01",20,4,23.359407,85.325055,23.469407,85.435055,"31-03-2022","19:25","19:40","Nebbia","Jam",1,"Meal",NA,0,1,NA
"3300",41103,"MUMRES010DEL02",21,4.8,19.003517,72.82765,19.053517,72.87765,"5/3/2022","18:45","18:55","Temporale","Medium",0,"Drinks","Scooter",0,1,"Metro"
"3301",34900,"MYSRES12DEL03",25,4.9,12.284747,76.625861,12.314747,76.655861,"7/3/2022","17:15","17:25",NA,"Medium",2,"Drinks",NA,0,1,"Metro"
"3302",43525,"JAPRES19DEL01",32,4.7,26.913726,75.75282,26.983726,75.82282,"31-03-2022","19:20","19:30","Nebbia","Jam",2,"Drinks","Motorcycle",0,2,NA
"3303",24400,"INDORES03DEL01",23,4.5,22.751857,75.866699,22.791857,75.906699,"21-03-2022","0.666666667","16:05","Nuvoloso","Medium",1,"Snack","Scooter",0,1,"Metro"
"3304",23120,"PUNERES20DEL02",21,4.2,18.592718,73.773572,18.642718,73.823572,"1/3/2022","23:50","23:55","Temporale","Low",0,"Meal","Scooter",0,1,"Metro"
"3305",57506,"LUDHRES18DEL01",31,4.2,30.890184,75.829615,30.930184,75.869615,"11/2/2022","15:35","15:40","Temporale","Medium",1,"Drinks","Scooter",1,1,NA
"3306",12041,"PUNERES19DEL03",35,4.6,18.563934,73.915367,18.653934,74.005367,"18-03-2022","22:35","22:50","Nebbia","Low",1,"Drinks",NA,0,1,"Metro"
"3307",48343,"SURRES18DEL02",27,4.6,21.149834,72.778666,21.229834,72.858666,"20-03-2022","17:45","17:50","Soleggiato","Medium",0,"Snack","Scooter",1,1,"Metro"
"3308",22296,"JAPRES05DEL03",25,4.7,26.905287,75.794592,26.935287,75.824592,"17-03-2022","18:40","18:55",NA,"Medium",2,"Meal",NA,1,1,"Metro"
"3309",37099,"MYSRES19DEL03",26,5,12.334022,76.618203,12.394022,76.678203,"13-03-2022","17:40","17:55","Nuvoloso","Medium",1,"Meal",NA,0,1,NA
"3310",53252,"GOARES06DEL02",30,4.8,15.56155,73.749092,15.61155,73.799092,"17-02-2022","0.833333333","20:05","Tempesta di sabbia","Jam",1,"Snack",NA,0,1,"Metro"
"3311",49007,"BHPRES06DEL03",23,4.2,23.232357,77.429989,23.262357,77.459989,"13-02-2022","20:10","20:25","Tempesta di sabbia","Jam",0,"Drinks","Scooter",2,1,"Metro"
"3312",28231,"MYSRES14DEL02",33,4.8,0,0,0.02,0.02,"5/4/2022","11:45","11:50",NA,"High",2,"Buffet",NA,1,1,"Metro"
"3313",41289,"MYSRES03DEL02",38,4.2,12.299524,76.64262,12.349524,76.69262,"1/3/2022","22:20","22:30","Tempesta di sabbia","Low",0,"Buffet","Scooter",0,1,"Metro"
"3314",23500,"MYSRES09DEL02",29,4.8,12.323194,76.630583,12.343194,76.650583,"17-03-2022","11:45","11:50","Tempesta di sabbia","High",0,"Buffet","Scooter",0,1,NA
"3315",36782,"MUMRES03DEL02",30,4.7,19.22384,72.841347,19.35384,72.971347,"8/3/2022","17:10","17:15","Soleggiato","Medium",1,"Snack","Scooter",1,1,"Metro"
"3316",4758,"HYDRES05DEL02",32,4,17.433809,78.386744,17.513809,78.466744,"4/4/2022","17:25","17:35","Nuvoloso","Medium",1,"Buffet","Scooter",2,1,"Metro"
"3317",44838,"BANGRES16DEL03",30,4.1,13.029198,77.570997,13.119198,77.660997,"6/3/2022","17:30","17:45","Tempesta di sabbia","Medium",2,"Drinks","Scooter",2,1,"Metro"
"3318",50772,"ALHRES02DEL02",28,4.7,25.453436,81.833167,25.533436,81.913167,"16-02-2022","17:20","17:35","Nuvoloso","Medium",1,"Buffet","Scooter",1,1,"Metro"
"3319",53267,"KOCRES12DEL02",25,5,9.988483,76.295211,10.008483,76.315211,"15-02-2022","9:35","9:45","Soleggiato","Low",1,"Meal",NA,NA,1,"Metro"
"3320",5032,"COIMBRES13DEL02",NA,NA,11.003669,76.976494,11.133669,77.106494,"20-03-2022","1","24:05:00","Temporale","Low",1,"Drinks","Scooter",1,1,"Metro"
"3321",48781,"MYSRES09DEL03",34,4.9,12.323194,76.630583,12.383194,76.690583,"15-03-2022","21:40","21:45","Soleggiato","Jam",1,"Drinks","Scooter",1,1,"Metro"
"3322",11075,"MYSRES010DEL03",25,4.8,12.321214,76.621094,12.351214,76.651094,"5/4/2022","18:25","18:30","Nebbia","Medium",1,"Drinks","Scooter",1,1,"Metro"
"3323",22898,"MYSRES04DEL03",27,4.9,12.3085,76.665808,12.3685,76.725808,"1/4/2022","19:55","20:05","Soleggiato","Jam",2,"Meal","Motorcycle",0,1,"Metro"
"3324",42968,"HYDRES03DEL01",22,5,17.422819,78.449578,17.432819,78.459578,"21-03-2022","11:35","11:50","Nuvoloso","High",2,"Drinks","Motorcycle",1,1,"Metro"
"3325",2053,"JAPRES03DEL01",33,5,26.913483,75.803139,27.023483,75.913139,"10/3/2022","17:35","17:45","Nebbia","Medium",2,"Meal",NA,1,1,"Metro"
"3326",34211,"COIMBRES18DEL02",37,4.9,11.02091,76.940432,11.07091,76.990432,"17-03-2022","20:50","20:55",NA,"Jam",2,"Meal",NA,1,1,NA
"3327",49985,"LUDHRES19DEL03",29,4.6,30.902872,75.826808,30.992872,75.916808,"18-02-2022","19:35","19:50","Nebbia","Jam",0,"Meal","Scooter",1,2,"Metro"
"3328",15585,"COIMBRES18DEL03",21,4.8,11.02091,76.940432,11.05091,76.970432,"17-03-2022","23:20","23:30",NA,"Low",1,"Drinks",NA,1,1,NA
"3329",24272,"BANGRES14DEL01",22,4.9,12.949934,77.699386,13.059934,77.809386,"2/3/2022","22:10","22:20","Soleggiato","Low",0,"Snack","Scooter",1,1,NA
"3330",8320,"CHENRES02DEL02",21,5,13.086438,80.220672,13.166438,80.300672,"6/4/2022","21:40","21:55","Nebbia","Jam",0,"Buffet","Scooter",2,2,"Metro"
"3331",32694,"JAPRES11DEL03",34,4.8,26.90294,75.793007,26.93294,75.823007,"7/3/2022","18:10","18:20","Soleggiato","Medium",1,"Meal",NA,1,1,"Metro"
"3332",23033,"VADRES08DEL01",22,4.7,0,0,0.11,0.11,"6/4/2022","20:20","20:30","Nuvoloso","Jam",1,"Meal","Scooter",1,2,"Metro"
"3333",42246,"MYSRES04DEL03",35,4.9,12.3085,76.665808,12.3685,76.725808,"13-03-2022","23:55","24:05:00","Nuvoloso","Low",2,"Snack","Scooter",0,1,NA
"3334",21279,"RANCHIRES03DEL02",21,4.8,0,0,0.05,0.05,"26-03-2022","0.958333333","23:05","Soleggiato","Low",1,"Buffet",NA,0,1,"Metro"
"3335",48619,"INDORES04DEL02",22,4.7,22.753659,75.903365,22.833659,75.983365,"20-03-2022","19:10","19:15","Soleggiato","Jam",2,"Drinks",NA,1,1,"Metro"
"3336",5265,"MYSRES04DEL03",21,4.5,12.3085,76.665808,12.3985,76.755808,"27-03-2022","18:30","18:40","Nuvoloso","Medium",2,"Meal",NA,0,1,"Metro"
"3337",24585,"VADRES14DEL03",31,4.1,22.311603,73.165012,22.401603,73.255012,"6/3/2022","20:25","20:30","Soleggiato","Jam",1,"Snack","Scooter",1,1,"Metro"
"3338",49090,"KNPRES18DEL03",34,4.9,26.474133,80.3481,26.614133,80.4881,"12/2/2022","21:15","21:20","Temporale","Jam",1,"Drinks","Scooter",1,1,"Metro"
"3339",14168,"VADRES010DEL03",23,4.9,22.310329,73.169083,22.370329,73.229083,"19-03-2022","22:55","23:05","Soleggiato","Low",1,"Buffet","Scooter",1,1,"Metro"
"3340",44235,"INDORES09DEL02",34,4.1,22.725835,75.887648,22.855835,76.017648,"23-03-2022","18:10","18:25","Nuvoloso","Medium",2,"Snack",NA,0,1,NA
"3341",32805,"INDORES08DEL03",24,4.7,22.725748,75.898497,22.755747,75.928497,"26-03-2022","21:25","21:40","Temporale","Jam",2,"Drinks",NA,0,1,"Metro"
"3342",21237,"CHENRES08DEL01",23,4.1,13.022394,80.242439,13.132394,80.352439,"23-03-2022","19:45","19:55","Nuvoloso","Jam",2,"Meal","Scooter",1,1,"Metro"
"3343",43307,"PUNERES14DEL02",26,4.7,18.516216,73.842527,18.596216,73.922527,"23-03-2022","19:30","19:40","Tempesta di sabbia","Jam",2,"Snack",NA,0,1,"Metro"
"3344",35789,"CHENRES19DEL02",22,4.8,12.986047,80.218114,13.006047,80.238114,"17-03-2022","9:55","10:10","Soleggiato","Low",1,"Drinks","Scooter",1,1,"Metro"
"3345",14552,"COIMBRES02DEL02",30,4.1,11.022477,76.995667,11.072477,77.045667,"26-03-2022","0.958333333","23:05",NA,"Low",0,"Meal","Scooter",1,1,"Metro"
"3346",49638,"AURGRES13DEL02",29,4.8,19.880256,75.323503,20.010256,75.453503,"14-02-2022","21:45","21:50",NA,"Jam",2,"Buffet",NA,1,1,"Metro"
"3347",44079,"MYSRES01DEL03",27,5,12.311072,76.654878,12.401072,76.744878,"18-03-2022","18:40","18:55","Tempesta di sabbia","Medium",1,"Buffet","Scooter",0,1,"Metro"
"3348",23096,"COIMBRES07DEL01",38,5,10.96185,76.971082,10.97185,76.981082,"19-03-2022","0.416666667","10:05","Soleggiato","Low",1,"Meal","Scooter",0,1,"Metro"
"3349",29320,"JAPRES02DEL02",32,4.8,26.914142,75.805704,26.934142,75.825704,"11/3/2022","8:55","0.375","Temporale","Low",1,"Drinks","Scooter",1,1,"Metro"
"3350",31464,"MUMRES13DEL01",25,4.9,19.178321,72.834715,19.218321,72.874715,"11/3/2022","13:20","13:35","Temporale","High",0,"Buffet","Scooter",1,1,"Metro"
"3351",6345,"INDORES11DEL02",NA,NA,22.751234,75.88949,22.881234,76.01949,"12/3/2022","NaN","0.875","Soleggiato","Jam",2,"Drinks",NA,0,1,NA
"3352",12153,"BANGRES05DEL01",27,4.8,12.970324,77.645748,12.980324,77.655748,"7/3/2022","0.375","9:10","Nebbia","Low",0,"Meal","Scooter",1,1,"Metro"
"3353",40975,"SURRES11DEL02",39,4.6,21.157735,72.768778,21.287735,72.898778,"31-03-2022","17:45","0.75","Temporale","Medium",2,"Drinks","Motorcycle",0,1,"Metro"
"3354",18193,"PUNERES11DEL01",34,5,18.533811,73.899315,18.543811,73.909315,"9/3/2022","11:30","11:35","Soleggiato","High",2,"Buffet",NA,1,1,NA
"3355",56057,"BHPRES20DEL01",37,4.9,23.235123,77.398886,23.305123,77.468886,"12/2/2022","22:45","22:50",NA,"Low",1,"Drinks",NA,1,1,"Metro"
"3356",13345,"JAPRES12DEL02",31,4.8,26.902908,75.792934,26.982908,75.872934,"20-03-2022","22:40","22:55",NA,"Low",1,"Snack",NA,0,1,"Metro"
"3357",48096,"JAPRES19DEL01",38,4.6,26.913726,75.75282,27.023726,75.86282,"4/3/2022","17:25","17:35","Nuvoloso","Medium",0,"Buffet","Scooter",1,1,"Metro"
