"","CLIENTNUM","Attrition_Flag","Customer_Age","Gender","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Credit_Limit","Contacts_Count_12_mon","Total_Trans_Amt","Total_Trans_Ct"
"614",714495258,"Existing Customer",26,"M","College","Single","Less than $40K","Blue",36,1438.3,3,1786,37
"615",717713283,"Existing Customer",42,"F","Graduate","Married","Less than $40K","Blue",33,8628,3,1675,58
"616",789317883,"Existing Customer",54,"M","College","Married","$80K - $120K","Blue",44,18750,3,1200,36
"617",714500883,"Existing Customer",44,"F","Graduate","Married","Unknown","Blue",36,21242,3,1283,37
"618",789467508,"Existing Customer",65,"F","Graduate","Married","$40K - $60K","Blue",56,2961,0,1937,57
"619",710317758,"Existing Customer",38,"F","High School","Married","Unknown","Blue",29,11327,2,2033,38
"620",711231558,"Existing Customer",58,"M","High School","Married","$60K - $80K","Blue",40,8308,3,1915,37
"621",716829483,"Existing Customer",39,"F","Post-Graduate","Married","$40K - $60K","Blue",28,3249,2,1988,36
"622",779713608,"Existing Customer",52,"M","High School","Married","$120K +","Blue",36,2981,2,1648,30
"623",711628458,"Existing Customer",45,"F","Graduate","Married","Less than $40K","Blue",31,8829,0,1902,45
"624",718943508,"Existing Customer",42,"M","Unknown","Single","$80K - $120K","Blue",33,3714,2,1454,35
"625",770724558,"Attrited Customer",42,"M","College","Married","$60K - $80K","Blue",28,7340,3,838,24
"626",783561558,"Existing Customer",57,"M","Post-Graduate","Married","$120K +","Blue",51,16952,3,1918,61
"627",719309958,"Attrited Customer",55,"M","Doctorate","Single","$80K - $120K","Blue",35,20865,3,837,25
"628",788785083,"Existing Customer",44,"F","College","Unknown","Less than $40K","Blue",25,3083,2,4311,78
"629",780481308,"Existing Customer",37,"F","Graduate","Married","Unknown","Blue",24,10584,2,1567,33
"630",711757383,"Existing Customer",50,"F","Unknown","Married","Less than $40K","Blue",42,2240,2,1905,39
"631",787550808,"Existing Customer",51,"M","Graduate","Married","$40K - $60K","Blue",40,12240,2,1422,26
"632",779863533,"Existing Customer",37,"M","Graduate","Married","$80K - $120K","Blue",21,5120,0,1680,32
"633",714529233,"Existing Customer",36,"F","Graduate","Married","Less than $40K","Blue",24,3124,3,1652,41
"634",708177333,"Existing Customer",51,"F","High School","Married","Less than $40K","Silver",36,11261,0,1158,26
"635",812019933,"Existing Customer",65,"M","Uneducated","Married","$40K - $60K","Blue",56,2468,2,1797,46
"636",708557358,"Existing Customer",43,"M","College","Married","$60K - $80K","Blue",28,22157,3,1911,55
"637",713580633,"Existing Customer",46,"M","Graduate","Married","$40K - $60K","Blue",32,11477,3,1260,27
"638",711466533,"Existing Customer",43,"F","Graduate","Married","Less than $40K","Blue",33,3933,2,1489,45
"639",802276683,"Existing Customer",56,"M","Graduate","Married","$80K - $120K","Blue",50,8022,3,1794,31
"640",780913308,"Existing Customer",43,"M","Unknown","Single","$60K - $80K","Blue",34,13771,0,1510,42
"641",808897683,"Attrited Customer",53,"M","Graduate","Single","$80K - $120K","Blue",48,30271,3,3231,47
"642",719428308,"Existing Customer",50,"M","High School","Unknown","$60K - $80K","Blue",41,3244,2,1274,32
"643",713010483,"Existing Customer",43,"F","Graduate","Married","$40K - $60K","Blue",36,2936,3,1572,57
"644",717006333,"Existing Customer",54,"M","High School","Married","$80K - $120K","Blue",36,1438.3,2,1935,41
"645",787621158,"Existing Customer",33,"M","Unknown","Married","$60K - $80K","Blue",25,6242,3,2187,59
"646",716924058,"Existing Customer",58,"F","Uneducated","Married","$40K - $60K","Blue",49,6175,3,1417,25
"647",720916683,"Existing Customer",41,"M","Graduate","Single","$80K - $120K","Blue",26,11806,2,1465,31
"648",720923658,"Existing Customer",48,"M","Post-Graduate","Single","$60K - $80K","Blue",39,4734,2,1570,45
"649",712710708,"Existing Customer",55,"M","High School","Single","$40K - $60K","Blue",36,6244,0,1445,40
"650",718939083,"Attrited Customer",54,"F","Graduate","Married","Less than $40K","Blue",45,1438.3,3,694,15
"651",779519058,"Existing Customer",51,"F","Post-Graduate","Divorced","Unknown","Platinum",34,34516,2,1929,40
"652",719085933,"Existing Customer",35,"M","Graduate","Single","$80K - $120K","Blue",24,23561,2,2447,64
"653",715124958,"Existing Customer",50,"M","Uneducated","Single","$80K - $120K","Blue",36,24742,3,1306,31
"654",712979133,"Attrited Customer",55,"M","High School","Married","$80K - $120K","Blue",41,27560,2,646,10
"655",712006308,"Existing Customer",45,"F","College","Divorced","Less than $40K","Blue",35,5923,3,1236,35
"656",710801133,"Existing Customer",34,"M","Uneducated","Married","$60K - $80K","Blue",36,8581,2,2513,63
"657",712490283,"Existing Customer",55,"F","Graduate","Married","$40K - $60K","Blue",41,3156,3,2091,48
"658",720071583,"Attrited Customer",48,"F","Unknown","Married","Less than $40K","Blue",36,7151,3,854,22
"659",717958833,"Existing Customer",46,"M","Graduate","Married","$60K - $80K","Blue",35,1535,2,1848,25
"660",812420358,"Attrited Customer",61,"F","Graduate","Married","Less than $40K","Blue",56,2122,3,949,17
"661",712370208,"Existing Customer",48,"M","Uneducated","Unknown","$60K - $80K","Blue",35,17131,2,1371,37
"662",715940358,"Existing Customer",51,"F","Graduate","Married","Less than $40K","Blue",42,5822,2,1804,49
"663",715041333,"Existing Customer",39,"M","Doctorate","Married","$60K - $80K","Blue",29,3537,3,1605,43
"664",712797258,"Existing Customer",43,"M","Graduate","Married","$120K +","Blue",33,34516,3,1463,38
"665",769170558,"Existing Customer",53,"M","Graduate","Single","$60K - $80K","Blue",47,16320,3,1279,41
"666",715884858,"Existing Customer",38,"M","High School","Married","$80K - $120K","Blue",36,2407,3,1470,28
"667",796343058,"Existing Customer",49,"F","High School","Single","Less than $40K","Blue",43,3538,2,1265,38
"668",783910008,"Existing Customer",37,"F","Unknown","Married","Less than $40K","Blue",31,2684,2,2002,60
"669",718888308,"Existing Customer",53,"M","Graduate","Single","$80K - $120K","Blue",36,34516,2,1475,33
"670",785114808,"Existing Customer",46,"M","Post-Graduate","Single","$40K - $60K","Silver",40,15459,2,1419,30
"671",709852908,"Existing Customer",44,"F","Uneducated","Single","Less than $40K","Blue",36,4307,3,1628,37
"672",823528833,"Existing Customer",50,"F","Unknown","Single","Less than $40K","Blue",46,2081,3,1337,29
"673",719679858,"Existing Customer",58,"F","Uneducated","Married","$40K - $60K","Blue",47,2848,2,1135,27
"674",827108583,"Existing Customer",55,"M","High School","Single","$120K +","Blue",51,34516,3,1161,26
"675",787833333,"Existing Customer",44,"M","College","Unknown","$80K - $120K","Blue",35,6361,2,1571,38
"676",719781183,"Existing Customer",57,"M","High School","Married","$80K - $120K","Blue",38,15428,3,1916,40
"677",710429358,"Existing Customer",57,"M","High School","Married","$40K - $60K","Blue",48,2544,3,1346,30
"678",798792408,"Attrited Customer",48,"M","High School","Married","$80K - $120K","Blue",42,9959,3,805,24
"679",710280558,"Existing Customer",51,"M","Graduate","Single","$60K - $80K","Blue",39,8796,2,1195,18
"680",809825358,"Existing Customer",53,"F","Uneducated","Married","Less than $40K","Blue",48,3428,3,1155,34
"681",714451833,"Existing Customer",45,"F","Doctorate","Single","Less than $40K","Blue",36,1438.3,2,1431,34
"682",713943783,"Existing Customer",41,"M","Post-Graduate","Married","$60K - $80K","Blue",32,18001,2,1194,25
"683",710706558,"Existing Customer",51,"F","Graduate","Single","Less than $40K","Blue",42,2680,3,1154,33
"684",713620308,"Existing Customer",46,"F","High School","Married","Less than $40K","Blue",35,4675,3,1232,34
"685",813453408,"Existing Customer",40,"F","College","Married","Less than $40K","Blue",35,2448,3,1269,30
"686",818248383,"Existing Customer",33,"M","Doctorate","Married","$60K - $80K","Blue",28,4049,3,1742,35
"687",780106908,"Existing Customer",53,"M","High School","Single","$80K - $120K","Blue",38,8154,2,1379,26
"688",708938508,"Existing Customer",63,"M","High School","Married","$40K - $60K","Blue",36,4559,2,1870,35
"689",709671708,"Existing Customer",61,"M","Uneducated","Single","$80K - $120K","Blue",36,19354,1,1207,32
"690",711204483,"Attrited Customer",56,"M","High School","Married","$60K - $80K","Blue",46,2340,3,781,15
"691",801728658,"Existing Customer",53,"M","Graduate","Single","$60K - $80K","Blue",47,13848,0,1773,38
"692",713945883,"Attrited Customer",62,"F","Graduate","Married","Less than $40K","Blue",52,2490,2,864,20
"693",779558733,"Existing Customer",50,"F","Unknown","Married","Unknown","Silver",36,32156,2,1559,39
"694",788370258,"Existing Customer",37,"M","Graduate","Married","$60K - $80K","Blue",30,2578,2,1830,64
"695",714927333,"Existing Customer",62,"F","Graduate","Married","Unknown","Blue",52,9050,2,1542,43
"696",710383158,"Existing Customer",49,"M","Uneducated","Single","$80K - $120K","Silver",41,34516,2,1506,47
"697",798007308,"Existing Customer",57,"F","High School","Married","Unknown","Blue",51,8362,0,1175,41
"698",711768858,"Existing Customer",55,"M","High School","Married","$80K - $120K","Blue",36,6514,3,1383,20
"699",714888633,"Existing Customer",50,"M","Graduate","Married","$80K - $120K","Blue",42,4051,4,1837,57
"700",712650333,"Existing Customer",48,"M","College","Married","$60K - $80K","Blue",37,11959,2,1191,40
"701",719945433,"Existing Customer",60,"F","Uneducated","Divorced","$40K - $60K","Blue",48,2070,2,1793,53
"702",720310458,"Existing Customer",46,"M","Unknown","Single","$120K +","Blue",32,11840,1,1560,49
"703",718344033,"Existing Customer",47,"M","College","Married","$120K +","Blue",35,3636,2,1564,59
"704",715442958,"Existing Customer",54,"M","Uneducated","Married","$60K - $80K","Blue",36,11067,3,1843,38
"705",780326883,"Existing Customer",53,"M","Doctorate","Married","$60K - $80K","Blue",40,11262,3,2165,61
"706",711157833,"Existing Customer",56,"F","Graduate","Single","$40K - $60K","Blue",36,5108,0,1631,41
"707",719704308,"Existing Customer",56,"F","High School","Married","$40K - $60K","Blue",36,2072,1,1265,32
"708",708772308,"Existing Customer",41,"M","Uneducated","Married","$80K - $120K","Blue",24,4119,3,1455,35
"709",817663908,"Existing Customer",60,"F","Graduate","Married","$40K - $60K","Blue",42,5903,3,1137,27
"710",780054258,"Existing Customer",40,"M","Graduate","Unknown","$40K - $60K","Blue",25,7860,3,1367,35
"711",709990983,"Existing Customer",49,"F","Post-Graduate","Married","$40K - $60K","Blue",36,5918,2,1292,26
"712",818045958,"Existing Customer",46,"M","Graduate","Single","$40K - $60K","Blue",41,6741,2,1682,46
"713",716380683,"Existing Customer",36,"F","High School","Married","Less than $40K","Blue",36,3880,2,1598,39
"714",787480158,"Existing Customer",57,"F","Unknown","Married","Less than $40K","Blue",45,2494,0,1555,39
"715",778461408,"Existing Customer",38,"M","High School","Married","$80K - $120K","Blue",23,22149,2,2409,36
"716",713861733,"Existing Customer",50,"M","Graduate","Divorced","$80K - $120K","Blue",36,34516,1,1770,65
"717",789291633,"Existing Customer",62,"M","Graduate","Married","$60K - $80K","Blue",51,5450,0,1526,45
"718",789513858,"Attrited Customer",43,"M","Unknown","Married","$40K - $60K","Blue",35,1438.3,3,891,28
"719",778357458,"Existing Customer",44,"F","Unknown","Single","Less than $40K","Blue",24,2003,3,1756,42
"720",718325883,"Existing Customer",39,"M","Uneducated","Single","$40K - $60K","Blue",32,7723,2,1241,22
"721",720344658,"Existing Customer",38,"M","College","Married","$80K - $120K","Blue",23,18226,1,1681,43
"722",809292483,"Existing Customer",44,"F","College","Married","Less than $40K","Blue",39,8128,2,1224,32
"723",779791008,"Existing Customer",43,"M","High School","Married","$80K - $120K","Blue",32,5851,3,1572,38
"724",779557533,"Existing Customer",54,"M","Post-Graduate","Single","$80K - $120K","Blue",40,10260,3,1566,50
"725",795904233,"Existing Customer",38,"F","Unknown","Single","Unknown","Blue",32,26945,0,1579,40
"726",710573808,"Existing Customer",55,"M","Unknown","Single","$60K - $80K","Blue",36,2243,3,1334,31
"727",717418158,"Existing Customer",42,"M","Unknown","Unknown","$120K +","Blue",36,34516,2,1230,34
"728",771963708,"Attrited Customer",56,"M","Unknown","Married","$60K - $80K","Blue",45,12248,2,767,25
"729",712433508,"Attrited Customer",59,"F","Unknown","Married","Unknown","Blue",50,1438.3,3,724,16
"730",779320983,"Existing Customer",46,"M","Uneducated","Single","$80K - $120K","Blue",28,19843,2,1638,49
"731",718093233,"Existing Customer",55,"F","Post-Graduate","Married","Less than $40K","Blue",45,2163,3,1349,47
"732",719459358,"Existing Customer",52,"M","Doctorate","Married","$120K +","Blue",41,33864,2,1751,48
"733",717728808,"Existing Customer",39,"F","Graduate","Married","Less than $40K","Blue",26,4531,2,1414,40
"734",788701608,"Existing Customer",42,"F","Graduate","Single","Less than $40K","Blue",26,2950,3,1260,32
"735",778506633,"Attrited Customer",43,"F","College","Married","Less than $40K","Blue",23,7706,3,965,27
"736",719989008,"Existing Customer",47,"F","High School","Unknown","Unknown","Blue",36,25657,0,1121,25
"737",791839233,"Existing Customer",42,"F","Unknown","Divorced","Unknown","Blue",36,17536,2,1411,28
"738",716918508,"Existing Customer",39,"M","College","Single","$40K - $60K","Blue",24,3770,3,1602,49
"739",717321783,"Existing Customer",50,"M","Uneducated","Single","$60K - $80K","Blue",45,10344,2,1617,47
"740",799000008,"Existing Customer",57,"M","Post-Graduate","Divorced","$120K +","Blue",51,26437,1,1244,36
"741",721517208,"Existing Customer",41,"M","Unknown","Married","Less than $40K","Blue",30,2450,1,1263,29
"742",719068683,"Existing Customer",52,"F","High School","Married","$40K - $60K","Blue",36,3136,2,1036,25
"743",709120008,"Existing Customer",43,"M","High School","Single","$60K - $80K","Blue",36,6976,2,1217,39
"744",709117533,"Existing Customer",42,"M","High School","Single","$80K - $120K","Blue",36,21134,1,1556,35
"745",816594183,"Existing Customer",58,"F","Uneducated","Married","$40K - $60K","Blue",53,2019,3,2005,62
"746",789485433,"Existing Customer",42,"M","College","Married","$80K - $120K","Blue",34,34516,3,1698,67
"747",712881483,"Existing Customer",55,"M","Post-Graduate","Married","$80K - $120K","Blue",45,9959,3,2041,45
"748",712689333,"Existing Customer",38,"M","Unknown","Single","$80K - $120K","Blue",28,20241,2,1102,31
"749",771492408,"Existing Customer",40,"F","Graduate","Married","Less than $40K","Blue",28,2421,2,1346,30
"750",711668283,"Existing Customer",48,"M","Uneducated","Married","$80K - $120K","Blue",37,30948,3,1511,35
"751",772684833,"Existing Customer",32,"F","Unknown","Married","Less than $40K","Blue",22,2642,2,1761,42
"752",712960308,"Existing Customer",33,"F","High School","Single","Less than $40K","Blue",36,8070,1,2117,61
"753",713530833,"Attrited Customer",58,"M","Graduate","Married","$40K - $60K","Blue",48,4085,3,596,15
"754",756065433,"Existing Customer",26,"M","Unknown","Single","$40K - $60K","Blue",19,2187,2,2560,46
"755",710997183,"Existing Customer",46,"M","Unknown","Married","$60K - $80K","Gold",36,34516,2,1409,39
"756",711146358,"Existing Customer",39,"F","Graduate","Married","Unknown","Blue",29,3358,2,1759,33
"757",716144058,"Existing Customer",36,"F","College","Single","$40K - $60K","Blue",25,1888,3,1886,66
"758",778699908,"Attrited Customer",43,"M","Uneducated","Married","$60K - $80K","Blue",24,14447,3,915,29
"759",713571258,"Existing Customer",45,"M","Unknown","Single","$60K - $80K","Silver",26,32349,2,1343,41
"760",711676908,"Existing Customer",51,"F","College","Married","Unknown","Blue",36,12605,3,1870,56
"761",719315508,"Existing Customer",62,"F","Unknown","Married","$40K - $60K","Blue",36,2964,2,1557,25
"762",778623858,"Existing Customer",58,"M","Uneducated","Married","$80K - $120K","Blue",38,3785,3,1824,49
"763",714665733,"Existing Customer",42,"M","Graduate","Single","$60K - $80K","Blue",36,2727,0,1294,26
"764",816089433,"Existing Customer",49,"M","Doctorate","Married","$60K - $80K","Blue",44,3343,1,1545,31
"765",716991933,"Attrited Customer",53,"F","Uneducated","Single","Less than $40K","Blue",35,9786,1,820,25
"766",714534108,"Existing Customer",45,"F","High School","Married","$40K - $60K","Blue",36,6407,3,1675,47
"767",787456608,"Existing Customer",29,"M","High School","Married","$80K - $120K","Blue",15,4158,2,1678,37
"768",717090183,"Existing Customer",60,"M","Doctorate","Married","$120K +","Blue",50,21697,2,2117,48
"769",772782708,"Existing Customer",50,"M","Post-Graduate","Single","$80K - $120K","Blue",40,31383,2,1721,56
"770",710722908,"Existing Customer",53,"M","Doctorate","Single","$120K +","Blue",36,30883,0,1267,23
"771",795155433,"Existing Customer",45,"M","Unknown","Married","$80K - $120K","Blue",38,12918,1,1562,33
"772",715271733,"Existing Customer",50,"F","Uneducated","Single","Less than $40K","Blue",37,8520,0,1193,35
"773",771706308,"Existing Customer",46,"M","Doctorate","Single","$80K - $120K","Blue",34,14310,2,1254,34
"774",713989233,"Existing Customer",61,"M","Post-Graduate","Married","Unknown","Blue",53,14434,3,1731,32
"775",780198258,"Existing Customer",46,"M","College","Single","$120K +","Blue",36,7793,1,1099,39
"776",802002858,"Attrited Customer",62,"F","High School","Married","Unknown","Blue",56,8990,2,747,19
"777",716290233,"Existing Customer",43,"F","Graduate","Married","$40K - $60K","Blue",33,4343,3,1352,35
"778",828298908,"Existing Customer",54,"M","Graduate","Married","$120K +","Blue",50,2872,0,1770,47
"779",788946783,"Existing Customer",50,"M","Unknown","Single","$120K +","Blue",36,9697,3,1812,50
"780",720697908,"Existing Customer",35,"M","High School","Married","$40K - $60K","Blue",21,2967,1,1673,58
"781",780598383,"Existing Customer",35,"M","Doctorate","Single","$40K - $60K","Blue",23,2148,2,2167,65
"782",715345833,"Existing Customer",36,"F","High School","Single","Less than $40K","Blue",36,6116,1,2369,56
"783",710831133,"Existing Customer",42,"M","Unknown","Married","$80K - $120K","Blue",36,18085,2,1582,47
"784",766706358,"Existing Customer",39,"F","Unknown","Married","Less than $40K","Blue",32,2524,0,1800,33
"785",816533733,"Existing Customer",50,"M","Unknown","Married","$80K - $120K","Blue",45,33951,2,1567,44
"786",712373208,"Attrited Customer",43,"M","Doctorate","Single","$60K - $80K","Blue",35,3312,2,647,19
"787",721433283,"Existing Customer",39,"F","High School","Single","$40K - $60K","Blue",20,9956,2,1447,39
"788",720680058,"Existing Customer",47,"M","Post-Graduate","Married","Less than $40K","Blue",36,3888,3,1145,37
"789",716909283,"Existing Customer",60,"M","Post-Graduate","Single","$80K - $120K","Blue",48,30655,3,3280,78
"790",754654383,"Existing Customer",30,"M","High School","Married","Less than $40K","Blue",23,2997,0,1577,35
"791",719226333,"Existing Customer",44,"M","Unknown","Single","$60K - $80K","Blue",24,11042,2,1140,25
"792",779759058,"Existing Customer",52,"M","Graduate","Single","$120K +","Blue",41,3386,2,1736,40
"793",718206783,"Existing Customer",45,"F","Unknown","Single","Less than $40K","Gold",36,15987,3,1436,36
"794",715783758,"Existing Customer",40,"M","Graduate","Divorced","$120K +","Blue",30,25188,3,1513,38
"795",771190083,"Existing Customer",36,"F","Post-Graduate","Single","Less than $40K","Blue",23,2410,1,2505,69
"796",713135883,"Existing Customer",65,"F","High School","Married","Unknown","Blue",53,4315,0,1723,51
"797",778799583,"Existing Customer",35,"F","Unknown","Married","Less than $40K","Blue",24,2592,1,1695,48
"798",808796208,"Existing Customer",54,"F","Unknown","Divorced","$40K - $60K","Blue",49,5476,2,1532,44
"799",708313608,"Existing Customer",53,"M","Unknown","Married","$80K - $120K","Blue",43,2464,0,2110,43
"800",779330208,"Existing Customer",62,"F","College","Married","Less than $40K","Blue",44,2378,3,1807,45
"801",794498733,"Existing Customer",40,"M","Unknown","Single","$120K +","Blue",21,20056,3,1687,46
"802",807964908,"Existing Customer",41,"M","High School","Married","$60K - $80K","Blue",36,8013,2,1481,45
"803",823845783,"Existing Customer",53,"M","Unknown","Married","$120K +","Blue",49,3386,3,1318,37
"804",711748983,"Existing Customer",30,"M","High School","Married","$60K - $80K","Blue",17,7906,2,1946,45
"805",718064283,"Existing Customer",46,"M","Uneducated","Divorced","$60K - $80K","Blue",34,11501,0,1481,41
"806",710492733,"Existing Customer",29,"M","Post-Graduate","Single","$40K - $60K","Blue",19,13632,2,2168,42
"807",779016408,"Existing Customer",37,"F","Uneducated","Married","Less than $40K","Blue",27,2229,3,1583,32
"808",717787533,"Existing Customer",51,"F","High School","Married","Less than $40K","Blue",40,5158,1,1229,34
"809",714851058,"Existing Customer",31,"M","Graduate","Married","$40K - $60K","Blue",21,2158,0,1718,42
"810",823535133,"Existing Customer",45,"M","Uneducated","Unknown","$80K - $120K","Blue",41,23271,2,1402,34
"811",708455883,"Attrited Customer",57,"M","Graduate","Single","$80K - $120K","Blue",36,10244,2,1127,29
"812",780095808,"Existing Customer",43,"M","Unknown","Divorced","$60K - $80K","Blue",30,2588,1,1053,31
"813",709207458,"Existing Customer",44,"M","Graduate","Married","$40K - $60K","Blue",27,10747,3,1340,25
"814",763895958,"Attrited Customer",53,"M","High School","Married","$120K +","Blue",46,7474,1,732,21
"815",715942683,"Existing Customer",32,"F","Graduate","Single","Less than $40K","Blue",36,3555,3,2346,71
"816",721301733,"Existing Customer",53,"M","Graduate","Married","$80K - $120K","Blue",38,22140,2,1580,45
"817",711927108,"Attrited Customer",54,"M","High School","Married","$80K - $120K","Blue",36,9457,4,1196,28
"818",718083483,"Existing Customer",42,"M","Uneducated","Unknown","Less than $40K","Blue",35,6218,0,2086,50
"819",717548358,"Existing Customer",38,"F","College","Married","Less than $40K","Blue",25,2580,1,1665,57
"820",816829608,"Existing Customer",44,"M","Unknown","Married","$80K - $120K","Blue",39,1438.3,2,1495,39
"821",713936583,"Existing Customer",54,"M","Graduate","Married","$60K - $80K","Blue",43,6224,1,2187,58
"822",709682658,"Existing Customer",37,"F","High School","Single","$40K - $60K","Blue",36,3093,1,1371,23
"823",793889508,"Existing Customer",48,"F","Graduate","Married","$40K - $60K","Blue",42,4076,3,1235,37
"824",714648933,"Existing Customer",55,"F","Graduate","Married","Unknown","Blue",36,4861,0,1556,40
"825",711556533,"Existing Customer",43,"F","Graduate","Unknown","Unknown","Blue",36,9851,3,1212,24
"826",717420333,"Existing Customer",37,"M","High School","Single","$60K - $80K","Blue",26,7349,2,2701,60
"827",768921933,"Existing Customer",34,"M","High School","Married","$60K - $80K","Blue",28,2853,3,1750,47
"828",714311583,"Existing Customer",46,"F","Graduate","Single","Unknown","Blue",36,17023,2,1610,43
"829",717707133,"Existing Customer",32,"M","Unknown","Single","$40K - $60K","Blue",24,10060,3,2184,63
"830",716043258,"Existing Customer",53,"M","Unknown","Married","$40K - $60K","Blue",41,1595,2,1745,41
"831",716343408,"Existing Customer",46,"M","Graduate","Divorced","$80K - $120K","Blue",38,8475,1,1381,40
"832",718909158,"Existing Customer",38,"M","College","Married","Less than $40K","Blue",25,5559,3,1793,37
"833",719471433,"Existing Customer",31,"F","Graduate","Married","Less than $40K","Blue",22,2917,2,1831,36
"834",712763808,"Existing Customer",38,"M","Unknown","Single","$60K - $80K","Blue",36,6692,3,1468,36
"835",711147483,"Attrited Customer",46,"F","Graduate","Single","Less than $40K","Blue",28,8551,3,1097,32
"836",719788833,"Existing Customer",47,"M","High School","Married","$60K - $80K","Blue",36,10569,3,1682,44
"837",715168983,"Existing Customer",47,"F","Graduate","Married","Less than $40K","Blue",36,7051,2,1451,37
"838",714306258,"Existing Customer",56,"M","College","Married","$60K - $80K","Blue",46,10117,1,1509,44
"839",713828208,"Existing Customer",47,"M","Uneducated","Unknown","$60K - $80K","Blue",36,8311,1,1895,57
"840",710574558,"Existing Customer",47,"M","Graduate","Single","$80K - $120K","Blue",41,26442,2,1403,40
"841",710947683,"Existing Customer",64,"F","Graduate","Married","Less than $40K","Blue",51,4920,1,1420,31
"842",711113958,"Existing Customer",37,"F","Unknown","Married","Less than $40K","Blue",25,1438.3,1,1717,31
"843",718923858,"Existing Customer",42,"M","College","Married","$60K - $80K","Silver",29,26750,2,1131,29
"844",752666508,"Existing Customer",41,"M","College","Married","$80K - $120K","Silver",34,34516,3,1005,22
"845",712672083,"Existing Customer",65,"F","High School","Married","Less than $40K","Blue",36,1438.3,2,948,24
"846",719863758,"Existing Customer",49,"F","Post-Graduate","Married","$40K - $60K","Blue",41,1869,2,1549,34
"847",720990183,"Attrited Customer",54,"M","High School","Married","$60K - $80K","Blue",36,14539,3,965,26
"848",720718908,"Existing Customer",46,"M","Uneducated","Single","$120K +","Blue",36,26977,3,1958,41
"849",721250358,"Existing Customer",50,"M","Unknown","Married","$40K - $60K","Blue",36,5426,3,1266,22
"850",779773533,"Existing Customer",50,"F","Unknown","Married","Less than $40K","Blue",34,7623,3,1367,29
"851",708249708,"Existing Customer",48,"F","Doctorate","Married","Less than $40K","Blue",39,4844,3,1489,48
"852",713967783,"Existing Customer",62,"F","Unknown","Married","Unknown","Blue",52,2683,1,1582,33
"853",779506158,"Existing Customer",39,"F","College","Married","Less than $40K","Blue",22,3214,2,2516,42
"854",759823158,"Existing Customer",46,"M","Unknown","Married","$60K - $80K","Blue",39,5374,3,1557,49
"855",716608608,"Attrited Customer",41,"M","Uneducated","Married","$80K - $120K","Blue",33,8004,3,1084,32
"856",789528183,"Existing Customer",39,"F","Graduate","Married","Unknown","Blue",31,1438.3,3,2583,47
"857",708895158,"Existing Customer",46,"M","Unknown","Married","$80K - $120K","Blue",34,2925,3,1371,30
"858",824805858,"Existing Customer",39,"F","Uneducated","Single","Less than $40K","Blue",35,9235,3,1537,49
"859",720840108,"Existing Customer",44,"M","Uneducated","Married","Less than $40K","Blue",24,8837,0,3753,60
"860",787595658,"Existing Customer",57,"F","Unknown","Single","Less than $40K","Blue",29,8801,1,1104,31
"861",720244983,"Existing Customer",40,"M","Unknown","Single","$40K - $60K","Blue",28,3563,1,1482,42
"862",713220258,"Existing Customer",65,"F","High School","Married","Unknown","Blue",36,8138,2,1299,29
"863",813469458,"Existing Customer",26,"F","Graduate","Single","$40K - $60K","Blue",20,1438.3,3,2167,48
"864",788939358,"Existing Customer",47,"M","High School","Unknown","$60K - $80K","Blue",33,2458,2,1563,40
"865",718870158,"Existing Customer",47,"M","High School","Married","$60K - $80K","Blue",34,4592,3,1772,52
"866",788673708,"Attrited Customer",57,"F","High School","Married","$40K - $60K","Blue",45,1438.3,3,1254,35
"867",711809283,"Existing Customer",31,"M","Unknown","Married","Less than $40K","Blue",36,1868,3,2229,35
"868",816513108,"Existing Customer",54,"M","Graduate","Married","$60K - $80K","Blue",49,5269,2,2195,63
"869",718594608,"Existing Customer",43,"F","Post-Graduate","Married","Unknown","Blue",36,20156,3,1362,28
"870",823606983,"Existing Customer",39,"M","College","Married","$60K - $80K","Blue",35,7410,2,2398,37
"871",717028158,"Existing Customer",53,"M","Graduate","Married","$120K +","Blue",44,12163,3,2649,56
"872",788485908,"Existing Customer",44,"M","Unknown","Married","$60K - $80K","Blue",37,6224,3,1463,34
"873",714472608,"Existing Customer",59,"M","College","Married","Less than $40K","Blue",49,4250,3,1174,27
"874",710793783,"Existing Customer",53,"F","Graduate","Married","Unknown","Blue",40,12059,1,1836,36
"875",794340033,"Existing Customer",34,"F","Uneducated","Married","$40K - $60K","Blue",28,2799,3,1817,39
"876",716462658,"Existing Customer",47,"M","Doctorate","Single","$80K - $120K","Blue",36,18037,1,1387,36
"877",718050033,"Existing Customer",54,"M","College","Married","$120K +","Blue",43,5657,3,2028,55
"878",714023808,"Existing Customer",42,"F","Graduate","Married","Unknown","Blue",33,13770,1,1582,36
"879",716341833,"Existing Customer",53,"F","College","Married","Less than $40K","Blue",44,4646,3,1774,37
"880",719648358,"Existing Customer",50,"M","Graduate","Single","$80K - $120K","Blue",35,2514,1,1636,36
"881",816600933,"Attrited Customer",56,"M","College","Married","$80K - $120K","Blue",51,14501,3,1031,25
"882",714208533,"Attrited Customer",43,"M","High School","Married","$60K - $80K","Blue",36,8663,3,916,33
"883",713095533,"Existing Customer",44,"F","High School","Divorced","Less than $40K","Blue",36,2333,3,1198,31
"884",809967783,"Existing Customer",34,"F","Graduate","Divorced","$40K - $60K","Blue",26,3038,3,2189,54
