"id_spedizione","modalita_spedizione","valutazione_cliente","costo_prodotto","acquisti_precedenti","importanza_prodotto","genere","sconto_offerto","peso_grammi","consegna_puntuale"
2605,"Aereo",3,203,3,"media","Maschio",29,3261,"Si"
2606,"Aereo",5,258,3,"bassa","Maschio",21,3446,"Si"
2607,"Aereo",5,151,3,"bassa","Maschio",3,1273,"Si"
2608,"Aereo",2,218,3,"media","Femmina",52,2149,"Si"
2609,"Aereo",1,265,3,"media","Maschio",6,2452,"Si"
2610,"Aereo",1,157,3,"media","Maschio",31,1712,"Si"
2611,"Aereo",2,214,3,"media","Femmina",20,2009,"Si"
2612,"Aereo",4,221,4,"media","Maschio",14,2932,"Si"
2613,"Aereo",2,149,2,"media","Maschio",37,1699,"Si"
2614,"Aereo",2,273,5,"media","Femmina",6,2126,"Si"
2615,"Aereo",1,253,5,"bassa","Maschio",31,3836,"Si"
2616,"Aereo",5,102,6,"media","Maschio",3,1341,"Si"
2617,"Aereo",1,258,2,"bassa","Femmina",56,3186,"Si"
2618,"Aereo",2,273,2,"bassa","Femmina",9,3383,"Si"
2619,"Aereo",2,187,2,"bassa","Maschio",54,2191,"Si"
2620,"Aereo",1,151,2,"media","Femmina",30,1377,"Si"
2621,"Nave",4,120,2,"media","Maschio",13,1240,"Si"
2622,"Nave",1,254,2,"bassa","Maschio",56,3463,"Si"
2623,"Nave",3,149,3,"media","Femmina",43,1005,"Si"
2624,"Nave",1,152,3,"alta","Maschio",26,1464,"Si"
2625,"Nave",4,187,3,"bassa","Femmina",53,3172,"Si"
2626,"Nave",4,170,2,"bassa","Maschio",34,1512,"Si"
2627,"Nave",3,156,3,"alta","Femmina",20,1305,"Si"
2628,"Nave",5,228,2,"bassa","Maschio",63,3401,"Si"
2629,"Nave",1,272,2,"bassa","Maschio",51,2719,"Si"
2630,"Nave",1,140,2,"bassa","Femmina",6,1435,"Si"
2631,"Nave",5,185,2,"media","Maschio",27,3624,"Si"
2632,"Nave",3,167,3,"bassa","Femmina",5,1772,"Si"
2633,"Nave",5,244,3,"bassa","Femmina",49,3914,"Si"
2634,"Nave",4,229,6,"media","Femmina",33,2815,"Si"
2635,"Nave",1,273,3,"media","Femmina",25,3717,"Si"
2636,"Nave",3,204,3,"bassa","Maschio",30,3774,"Si"
2637,"Nave",3,154,3,"media","Maschio",10,1711,"Si"
2638,"Nave",1,254,4,"bassa","Femmina",33,2542,"Si"
2639,"Nave",2,151,3,"bassa","Maschio",40,1173,"Si"
2640,"Nave",5,242,5,"media","Femmina",61,3688,"Si"
2641,"Nave",5,137,2,"media","Femmina",14,1796,"Si"
2642,"Nave",4,163,2,"bassa","Femmina",41,1634,"Si"
2643,"Nave",3,143,3,"media","Femmina",16,1343,"Si"
2644,"Nave",4,196,3,"bassa","Femmina",11,3244,"Si"
2645,"Nave",3,264,2,"bassa","Femmina",38,3877,"Si"
2646,"Nave",1,217,3,"media","Maschio",2,2692,"Si"
2647,"Nave",3,124,3,"media","Maschio",59,1959,"Si"
2648,"Nave",1,269,3,"bassa","Maschio",61,3542,"Si"
2649,"Nave",1,135,4,"media","Maschio",47,1840,"Si"
2650,"Nave",1,192,3,"alta","Maschio",46,3206,"Si"
2651,"Nave",1,274,4,"media","Femmina",42,2430,"Si"
2652,"Nave",2,162,4,"bassa","Maschio",25,1316,"Si"
2653,"Nave",3,158,3,"bassa","Femmina",20,1431,"Si"
2654,"Nave",3,225,3,"media","Maschio",59,2270,"Si"
2655,"Nave",5,150,3,"bassa","Femmina",16,1738,"Si"
2656,"Nave",3,154,5,"media","Femmina",57,1117,"Si"
2657,"Nave",1,181,3,"media","Maschio",34,3306,"Si"
2658,"Nave",4,272,3,"bassa","Maschio",44,2548,"Si"
2659,"Nave",3,160,4,"media","Maschio",58,1496,"Si"
2660,"Nave",5,145,3,"media","Femmina",37,1993,"Si"
2661,"Nave",4,143,5,"alta","Femmina",5,1027,"Si"
2662,"Nave",1,201,4,"media","Maschio",59,2925,"Si"
2663,"Nave",3,242,4,"bassa","Maschio",62,3997,"Si"
2664,"Nave",4,151,2,"bassa","Femmina",38,1001,"Si"
2665,"Nave",4,199,2,"media","Maschio",25,3705,"Si"
2666,"Nave",1,178,3,"media","Maschio",9,1006,"Si"
2667,"Nave",2,138,3,"bassa","Maschio",49,1923,"Si"
2668,"Nave",3,162,4,"media","Maschio",38,1407,"Si"
2669,"Nave",3,154,3,"bassa","Maschio",33,1101,"Si"
2670,"Nave",1,206,2,"media","Femmina",56,2069,"Si"
2671,"Nave",2,246,2,"bassa","Femmina",4,3617,"Si"
2672,"Nave",3,233,2,"media","Femmina",47,3606,"Si"
2673,"Nave",1,251,4,"media","Femmina",33,2906,"Si"
2674,"Nave",1,165,3,"media","Maschio",61,1313,"Si"
2675,"Nave",3,183,2,"bassa","Femmina",32,3709,"Si"
2676,"Nave",2,109,3,"bassa","Femmina",30,1597,"Si"
2677,"Nave",3,209,4,"media","Femmina",7,2675,"Si"
2678,"Nave",2,168,3,"bassa","Femmina",50,1486,"Si"
2679,"Nave",3,210,2,"bassa","Maschio",19,3920,"Si"
2680,"Nave",1,185,2,"bassa","Femmina",41,3787,"Si"
2681,"Nave",2,243,2,"media","Maschio",58,2758,"Si"
2682,"Nave",4,258,3,"bassa","Femmina",55,2777,"Si"
2683,"Nave",4,279,5,"media","Femmina",56,2697,"Si"
2684,"Nave",1,160,3,"bassa","Maschio",57,1833,"Si"
2685,"Nave",1,185,4,"bassa","Femmina",35,3648,"Si"
2686,"Nave",3,271,4,"bassa","Femmina",24,3499,"Si"
2687,"Nave",2,273,2,"bassa","Femmina",31,2229,"Si"
2688,"Nave",4,208,3,"media","Femmina",23,2100,"Si"
2689,"Nave",2,137,3,"bassa","Femmina",20,1823,"Si"
2690,"Nave",1,198,3,"media","Femmina",56,3135,"Si"
2691,"Nave",1,236,4,"alta","Femmina",64,3231,"Si"
2692,"Nave",5,133,2,"bassa","Femmina",18,1134,"Si"
2693,"Nave",2,191,3,"media","Femmina",12,3676,"Si"
2694,"Nave",1,202,3,"bassa","Femmina",51,3551,"Si"
2695,"Nave",1,162,5,"bassa","Femmina",47,1727,"Si"
2696,"Nave",1,224,2,"bassa","Femmina",14,2959,"Si"
2697,"Nave",2,191,2,"alta","Maschio",65,3082,"Si"
2698,"Nave",5,272,2,"media","Maschio",31,2438,"Si"
2699,"Nave",3,269,3,"bassa","Femmina",7,2538,"Si"
2700,"Nave",2,179,3,"alta","Femmina",30,1076,"Si"
2701,"Nave",5,225,2,"bassa","Femmina",56,2596,"Si"
2702,"Nave",2,132,2,"media","Maschio",6,1185,"Si"
2703,"Nave",3,244,3,"bassa","Femmina",52,3118,"Si"
2704,"Nave",4,185,2,"bassa","Femmina",62,2849,"Si"
2705,"Nave",3,257,3,"bassa","Maschio",64,3103,"Si"
2706,"Nave",3,253,5,"bassa","Femmina",63,3788,"Si"
2707,"Nave",3,174,3,"bassa","Femmina",5,1502,"Si"
2708,"Nave",1,200,3,"media","Maschio",34,2199,"Si"
2709,"Nave",1,150,3,"media","Femmina",8,1745,"Si"
2710,"Nave",2,137,3,"media","Femmina",9,1347,"Si"
2711,"Nave",1,181,3,"media","Maschio",29,2981,"Si"
2712,"Nave",2,246,2,"media","Maschio",13,2652,"Si"
2713,"Nave",3,237,5,"bassa","Maschio",48,2057,"Si"
2714,"Strada",5,226,3,"media","Maschio",55,2465,"Si"
2715,"Strada",4,225,3,"bassa","Maschio",51,2892,"Si"
2716,"Strada",2,268,2,"bassa","Maschio",20,2731,"Si"
2717,"Strada",3,146,3,"bassa","Maschio",41,1140,"Si"
2718,"Strada",5,159,3,"bassa","Maschio",2,1048,"Si"
2719,"Strada",1,135,3,"bassa","Femmina",38,1829,"Si"
2720,"Strada",2,134,2,"media","Femmina",45,1946,"Si"
2721,"Strada",3,210,3,"bassa","Maschio",3,2742,"Si"
2722,"Strada",4,238,3,"bassa","Femmina",13,2042,"Si"
2723,"Strada",3,214,4,"bassa","Maschio",34,3446,"Si"
2724,"Strada",2,204,4,"bassa","Femmina",35,2725,"Si"
2725,"Strada",1,227,3,"bassa","Maschio",5,3100,"Si"
2726,"Strada",3,253,3,"alta","Femmina",18,2849,"Si"
2727,"Strada",3,126,4,"alta","Femmina",3,1364,"Si"
2728,"Strada",4,208,2,"alta","Femmina",20,2759,"Si"
2729,"Strada",4,179,3,"bassa","Maschio",48,1943,"Si"
2730,"Strada",1,132,2,"media","Maschio",62,1909,"Si"
2731,"Strada",4,144,3,"bassa","Maschio",56,1496,"Si"
2732,"Strada",3,236,2,"media","Femmina",58,3360,"Si"
2733,"Strada",4,235,3,"bassa","Femmina",17,3715,"Si"
2734,"Strada",5,254,3,"bassa","Maschio",29,3885,"Si"
2735,"Strada",2,144,5,"media","Maschio",43,1027,"Si"
2736,"Aereo",1,272,3,"media","Maschio",27,2415,"Si"
2737,"Aereo",3,191,4,"media","Femmina",17,3675,"Si"
2738,"Aereo",3,177,4,"media","Maschio",60,1159,"Si"
2739,"Aereo",4,226,3,"bassa","Femmina",46,3149,"Si"
2740,"Aereo",4,132,2,"media","Maschio",12,1493,"Si"
2741,"Aereo",1,121,5,"bassa","Femmina",60,1577,"Si"
2742,"Aereo",2,171,3,"bassa","Femmina",40,1021,"Si"
2743,"Aereo",3,178,3,"alta","Maschio",12,1900,"Si"
2744,"Aereo",3,132,4,"media","Maschio",10,1767,"Si"
2745,"Aereo",4,249,5,"media","Maschio",43,3078,"Si"
2746,"Aereo",4,159,3,"media","Maschio",47,1547,"Si"
2747,"Aereo",2,171,3,"alta","Maschio",34,1029,"Si"
2748,"Aereo",3,150,3,"bassa","Maschio",6,1775,"Si"
2749,"Aereo",4,178,3,"bassa","Femmina",1,1165,"Si"
2750,"Aereo",3,192,7,"alta","Femmina",25,2152,"Si"
2751,"Aereo",5,214,8,"alta","Maschio",50,3628,"Si"
2752,"Aereo",3,225,7,"media","Femmina",45,3162,"Si"
2753,"Aereo",4,167,7,"media","Femmina",23,1691,"Si"
2754,"Aereo",5,245,4,"media","Maschio",4,2769,"Si"
2755,"Aereo",5,138,7,"media","Maschio",60,1366,"Si"
2756,"Aereo",4,173,3,"media","Femmina",64,1847,"Si"
2757,"Aereo",5,98,3,"media","Femmina",48,1635,"Si"
2758,"Nave",1,231,2,"bassa","Maschio",44,3688,"Si"
2759,"Nave",5,149,7,"media","Femmina",50,1346,"Si"
2760,"Nave",1,206,3,"media","Maschio",28,2892,"Si"
2761,"Nave",3,264,10,"media","Femmina",34,3441,"Si"
2762,"Nave",1,193,2,"media","Femmina",23,2728,"Si"
2763,"Nave",1,263,2,"media","Femmina",4,1092,"Si"
2764,"Nave",2,191,4,"media","Femmina",16,2277,"Si"
2765,"Nave",4,177,4,"media","Maschio",48,1920,"Si"
2766,"Nave",5,226,3,"bassa","Maschio",50,2348,"Si"
2767,"Nave",1,132,2,"media","Femmina",16,1731,"Si"
2768,"Nave",1,121,5,"bassa","Maschio",62,1505,"Si"
2769,"Nave",2,171,3,"bassa","Maschio",34,1352,"Si"
2770,"Nave",3,178,3,"alta","Maschio",43,1517,"Si"
2771,"Nave",4,132,4,"media","Femmina",44,1692,"Si"
2772,"Nave",5,249,5,"media","Maschio",26,3897,"Si"
2773,"Nave",3,159,3,"media","Femmina",39,1477,"Si"
2774,"Nave",5,171,3,"alta","Maschio",14,1554,"Si"
2775,"Nave",1,150,3,"bassa","Femmina",43,1831,"Si"
2776,"Nave",1,178,3,"bassa","Maschio",19,1906,"Si"
2777,"Nave",3,192,7,"alta","Femmina",36,3634,"Si"
2778,"Nave",4,214,8,"alta","Femmina",6,2924,"Si"
2779,"Nave",3,225,7,"media","Femmina",17,3516,"Si"
2780,"Nave",4,167,7,"media","Femmina",43,1619,"Si"
2781,"Nave",2,245,4,"media","Maschio",60,2178,"Si"
2782,"Nave",4,138,7,"media","Maschio",65,1530,"Si"
2783,"Nave",4,173,3,"media","Femmina",61,1609,"Si"
2784,"Nave",2,98,3,"media","Femmina",60,1057,"Si"
2785,"Nave",1,231,2,"bassa","Maschio",24,3811,"Si"
2786,"Nave",3,149,7,"media","Femmina",51,1425,"Si"
2787,"Nave",5,206,3,"media","Maschio",21,3746,"Si"
2788,"Nave",4,264,10,"media","Femmina",34,2960,"Si"
2789,"Nave",5,193,2,"media","Femmina",12,3730,"Si"
2790,"Nave",2,263,2,"media","Femmina",51,1657,"Si"
2791,"Nave",5,282,5,"bassa","Maschio",63,1173,"Si"
2792,"Nave",4,193,3,"bassa","Maschio",55,2758,"Si"
2793,"Nave",4,171,3,"media","Femmina",11,1594,"Si"
2794,"Nave",5,212,3,"bassa","Femmina",19,2703,"Si"
2795,"Nave",1,159,2,"bassa","Femmina",44,1213,"Si"
2796,"Nave",2,102,4,"media","Maschio",57,1220,"Si"
2797,"Nave",2,145,2,"media","Femmina",29,1690,"Si"
2798,"Nave",1,225,2,"alta","Femmina",43,2585,"Si"
2799,"Nave",1,174,3,"media","Femmina",12,1358,"Si"
2800,"Nave",3,223,4,"bassa","Femmina",25,3148,"Si"
2801,"Nave",5,185,2,"bassa","Femmina",36,3501,"Si"
2802,"Nave",5,245,3,"media","Maschio",6,2717,"Si"
2803,"Nave",3,99,3,"alta","Maschio",63,1223,"Si"
2804,"Nave",3,141,4,"bassa","Femmina",35,1417,"Si"
2805,"Nave",2,222,2,"media","Femmina",16,2518,"Si"
2806,"Nave",2,192,3,"media","Femmina",64,3233,"Si"
2807,"Nave",1,187,4,"media","Maschio",42,3621,"Si"
2808,"Nave",2,216,2,"bassa","Femmina",26,2431,"Si"
2809,"Nave",2,146,4,"bassa","Maschio",13,1790,"Si"
2810,"Nave",2,207,2,"bassa","Maschio",20,3419,"Si"
2811,"Nave",2,225,2,"bassa","Femmina",6,2010,"Si"
2812,"Nave",4,230,2,"media","Femmina",15,2302,"Si"
2813,"Nave",2,173,3,"media","Femmina",37,1990,"Si"
2814,"Nave",4,127,4,"alta","Maschio",54,1239,"Si"
2815,"Nave",3,214,2,"bassa","Maschio",28,3869,"Si"
2816,"Nave",1,161,3,"bassa","Maschio",59,1454,"Si"
2817,"Nave",2,262,2,"bassa","Femmina",37,3523,"Si"
2818,"Nave",2,157,3,"bassa","Maschio",1,1798,"Si"
2819,"Nave",1,164,3,"media","Femmina",9,1803,"Si"
2820,"Nave",4,174,2,"bassa","Femmina",11,1577,"Si"
2821,"Nave",2,188,4,"media","Maschio",39,2424,"Si"
2822,"Nave",1,141,2,"bassa","Femmina",4,1297,"Si"
2823,"Nave",5,134,2,"media","Maschio",64,1785,"Si"
2824,"Nave",4,147,2,"media","Femmina",65,1738,"Si"
2825,"Nave",1,180,3,"media","Maschio",27,1551,"Si"
2826,"Nave",3,225,2,"media","Maschio",55,2259,"Si"
2827,"Nave",3,172,3,"media","Femmina",11,1522,"Si"
2828,"Nave",2,131,5,"media","Femmina",5,1718,"Si"
2829,"Nave",1,270,4,"bassa","Maschio",47,3487,"Si"
2830,"Nave",4,172,3,"bassa","Maschio",56,1103,"Si"
2831,"Nave",5,198,3,"media","Maschio",33,2129,"Si"
2832,"Nave",2,167,3,"bassa","Maschio",21,1637,"Si"
2833,"Nave",2,168,5,"media","Femmina",1,1885,"Si"
2834,"Nave",1,165,4,"media","Femmina",34,1831,"Si"
2835,"Nave",5,149,6,"media","Maschio",40,1974,"Si"
2836,"Nave",3,186,3,"bassa","Maschio",24,3262,"Si"
2837,"Nave",1,151,2,"bassa","Femmina",47,1682,"Si"
2838,"Nave",5,146,3,"media","Femmina",30,1569,"Si"
2839,"Nave",5,232,2,"bassa","Maschio",54,2526,"Si"
2840,"Nave",1,177,2,"bassa","Femmina",22,1698,"Si"
2841,"Nave",4,149,2,"media","Femmina",19,1665,"Si"
2842,"Nave",2,180,3,"bassa","Maschio",3,1518,"Si"
2843,"Nave",5,172,2,"media","Femmina",40,1446,"Si"
2844,"Nave",2,160,3,"media","Maschio",44,1054,"Si"
2845,"Nave",2,206,2,"media","Femmina",28,2822,"Si"
2846,"Nave",5,146,3,"bassa","Femmina",9,1685,"Si"
2847,"Nave",1,257,2,"bassa","Femmina",24,2130,"Si"
2848,"Nave",5,219,3,"media","Maschio",27,3430,"Si"
2849,"Nave",2,274,2,"media","Maschio",55,3416,"Si"
2850,"Nave",2,177,5,"bassa","Maschio",36,1249,"Si"
2851,"Strada",3,209,2,"media","Maschio",57,3741,"Si"
2852,"Strada",1,207,2,"bassa","Maschio",2,3242,"Si"
2853,"Strada",4,153,3,"bassa","Femmina",27,1613,"Si"
2854,"Strada",4,158,3,"bassa","Femmina",61,1507,"Si"
2855,"Strada",4,261,2,"media","Femmina",52,3340,"Si"
2856,"Strada",1,182,6,"bassa","Maschio",41,2047,"Si"
2857,"Strada",3,128,2,"media","Femmina",53,1530,"Si"
2858,"Strada",1,178,3,"bassa","Maschio",6,1184,"Si"
2859,"Strada",4,198,3,"bassa","Maschio",37,2555,"Si"
2860,"Strada",3,137,3,"media","Maschio",46,1299,"Si"
2861,"Strada",1,168,2,"bassa","Femmina",41,1515,"Si"
2862,"Strada",3,248,4,"bassa","Femmina",36,3276,"Si"
2863,"Strada",2,225,3,"media","Femmina",29,2411,"Si"
2864,"Strada",4,239,2,"bassa","Maschio",35,2107,"Si"
2865,"Strada",4,256,3,"bassa","Femmina",43,3658,"Si"
2866,"Strada",1,109,2,"alta","Maschio",23,1479,"Si"
2867,"Strada",3,274,2,"media","Femmina",59,3436,"Si"
2868,"Strada",4,157,4,"bassa","Femmina",65,1951,"Si"
2869,"Strada",2,125,3,"media","Femmina",12,1212,"Si"
2870,"Strada",5,203,2,"bassa","Femmina",20,2421,"Si"
2871,"Strada",3,120,3,"bassa","Femmina",55,1534,"Si"
2872,"Strada",5,194,4,"media","Femmina",21,2695,"Si"
2873,"Aereo",2,257,4,"alta","Maschio",58,2269,"Si"
2874,"Aereo",4,233,2,"media","Maschio",39,2291,"Si"
2875,"Aereo",2,193,2,"bassa","Femmina",1,2775,"Si"
2876,"Aereo",3,202,6,"bassa","Femmina",34,2936,"Si"
2877,"Aereo",5,270,3,"bassa","Maschio",30,2720,"Si"
2878,"Aereo",5,240,3,"media","Femmina",12,2723,"Si"
2879,"Aereo",2,224,3,"media","Maschio",63,2085,"Si"
2880,"Aereo",1,195,2,"media","Maschio",19,2878,"Si"
2881,"Aereo",2,165,3,"media","Maschio",47,1639,"Si"
2882,"Aereo",1,164,2,"media","Femmina",3,1124,"Si"
2883,"Aereo",1,105,3,"bassa","Maschio",58,1304,"Si"
2884,"Aereo",1,248,3,"bassa","Maschio",9,2616,"Si"
2885,"Aereo",3,269,6,"media","Maschio",62,3950,"Si"
2886,"Aereo",1,253,3,"bassa","Maschio",36,2591,"Si"
2887,"Aereo",1,231,4,"media","Femmina",60,3755,"Si"
2888,"Aereo",1,164,2,"bassa","Femmina",39,1532,"Si"
2889,"Aereo",3,176,3,"media","Maschio",14,1705,"Si"
2890,"Aereo",3,149,3,"media","Maschio",17,1990,"Si"
2891,"Aereo",5,187,5,"media","Maschio",16,3781,"Si"
2892,"Aereo",2,150,2,"bassa","Maschio",53,1319,"Si"
2893,"Aereo",2,190,3,"media","Maschio",18,2715,"Si"
2894,"Aereo",1,226,3,"bassa","Maschio",42,3077,"Si"
2895,"Nave",4,98,2,"bassa","Femmina",32,1539,"Si"
2896,"Nave",5,152,2,"media","Femmina",6,1800,"Si"
2897,"Nave",2,173,2,"media","Maschio",34,1575,"Si"
2898,"Nave",1,160,2,"alta","Femmina",65,1861,"Si"
2899,"Nave",2,180,3,"bassa","Maschio",22,1261,"Si"
2900,"Nave",2,175,2,"media","Femmina",12,1817,"Si"
2901,"Nave",3,274,3,"bassa","Maschio",6,2986,"Si"
2902,"Nave",1,216,4,"bassa","Maschio",4,2263,"Si"
2903,"Nave",2,283,2,"bassa","Femmina",18,3077,"Si"
2904,"Nave",4,192,3,"alta","Femmina",19,2944,"Si"
2905,"Nave",4,236,4,"media","Femmina",43,2584,"Si"
2906,"Nave",2,232,3,"alta","Maschio",46,2835,"Si"
2907,"Nave",3,204,4,"bassa","Femmina",20,3135,"Si"
2908,"Nave",2,138,2,"media","Femmina",46,1436,"Si"
2909,"Nave",4,154,2,"bassa","Maschio",29,1016,"Si"
2910,"Nave",3,244,2,"bassa","Maschio",17,3125,"Si"
2911,"Nave",2,144,3,"media","Femmina",48,1867,"Si"
2912,"Nave",4,274,3,"media","Maschio",19,3076,"Si"
2913,"Nave",2,182,3,"bassa","Femmina",54,3972,"Si"
2914,"Nave",1,250,5,"bassa","Femmina",53,3352,"Si"
2915,"Nave",4,207,2,"media","Femmina",14,2945,"Si"
2916,"Nave",4,242,3,"alta","Maschio",54,3011,"Si"
2917,"Nave",1,154,2,"bassa","Maschio",37,1671,"Si"
2918,"Nave",4,176,3,"media","Maschio",53,1472,"Si"
2919,"Nave",5,252,3,"bassa","Maschio",18,3701,"Si"
2920,"Nave",1,147,3,"media","Maschio",32,1666,"Si"
2921,"Nave",3,157,4,"bassa","Maschio",1,1306,"Si"
2922,"Nave",1,257,2,"media","Maschio",37,3517,"Si"
2923,"Nave",3,172,3,"media","Femmina",6,1261,"Si"
2924,"Nave",3,134,3,"alta","Femmina",22,1629,"Si"
2925,"Nave",2,152,4,"bassa","Femmina",48,1212,"Si"
2926,"Nave",1,161,3,"bassa","Femmina",57,1918,"Si"
2927,"Nave",1,269,3,"bassa","Maschio",47,3033,"Si"
2928,"Nave",3,164,2,"media","Maschio",64,1689,"Si"
2929,"Nave",3,114,6,"media","Femmina",60,1746,"Si"
2930,"Nave",5,213,6,"bassa","Maschio",7,2709,"Si"
2931,"Nave",4,255,3,"media","Femmina",60,2777,"Si"
2932,"Nave",3,135,3,"media","Femmina",28,1329,"Si"
2933,"Nave",2,155,3,"media","Femmina",7,1434,"Si"
2934,"Nave",3,273,4,"media","Femmina",32,2532,"Si"
2935,"Nave",3,135,3,"bassa","Femmina",15,1008,"Si"
2936,"Nave",4,170,3,"bassa","Maschio",29,1188,"Si"
2937,"Nave",4,138,5,"media","Femmina",15,1181,"Si"
2938,"Nave",2,213,4,"bassa","Maschio",53,3502,"Si"
2939,"Nave",5,156,5,"alta","Femmina",55,1619,"Si"
2940,"Nave",1,139,2,"bassa","Maschio",47,1241,"Si"
2941,"Nave",1,263,3,"media","Maschio",6,2715,"Si"
2942,"Nave",3,160,4,"bassa","Femmina",53,1850,"Si"
2943,"Nave",3,148,2,"bassa","Maschio",39,1402,"Si"
2944,"Nave",3,259,3,"alta","Maschio",45,3761,"Si"
2945,"Nave",4,273,3,"bassa","Femmina",60,3384,"Si"
2946,"Nave",2,212,3,"media","Femmina",9,2521,"Si"
2947,"Nave",5,144,6,"bassa","Femmina",46,1110,"Si"
2948,"Nave",2,193,3,"media","Maschio",64,2867,"Si"
2949,"Nave",2,198,3,"bassa","Femmina",44,3706,"Si"
2950,"Nave",5,207,4,"bassa","Femmina",45,3770,"Si"
2951,"Nave",1,236,4,"bassa","Femmina",10,2030,"Si"
2952,"Nave",2,165,3,"bassa","Maschio",7,1702,"Si"
2953,"Nave",3,162,3,"bassa","Maschio",3,1693,"Si"
2954,"Nave",2,184,3,"bassa","Femmina",63,3609,"Si"
2955,"Nave",5,145,2,"media","Maschio",48,1834,"Si"
2956,"Nave",3,228,2,"media","Maschio",27,3473,"Si"
2957,"Nave",5,213,2,"alta","Maschio",12,2522,"Si"
2958,"Nave",2,146,3,"media","Femmina",1,1162,"Si"
2959,"Nave",2,220,3,"alta","Femmina",39,2459,"Si"
2960,"Nave",4,231,3,"media","Femmina",49,3441,"Si"
2961,"Nave",4,212,8,"bassa","Femmina",56,3337,"Si"
2962,"Nave",3,202,3,"bassa","Femmina",48,2213,"Si"
2963,"Nave",5,208,8,"bassa","Maschio",39,2905,"Si"
2964,"Nave",3,200,3,"bassa","Maschio",46,2460,"Si"
2965,"Nave",2,250,3,"bassa","Femmina",37,2736,"Si"
2966,"Nave",5,126,2,"bassa","Femmina",29,1192,"Si"
2967,"Nave",1,222,4,"media","Femmina",42,2762,"Si"
2968,"Nave",2,236,4,"bassa","Femmina",61,3140,"Si"
2969,"Nave",3,165,3,"bassa","Maschio",4,1484,"Si"
2970,"Nave",4,162,3,"bassa","Maschio",17,1700,"Si"
2971,"Nave",3,184,3,"bassa","Femmina",37,3436,"Si"
2972,"Nave",3,145,2,"media","Maschio",6,1965,"Si"
2973,"Nave",4,228,2,"media","Maschio",46,3306,"Si"
2974,"Nave",3,213,2,"alta","Femmina",27,2581,"Si"
2975,"Nave",3,146,3,"media","Maschio",18,1289,"Si"
2976,"Nave",1,220,3,"alta","Maschio",2,3886,"Si"
2977,"Nave",4,231,3,"media","Maschio",39,3792,"Si"
2978,"Nave",4,212,8,"bassa","Femmina",34,2750,"Si"
2979,"Nave",5,202,3,"bassa","Femmina",38,2651,"Si"
2980,"Nave",2,208,8,"bassa","Maschio",62,3450,"Si"
2981,"Nave",3,200,3,"bassa","Maschio",4,3791,"Si"
2982,"Nave",1,250,3,"bassa","Femmina",8,3617,"Si"
2983,"Nave",5,126,2,"bassa","Femmina",63,1141,"Si"
2984,"Nave",3,222,4,"media","Maschio",49,3697,"Si"
2985,"Nave",3,273,6,"bassa","Maschio",6,1771,"Si"
2986,"Nave",5,161,4,"media","Femmina",20,1338,"Si"
2987,"Nave",1,236,3,"media","Femmina",10,1347,"Si"
2988,"Strada",3,281,5,"media","Femmina",8,1864,"Si"
2989,"Strada",3,168,4,"bassa","Maschio",7,1298,"Si"
2990,"Strada",1,206,4,"bassa","Maschio",62,1137,"Si"
2991,"Strada",1,144,4,"alta","Maschio",5,1294,"Si"
2992,"Strada",3,239,5,"media","Femmina",19,2988,"Si"
2993,"Strada",5,129,3,"media","Femmina",52,1513,"Si"
2994,"Strada",5,201,4,"media","Maschio",46,3498,"Si"
2995,"Strada",5,160,3,"media","Maschio",55,1911,"Si"
2996,"Strada",5,130,6,"bassa","Femmina",60,1971,"Si"
2997,"Strada",1,132,4,"media","Maschio",58,1067,"Si"
2998,"Strada",2,185,4,"media","Femmina",36,2583,"Si"
2999,"Strada",1,271,4,"bassa","Femmina",4,2718,"Si"
3000,"Strada",2,168,2,"media","Maschio",20,1539,"Si"
3001,"Strada",5,154,3,"media","Femmina",50,1389,"Si"
3002,"Strada",3,203,3,"bassa","Maschio",4,3114,"Si"
3003,"Strada",1,274,3,"bassa","Maschio",4,2087,"Si"
3004,"Strada",4,280,4,"bassa","Femmina",19,3298,"Si"
3005,"Strada",5,196,2,"bassa","Maschio",51,3151,"Si"
3006,"Strada",2,159,3,"media","Femmina",63,1675,"Si"
3007,"Strada",4,269,3,"media","Maschio",15,2522,"Si"
3008,"Strada",3,161,3,"bassa","Femmina",52,1199,"Si"
3009,"Strada",1,159,2,"media","Femmina",44,1806,"Si"
3010,"Aereo",4,147,6,"media","Femmina",21,1145,"Si"
3011,"Aereo",3,214,2,"media","Femmina",4,3754,"Si"
3012,"Aereo",5,157,4,"media","Femmina",12,1038,"Si"
3013,"Aereo",5,147,2,"media","Maschio",19,1936,"Si"
3014,"Aereo",4,182,3,"media","Femmina",11,3545,"Si"
3015,"Aereo",5,188,2,"bassa","Femmina",12,2711,"Si"
3016,"Aereo",1,104,2,"bassa","Maschio",1,1021,"Si"
3017,"Aereo",5,195,3,"bassa","Maschio",55,2641,"Si"
3018,"Aereo",1,235,2,"alta","Maschio",64,2107,"Si"
3019,"Aereo",5,219,2,"media","Femmina",21,3830,"Si"
3020,"Aereo",5,253,2,"bassa","Femmina",36,3389,"Si"
3021,"Aereo",3,253,4,"media","Femmina",57,2489,"Si"
3022,"Aereo",1,167,3,"bassa","Maschio",42,1197,"Si"
3023,"Aereo",2,211,2,"bassa","Femmina",39,2520,"Si"
