"","default","CODE_GENDER","FLAG_OWN_CAR","FLAG_OWN_REALTY","CNT_CHILDREN","AMT_INCOME_TOTAL","AMT_CREDIT","NAME_INCOME_TYPE","NAME_EDUCATION_TYPE","NAME_FAMILY_STATUS","NAME_HOUSING_TYPE","OCCUPATION_TYPE"
"2441",0,"M","N","Y",1,157500,922666.5,"Working","Higher education","Separated","House / apartment",""
"2442",0,"F","N","Y",1,103500,269550,"Working","Secondary / secondary special","Married","House / apartment","Core staff"
"2443",0,"F","Y","Y",0,337500,1288350,"Commercial associate","Higher education","Married","House / apartment","Core staff"
"2444",0,"M","Y","N",1,292500,341280,"Working","Secondary / secondary special","Married","House / apartment","Laborers"
"2445",0,"F","N","N",0,107550,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment","Accountants"
"2446",0,"F","N","Y",0,67500,517500,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2447",0,"F","N","Y",0,112500,585000,"Working","Secondary / secondary special","Married","House / apartment","Sales staff"
"2448",0,"F","N","Y",2,202500,273636,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment","Laborers"
"2449",0,"F","N","Y",0,135000,467257.5,"Working","Secondary / secondary special","Married","House / apartment",""
"2450",0,"F","N","Y",0,72000,675000,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2451",0,"M","Y","Y",0,211500,497520,"Commercial associate","Higher education","Separated","With parents",""
"2452",0,"M","N","Y",0,184500,225000,"State servant","Secondary / secondary special","Single / not married","House / apartment","Core staff"
"2453",0,"F","Y","Y",0,112500,509400,"Working","Secondary / secondary special","Civil marriage","House / apartment",""
"2454",0,"M","Y","Y",0,225000,9e+05,"Working","Secondary / secondary special","Married","House / apartment","Laborers"
"2455",0,"F","N","N",0,112500,508495.5,"Working","Secondary / secondary special","Married","House / apartment","Sales staff"
"2456",0,"F","N","Y",0,135000,1355346,"State servant","Secondary / secondary special","Married","Municipal apartment",""
"2457",0,"F","N","Y",0,157500,819432,"Commercial associate","Higher education","Single / not married","House / apartment","Laborers"
"2458",0,"M","Y","N",0,202500,568800,"Commercial associate","Secondary / secondary special","Separated","House / apartment","Laborers"
"2459",0,"F","N","Y",0,99000,50940,"Commercial associate","Secondary / secondary special","Married","With parents","Sales staff"
"2460",0,"F","N","Y",0,135000,225000,"Commercial associate","Incomplete higher","Civil marriage","House / apartment","Core staff"
"2461",0,"F","Y","N",0,67500,360000,"Working","Secondary / secondary special","Married","Municipal apartment",""
"2462",0,"F","N","Y",0,202500,314100,"Commercial associate","Secondary / secondary special","Married","House / apartment","Secretaries"
"2463",0,"M","Y","Y",1,225000,543915,"Commercial associate","Secondary / secondary special","Married","House / apartment","Core staff"
"2464",0,"M","N","N",0,202500,263686.5,"Working","Secondary / secondary special","Married","House / apartment","Managers"
"2465",0,"F","N","Y",1,180000,562491,"Working","Secondary / secondary special","Civil marriage","House / apartment","Medicine staff"
"2466",0,"F","N","N",0,112500,315000,"Commercial associate","Secondary / secondary special","Married","House / apartment","Sales staff"
"2467",0,"F","N","Y",0,247500,254700,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2468",0,"F","N","N",0,90000,540000,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2469",0,"F","N","Y",0,180000,1724220,"Commercial associate","Secondary / secondary special","Married","House / apartment",""
"2470",0,"M","N","N",1,360000,1381113,"Working","Secondary / secondary special","Married","House / apartment","Laborers"
"2471",0,"F","N","N",0,117000,269550,"Pensioner","Secondary / secondary special","Widow","House / apartment",""
"2472",0,"F","N","N",0,65250,139500,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2473",0,"M","Y","Y",1,202500,239850,"Working","Incomplete higher","Married","House / apartment","Laborers"
"2474",0,"F","N","Y",1,405000,1762110,"Commercial associate","Secondary / secondary special","Separated","House / apartment","Sales staff"
"2475",0,"F","N","Y",0,270000,603000,"Working","Higher education","Widow","House / apartment","Core staff"
"2476",0,"M","Y","N",0,180000,450000,"State servant","Secondary / secondary special","Civil marriage","Office apartment","Drivers"
"2477",0,"M","Y","Y",0,180000,1724220,"Working","Secondary / secondary special","Married","House / apartment","Security staff"
"2478",0,"F","N","N",0,157500,1204623,"Working","Secondary / secondary special","Married","House / apartment","Sales staff"
"2479",0,"M","N","N",0,450000,1258650,"Commercial associate","Incomplete higher","Married","House / apartment","Managers"
"2480",0,"M","Y","Y",0,112500,225000,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2481",0,"M","N","N",0,67500,225000,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2482",0,"F","Y","Y",2,135000,539100,"Working","Incomplete higher","Married","House / apartment","Managers"
"2483",0,"F","N","Y",0,67500,373500,"Working","Secondary / secondary special","Married","House / apartment","Medicine staff"
"2484",0,"F","N","N",1,135000,671652,"Working","Secondary / secondary special","Married","House / apartment","Core staff"
"2485",0,"F","N","Y",0,112500,688500,"Commercial associate","Secondary / secondary special","Married","House / apartment",""
"2486",0,"F","N","Y",0,67500,153576,"Working","Secondary / secondary special","Married","House / apartment",""
"2487",0,"F","N","Y",1,72000,284400,"Working","Secondary / secondary special","Separated","House / apartment","Sales staff"
"2488",0,"F","Y","Y",0,270000,645903,"Working","Secondary / secondary special","Civil marriage","House / apartment",""
"2489",0,"F","N","N",0,135000,225000,"Commercial associate","Higher education","Married","House / apartment","Core staff"
"2490",0,"M","N","Y",0,225000,9e+05,"Working","Secondary / secondary special","Married","House / apartment","Core staff"
"2491",0,"F","N","N",0,135000,808650,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2492",0,"F","Y","Y",0,85500,679500,"Working","Secondary / secondary special","Married","House / apartment","High skill tech staff"
"2493",0,"F","N","Y",0,135000,675000,"Working","Higher education","Separated","House / apartment",""
"2494",0,"F","N","Y",0,180000,780363,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2495",0,"F","N","Y",0,135000,715095,"Working","Secondary / secondary special","Married","House / apartment","Sales staff"
"2496",0,"F","N","Y",1,112500,646920,"Commercial associate","Secondary / secondary special","Civil marriage","Municipal apartment",""
"2497",0,"F","Y","N",0,157500,508495.5,"Pensioner","Secondary / secondary special","Separated","House / apartment",""
"2498",0,"F","N","Y",0,81000,158301,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",""
"2499",0,"F","N","Y",1,90000,125136,"Working","Higher education","Single / not married","House / apartment","Laborers"
"2500",0,"M","N","Y",0,135000,448056,"Working","Secondary / secondary special","Separated","House / apartment","Drivers"
"2501",0,"M","N","Y",1,112500,94500,"Working","Secondary / secondary special","Married","House / apartment","Sales staff"
"2502",0,"M","N","Y",0,396000,1102500,"Working","Secondary / secondary special","Civil marriage","With parents","Laborers"
"2503",0,"F","N","N",1,238500,1125000,"Working","Higher education","Married","House / apartment","Managers"
"2504",0,"F","N","Y",0,76500,163201.5,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2505",0,"M","Y","N",2,81000,67500,"Working","Secondary / secondary special","Married","House / apartment","Laborers"
"2506",0,"F","N","N",2,108000,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment","Core staff"
"2507",0,"F","N","Y",0,180000,315000,"Working","Higher education","Married","House / apartment","Sales staff"
"2508",0,"F","Y","N",0,180000,1125000,"Commercial associate","Secondary / secondary special","Married","House / apartment","Managers"
"2509",0,"F","N","Y",1,112500,810000,"Commercial associate","Secondary / secondary special","Married","House / apartment","Sales staff"
"2510",0,"M","Y","Y",0,450000,1546020,"Working","Secondary / secondary special","Married","House / apartment","Laborers"
"2511",0,"M","N","Y",0,135000,360000,"Working","Secondary / secondary special","Married","House / apartment","Sales staff"
"2512",0,"F","Y","Y",0,135000,282690,"Working","Secondary / secondary special","Married","House / apartment",""
"2513",0,"M","Y","N",2,279000,675000,"Commercial associate","Higher education","Married","House / apartment",""
"2514",0,"M","Y","N",1,157500,225000,"Working","Secondary / secondary special","Married","With parents","Sales staff"
"2515",0,"M","N","Y",0,76500,675000,"Working","Secondary / secondary special","Married","House / apartment","Drivers"
"2516",0,"F","N","Y",0,76500,221832,"Working","Incomplete higher","Single / not married","House / apartment",""
"2517",0,"F","N","Y",0,67500,341280,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2518",0,"M","Y","Y",1,495000,497520,"Working","Higher education","Married","House / apartment","Managers"
"2519",0,"F","N","N",0,103500,675000,"Working","Secondary / secondary special","Married","House / apartment","Cleaning staff"
"2520",0,"M","Y","Y",0,157500,312768,"Commercial associate","Secondary / secondary special","Married","House / apartment","Low-skill Laborers"
"2521",0,"F","N","Y",0,157500,254700,"Pensioner","Secondary / secondary special","Widow","House / apartment",""
"2522",0,"F","N","Y",0,135000,367389,"Working","Secondary / secondary special","Separated","House / apartment","Laborers"
"2523",0,"F","N","Y",0,108000,578619,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2524",0,"F","N","Y",3,180000,592560,"State servant","Secondary / secondary special","Married","House / apartment","Core staff"
"2525",0,"F","Y","Y",0,67500,380533.5,"Commercial associate","Higher education","Married","House / apartment","Managers"
"2526",0,"F","Y","N",0,180000,548770.5,"Working","Secondary / secondary special","Married","House / apartment","Laborers"
"2527",0,"F","N","Y",1,292500,755190,"Commercial associate","Secondary / secondary special","Married","House / apartment","High skill tech staff"
"2528",0,"F","N","Y",0,112500,225000,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2529",0,"M","N","N",0,135000,337500,"State servant","Higher education","Single / not married","With parents","Laborers"
"2530",0,"F","N","N",0,90000,454500,"Working","Secondary / secondary special","Single / not married","House / apartment",""
"2531",0,"F","N","Y",0,135000,239850,"Pensioner","Higher education","Married","House / apartment",""
"2532",0,"F","N","Y",0,141750,450000,"Working","Secondary / secondary special","Widow","House / apartment",""
"2533",0,"F","Y","Y",0,157500,398160,"Working","Secondary / secondary special","Married","House / apartment",""
"2534",0,"F","Y","N",2,202500,675000,"Working","Secondary / secondary special","Married","House / apartment","High skill tech staff"
"2535",0,"F","N","Y",0,81000,171000,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2536",0,"F","N","Y",0,112500,601470,"State servant","Higher education","Single / not married","Office apartment","Medicine staff"
"2537",0,"F","N","Y",0,166500,270000,"Commercial associate","Secondary / secondary special","Married","House / apartment","Sales staff"
"2538",0,"M","Y","Y",0,81000,675000,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",""
"2539",0,"M","Y","Y",0,225000,1082214,"Working","Secondary / secondary special","Married","House / apartment","Drivers"
"2540",0,"M","N","Y",0,135000,247500,"Pensioner","Higher education","Married","House / apartment",""
"2541",0,"F","N","Y",1,67500,238896,"Working","Secondary / secondary special","Single / not married","House / apartment","Sales staff"
"2542",0,"F","N","Y",0,90000,526491,"Working","Secondary / secondary special","Widow","House / apartment","Laborers"
"2543",0,"F","N","Y",0,211500,513531,"Pensioner","Secondary / secondary special","Widow","House / apartment",""
"2544",0,"F","N","Y",1,45000,255960,"Working","Secondary / secondary special","Married","House / apartment","Core staff"
"2545",0,"F","N","Y",2,135000,239850,"Commercial associate","Secondary / secondary special","Married","House / apartment","Private service staff"
"2546",0,"M","N","Y",0,211500,1762110,"Commercial associate","Secondary / secondary special","Married","House / apartment","Managers"
"2547",0,"M","N","Y",1,135000,720000,"Working","Secondary / secondary special","Married","House / apartment","Drivers"
"2548",0,"F","N","Y",0,135000,540000,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",""
"2549",0,"M","Y","Y",0,225000,518562,"Pensioner","Higher education","Married","House / apartment",""
"2550",0,"F","Y","Y",2,63000,490536,"State servant","Secondary / secondary special","Married","House / apartment","Core staff"
"2551",0,"F","N","Y",0,157500,1354500,"Commercial associate","Secondary / secondary special","Married","House / apartment","High skill tech staff"
"2552",0,"M","N","Y",0,234000,457119,"Working","Secondary / secondary special","Single / not married","Rented apartment","Low-skill Laborers"
"2553",0,"F","N","Y",0,157500,805536,"Working","Secondary / secondary special","Married","House / apartment","Accountants"
"2554",0,"F","Y","Y",1,112500,344043,"Working","Secondary / secondary special","Married","House / apartment","Laborers"
"2555",0,"F","N","Y",0,54000,288873,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",""
"2556",0,"F","N","Y",0,112500,119925,"Pensioner","Higher education","Widow","House / apartment",""
"2557",0,"F","Y","Y",0,180000,1017544.5,"Working","Higher education","Married","House / apartment","Managers"
"2558",0,"M","N","Y",0,112500,1113840,"Working","Secondary / secondary special","Married","House / apartment","Laborers"
"2559",0,"M","N","N",1,360000,1264873.5,"State servant","Secondary / secondary special","Married","With parents","Core staff"
"2560",0,"F","N","Y",0,297000,611577,"Working","Incomplete higher","Single / not married","House / apartment",""
"2561",0,"F","N","Y",0,139500,1125000,"Working","Secondary / secondary special","Civil marriage","House / apartment","Laborers"
"2562",0,"F","N","Y",0,76500,360000,"Working","Secondary / secondary special","Married","House / apartment","Medicine staff"
"2563",0,"F","N","N",0,90000,263686.5,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",""
"2564",0,"M","Y","Y",0,135000,360000,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2565",0,"F","N","Y",1,157500,781920,"Working","Secondary / secondary special","Married","House / apartment","Cooking staff"
"2566",0,"F","N","N",0,157500,229230,"Pensioner","Secondary / secondary special","Widow","House / apartment",""
"2567",0,"F","N","N",0,247500,1546020,"Commercial associate","Higher education","Single / not married","House / apartment","Managers"
"2568",0,"F","N","Y",1,115200,354276,"Commercial associate","Secondary / secondary special","Married","House / apartment","Sales staff"
"2569",0,"F","N","Y",0,112500,203760,"Commercial associate","Higher education","Civil marriage","House / apartment","Cooking staff"
"2570",0,"M","N","N",0,225000,9e+05,"Commercial associate","Secondary / secondary special","Married","House / apartment","Drivers"
"2571",0,"M","N","N",0,67500,247536,"Pensioner","Higher education","Married","House / apartment",""
"2572",0,"M","Y","Y",0,157500,313438.5,"Working","Higher education","Married","House / apartment","Laborers"
"2573",0,"F","N","Y",1,225000,1462720.5,"State servant","Secondary / secondary special","Married","House / apartment","Cooking staff"
"2574",0,"M","N","Y",1,315000,1350000,"Working","Secondary / secondary special","Married","House / apartment","Laborers"
"2575",0,"F","N","Y",0,72000,78192,"Working","Secondary / secondary special","Single / not married","House / apartment","Sales staff"
"2576",0,"F","N","Y",0,90000,781920,"Pensioner","Lower secondary","Married","House / apartment",""
"2577",0,"F","N","Y",0,247500,450000,"Commercial associate","Higher education","Single / not married","House / apartment",""
"2578",0,"M","N","Y",1,103500,432661.5,"Working","Higher education","Separated","House / apartment","Security staff"
"2579",0,"F","N","Y",0,427500,450000,"Working","Secondary / secondary special","Separated","House / apartment","Managers"
"2580",0,"M","N","Y",0,126000,203760,"Working","Higher education","Married","House / apartment",""
"2581",0,"F","N","Y",0,117000,459000,"Working","Secondary / secondary special","Married","Municipal apartment","Security staff"
"2582",0,"F","N","N",0,157500,170640,"Commercial associate","Higher education","Married","House / apartment","Core staff"
"2583",0,"M","N","N",0,58500,254700,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",""
"2584",0,"M","Y","Y",0,112500,148365,"Working","Secondary / secondary special","Married","House / apartment","Drivers"
"2585",0,"M","Y","Y",2,112500,381528,"Working","Secondary / secondary special","Married","House / apartment",""
"2586",0,"F","N","N",0,216000,544500,"State servant","Secondary / secondary special","Married","With parents","Core staff"
"2587",0,"F","Y","Y",0,90000,177903,"Working","Secondary / secondary special","Civil marriage","House / apartment","High skill tech staff"
"2588",0,"F","N","Y",0,103500,643500,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",""
"2589",0,"F","N","Y",0,166500,373311,"State servant","Higher education","Widow","House / apartment","Core staff"
"2590",0,"F","N","Y",2,135000,792346.5,"Working","Incomplete higher","Married","House / apartment","Core staff"
"2591",0,"F","N","Y",0,180000,216000,"Working","Secondary / secondary special","Single / not married","House / apartment","Laborers"
"2592",0,"M","Y","Y",0,180000,808650,"Pensioner","Higher education","Married","House / apartment",""
"2593",0,"M","Y","N",2,315000,1800000,"State servant","Higher education","Married","House / apartment","Managers"
"2594",0,"F","N","Y",0,45000,127350,"Working","Secondary / secondary special","Widow","House / apartment",""
"2595",0,"F","N","Y",0,135000,755190,"Working","Secondary / secondary special","Widow","Rented apartment","Sales staff"
"2596",0,"F","N","N",2,90000,257562,"Working","Higher education","Married","House / apartment",""
"2597",0,"M","Y","N",0,157500,473760,"Working","Secondary / secondary special","Married","House / apartment","Drivers"
"2598",0,"M","N","Y",0,270000,239850,"State servant","Incomplete higher","Civil marriage","House / apartment",""
"2599",0,"F","Y","Y",2,159750,684657,"Working","Secondary / secondary special","Married","House / apartment","Sales staff"
"2600",0,"M","N","Y",0,90000,675000,"Working","Higher education","Single / not married","House / apartment",""
"2601",0,"F","Y","Y",0,126000,270126,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2602",0,"F","N","N",0,76500,412560,"Working","Secondary / secondary special","Married","House / apartment","Laborers"
"2603",0,"F","N","Y",1,135000,189000,"Working","Secondary / secondary special","Single / not married","House / apartment","Sales staff"
"2604",0,"F","N","N",0,180000,781920,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2605",0,"F","N","N",0,162000,225000,"Working","Secondary / secondary special","Married","House / apartment",""
"2606",0,"M","N","Y",1,193500,441000,"Commercial associate","Incomplete higher","Married","House / apartment","Sales staff"
"2607",0,"F","N","Y",0,112500,225000,"Working","Secondary / secondary special","Married","House / apartment","Laborers"
"2608",0,"F","N","Y",0,90000,808650,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2609",0,"F","Y","N",0,90000,272520,"Working","Higher education","Civil marriage","House / apartment","Accountants"
"2610",0,"F","N","Y",1,270000,1528200,"Pensioner","Higher education","Single / not married","House / apartment",""
"2611",0,"M","Y","N",0,90000,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",""
"2612",0,"F","N","N",1,103500,207396,"Working","Secondary / secondary special","Married","Municipal apartment","Laborers"
"2613",0,"F","N","Y",0,405000,2102490,"Commercial associate","Higher education","Widow","House / apartment",""
"2614",0,"M","Y","Y",0,157500,495351,"Working","Higher education","Civil marriage","House / apartment","Laborers"
"2615",0,"M","N","N",0,58500,119925,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2616",0,"F","Y","Y",0,279000,1125000,"Working","Higher education","Married","House / apartment","Accountants"
"2617",0,"M","Y","N",0,247500,971280,"Working","Secondary / secondary special","Single / not married","House / apartment","Drivers"
"2618",0,"M","N","N",0,225000,266832,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2619",0,"F","N","Y",2,135000,454500,"Working","Secondary / secondary special","Married","House / apartment",""
"2620",0,"F","Y","Y",1,261000,314100,"State servant","Higher education","Married","House / apartment","Accountants"
"2621",0,"F","N","Y",1,112500,314100,"Working","Secondary / secondary special","Married","House / apartment","Medicine staff"
"2622",0,"M","Y","Y",1,450000,1113840,"Working","Higher education","Married","House / apartment","Laborers"
"2623",0,"F","N","Y",0,144000,508495.5,"Working","Secondary / secondary special","Married","House / apartment","Sales staff"
"2624",0,"M","Y","Y",0,189000,654498,"Working","Lower secondary","Married","House / apartment","Laborers"
"2625",0,"F","N","N",1,112500,450000,"State servant","Incomplete higher","Married","House / apartment","Medicine staff"
"2626",0,"F","N","Y",0,112500,211500,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",""
"2627",0,"M","Y","N",2,360000,810000,"Commercial associate","Secondary / secondary special","Married","House / apartment","Drivers"
"2628",0,"M","Y","Y",0,270000,1011955.5,"State servant","Secondary / secondary special","Married","House / apartment","Drivers"
"2629",0,"F","Y","Y",0,157500,684657,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment","Private service staff"
"2630",0,"F","N","Y",0,90000,808650,"Working","Incomplete higher","Single / not married","House / apartment","High skill tech staff"
"2631",0,"M","N","N",0,247500,545040,"Working","Secondary / secondary special","Single / not married","House / apartment","Realty agents"
"2632",0,"F","N","Y",0,112500,781920,"Pensioner","Secondary / secondary special","Separated","House / apartment",""
"2633",0,"F","N","Y",0,225000,781695,"Working","Secondary / secondary special","Civil marriage","House / apartment","Laborers"
"2634",0,"M","Y","N",0,315000,291915,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2635",0,"F","N","Y",0,81000,540000,"Commercial associate","Secondary / secondary special","Widow","House / apartment","Laborers"
"2636",0,"F","N","N",1,180000,568908,"State servant","Secondary / secondary special","Married","House / apartment","Accountants"
"2637",0,"M","Y","Y",0,225000,454500,"Working","Higher education","Married","House / apartment","Core staff"
"2638",0,"M","N","N",0,135000,521280,"Working","Secondary / secondary special","Married","House / apartment","Drivers"
"2639",0,"F","N","Y",0,67500,318411,"Working","Secondary / secondary special","Single / not married","House / apartment","Cleaning staff"
"2640",0,"M","Y","Y",0,405000,848745,"Working","Secondary / secondary special","Married","House / apartment","Laborers"
"2641",0,"F","N","N",3,112500,216000,"Working","Secondary / secondary special","Married","House / apartment","Laborers"
"2642",0,"F","N","N",0,173700,494550,"Working","Secondary / secondary special","Separated","House / apartment",""
"2643",0,"M","N","Y",0,171000,278460,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2644",0,"F","N","N",0,112500,9e+05,"Working","Secondary / secondary special","Married","House / apartment","Private service staff"
"2645",0,"F","N","Y",0,193500,961609.5,"Working","Secondary / secondary special","Civil marriage","House / apartment","Cleaning staff"
"2646",0,"F","Y","Y",0,810000,1575000,"Working","Secondary / secondary special","Civil marriage","House / apartment",""
"2647",0,"F","Y","Y",0,157500,225000,"Working","Secondary / secondary special","Single / not married","House / apartment","Medicine staff"
"2648",0,"F","N","Y",0,112500,417024,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2649",0,"F","N","N",0,108000,9e+05,"State servant","Secondary / secondary special","Married","House / apartment","Medicine staff"
"2650",0,"F","N","Y",0,157500,1053000,"Working","Secondary / secondary special","Married","House / apartment",""
"2651",0,"F","N","N",0,144000,755190,"Pensioner","Secondary / secondary special","Civil marriage","Municipal apartment",""
"2652",0,"M","Y","N",1,270000,957033,"Commercial associate","Secondary / secondary special","Married","Office apartment","Managers"
"2653",0,"F","N","Y",0,144000,808650,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2654",0,"M","N","Y",1,135000,171841.5,"Commercial associate","Secondary / secondary special","Married","House / apartment","Drivers"
"2655",0,"F","Y","Y",0,247500,9e+05,"Working","Higher education","Married","House / apartment","Core staff"
"2656",0,"M","Y","Y",1,360000,1428408,"Commercial associate","Higher education","Married","House / apartment","Managers"
"2657",0,"M","N","Y",0,243000,514602,"Working","Secondary / secondary special","Civil marriage","House / apartment","Laborers"
"2658",0,"M","Y","N",2,180000,1762110,"Working","Secondary / secondary special","Married","House / apartment","Laborers"
"2659",0,"F","N","N",0,427500,1350000,"Commercial associate","Higher education","Married","With parents","Managers"
"2660",0,"F","N","N",1,270000,1984500,"Commercial associate","Higher education","Married","House / apartment","Core staff"
"2661",0,"F","Y","Y",1,157500,1125000,"Working","Incomplete higher","Civil marriage","House / apartment",""
"2662",0,"M","Y","Y",0,283500,327024,"Commercial associate","Secondary / secondary special","Married","House / apartment","Drivers"
"2663",0,"M","Y","N",1,207000,1125000,"Working","Higher education","Married","House / apartment","Laborers"
"2664",0,"F","Y","Y",1,157500,225000,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",""
"2665",0,"M","N","N",0,99000,193500,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2666",0,"F","N","Y",0,166500,495985.5,"Working","Secondary / secondary special","Married","Municipal apartment","Medicine staff"
"2667",0,"F","N","Y",0,90000,239850,"Commercial associate","Higher education","Civil marriage","With parents","Sales staff"
"2668",0,"F","N","Y",1,135000,640080,"Working","Secondary / secondary special","Civil marriage","House / apartment",""
"2669",0,"F","N","Y",0,220500,788103,"Working","Secondary / secondary special","Widow","House / apartment","Laborers"
"2670",0,"F","N","Y",0,72000,508495.5,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2671",0,"M","Y","Y",2,450000,473760,"Commercial associate","Higher education","Married","House / apartment","Managers"
"2672",0,"M","Y","N",0,175500,755190,"Commercial associate","Secondary / secondary special","Married","House / apartment","High skill tech staff"
"2673",0,"F","Y","Y",0,90000,254700,"Working","Secondary / secondary special","Civil marriage","House / apartment","Laborers"
"2674",0,"F","N","N",0,157500,521280,"Commercial associate","Incomplete higher","Single / not married","House / apartment","Accountants"
"2675",0,"F","N","Y",1,81000,540000,"Working","Secondary / secondary special","Single / not married","Municipal apartment","Sales staff"
"2676",0,"F","N","N",0,67500,152820,"Commercial associate","Secondary / secondary special","Married","House / apartment",""
"2677",0,"F","N","Y",1,202500,948582,"Working","Higher education","Married","House / apartment",""
"2678",0,"F","N","N",0,270000,1800000,"Commercial associate","Higher education","Married","House / apartment","Sales staff"
"2679",0,"F","N","Y",0,112500,688500,"Working","Secondary / secondary special","Married","House / apartment","Sales staff"
"2680",0,"F","N","Y",0,351000,1288350,"State servant","Secondary / secondary special","Separated","House / apartment","Medicine staff"
"2681",0,"F","N","N",0,112500,592560,"Working","Higher education","Single / not married","House / apartment","Core staff"
"2682",0,"M","N","Y",0,315000,534204,"Commercial associate","Higher education","Single / not married","House / apartment","Laborers"
"2683",0,"M","N","Y",2,135000,436032,"Commercial associate","Secondary / secondary special","Married","House / apartment","High skill tech staff"
"2684",0,"F","N","Y",0,180000,808650,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",""
"2685",0,"F","N","N",0,180000,610335,"Working","Secondary / secondary special","Married","House / apartment","Accountants"
"2686",0,"F","N","N",2,112500,521280,"Working","Higher education","Single / not married","House / apartment","Accountants"
"2687",0,"F","N","Y",0,135000,272578.5,"State servant","Incomplete higher","Married","House / apartment",""
"2688",0,"F","N","Y",1,180000,472500,"Commercial associate","Higher education","Separated","House / apartment","Laborers"
"2689",0,"F","N","N",2,63000,113760,"Working","Secondary / secondary special","Single / not married","Municipal apartment","Security staff"
"2690",0,"M","Y","Y",2,261000,1061599.5,"Working","Secondary / secondary special","Married","House / apartment","Laborers"
"2691",0,"M","Y","Y",1,675000,1546020,"Commercial associate","Secondary / secondary special","Married","House / apartment","High skill tech staff"
"2692",0,"M","N","Y",0,157500,360000,"Working","Secondary / secondary special","Married","House / apartment","High skill tech staff"
"2693",0,"F","Y","N",0,324000,450000,"Working","Higher education","Married","House / apartment","Managers"
"2694",0,"M","Y","N",1,90000,412942.5,"Working","Secondary / secondary special","Single / not married","House / apartment","Laborers"
"2695",0,"F","N","Y",1,144000,363190.5,"Working","Secondary / secondary special","Married","House / apartment","Cleaning staff"
"2696",0,"F","Y","N",0,112500,393543,"Working","Higher education","Married","Municipal apartment","Medicine staff"
"2697",0,"M","N","Y",0,157500,130320,"Working","Higher education","Single / not married","House / apartment","Laborers"
"2698",0,"F","Y","Y",2,202500,1755000,"Working","Secondary / secondary special","Married","House / apartment","Sales staff"
"2699",0,"M","N","N",0,225000,675000,"Commercial associate","Higher education","Separated","House / apartment","Core staff"
"2700",0,"F","N","Y",0,157500,427500,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",""
"2701",0,"F","Y","N",1,90000,225000,"Working","Secondary / secondary special","Civil marriage","House / apartment","Security staff"
"2702",0,"M","Y","Y",0,180000,550980,"State servant","Secondary / secondary special","Civil marriage","House / apartment","Core staff"
"2703",0,"M","N","Y",0,103500,675000,"Working","Secondary / secondary special","Married","House / apartment","Drivers"
"2704",0,"F","N","Y",0,90000,808650,"Pensioner","Secondary / secondary special","Married","House / apartment",""
"2705",0,"F","N","N",0,72000,630747,"Pensioner","Higher education","Married","House / apartment",""
"2706",0,"F","Y","N",2,157500,264159,"Working","Secondary / secondary special","Single / not married","House / apartment","Sales staff"
"2707",0,"F","N","Y",0,157500,1129500,"Pensioner","Secondary / secondary special","Married","House / apartment",""
