"","gender","total_children","education","member_card","occupation","houseowner","avg_cars_at.home.approx.","avg..yearly_income","num_children_at_home","promotion_name","media_type","spesa_totale"
"1258","F",3,"Bachelors Degree","Bronze","Professional","N",3,"$50K - $70K",0,"Save-It Sale","In-Store Coupon",2674.5895781021
"1259","F",3,"Bachelors Degree","Bronze","Professional","N",3,"$50K - $70K",0,"Save-It Sale","In-Store Coupon",1803.91932721507
"1260","M",5,"Bachelors Degree","Bronze","Professional","Y",2,"$50K - $70K",0,"Dollar Cutters","Bulk Mail",849.998941942231
"1261","M",5,"Bachelors Degree","Bronze","Professional","Y",2,"$50K - $70K",0,"Dollar Cutters","Bulk Mail",749.596070398052
"1262","M",4,"High School Degree","Bronze","Manual","Y",3,"$30K - $50K",0,"Save-It Sale","In-Store Coupon",2155.14276318961
"1263","F",3,"Graduate Degree","Silver","Professional","Y",2,"$90K - $110K",0,"Save-It Sale","In-Store Coupon",2084.40305754334
"1264","M",3,"Bachelors Degree","Bronze","Professional","Y",2,"$130K - $150K",0,"Dollar Cutters","Bulk Mail",795.352898117496
"1265","F",0,"Partial High School","Bronze","Professional","Y",2,"$130K - $150K",0,"Save-It Sale","In-Store Coupon",2680.0338867211
"1266","F",2,"Bachelors Degree","Bronze","Professional","N",2,"$50K - $70K",0,"Shelf Clearing Days","TV",1291.06015764676
"1267","M",1,"Partial High School","Normal","Skilled Manual","N",2,"$10K - $30K",0,"Price Smashers","TV",1174.95058957939
"1268","M",4,"Bachelors Degree","Golden","Professional","Y",2,"$50K - $70K",0,"Dimes Off","In-Store Coupon",2894.44627285858
"1269","F",4,"High School Degree","Bronze","Skilled Manual","N",3,"$30K - $50K",0,"You Save Days","In-Store Coupon",3696.55933178986
"1270","M",3,"Partial College","Bronze","Clerical","Y",3,"$30K - $50K",2,"Dimes Off","In-Store Coupon",2551.45080070525
"1271","M",5,"Partial High School","Bronze","Skilled Manual","Y",3,"$30K - $50K",0,"Savings Galore","Bulk Mail",699.801786984051
"1272","M",5,"Partial High School","Bronze","Skilled Manual","Y",3,"$30K - $50K",0,"Dimes Off","Bulk Mail",1011.41808244756
"1273","M",4,"Bachelors Degree","Bronze","Professional","N",1,"$50K - $70K",0,"You Save Days","In-Store Coupon",2546.88715030587
"1274","M",1,"High School Degree","Silver","Skilled Manual","Y",3,"$30K - $50K",0,"Savings Galore","Bulk Mail",902.388274295886
"1275","M",1,"High School Degree","Silver","Skilled Manual","Y",3,"$30K - $50K",0,"Savings Galore","Bulk Mail",968.667406970188
"1276","M",5,"Graduate Degree","Bronze","Management","N",1,"$70K - $90K",0,"Dimes Off","In-Store Coupon",1371.57385009812
"1277","F",2,"Bachelors Degree","Bronze","Professional","N",3,"$70K - $90K",0,"Price Smashers","TV",399.468921174861
"1278","M",3,"Partial College","Silver","Professional","Y",3,"$150K +",0,"Dimes Off","In-Store Coupon",2875.53577769831
"1279","F",4,"Graduate Degree","Silver","Professional","Y",4,"$90K - $110K",0,"Dimes Off","Bulk Mail",911.270523844796
"1280","M",3,"Partial High School","Normal","Skilled Manual","N",0,"$10K - $30K",2,"You Save Days","In-Store Coupon",2588.59558332775
"1281","F",4,"Partial High School","Bronze","Skilled Manual","N",1,"$10K - $30K",3,"I Cant Believe It Sale","TV",1341.76767048066
"1282","M",2,"Bachelors Degree","Silver","Professional","Y",1,"$50K - $70K",2,"Savings Galore","In-Store Coupon",3303.23781601585
"1283","F",2,"Graduate Degree","Bronze","Professional","N",3,"$50K - $70K",0,"Savings Galore","In-Store Coupon",2189.50854870746
"1284","M",3,"Bachelors Degree","Bronze","Management","N",2,"$50K - $70K",0,"Savings Galore","In-Store Coupon",1883.6837329449
"1285","M",1,"Bachelors Degree","Golden","Professional","Y",2,"$90K - $110K",0,"Savings Galore","In-Store Coupon",3318.55020129128
"1286","F",3,"Graduate Degree","Bronze","Professional","N",2,"$70K - $90K",0,"Save-It Sale","Bulk Mail",764.042484792371
"1287","F",4,"Bachelors Degree","Golden","Professional","Y",2,"$50K - $70K",4,"Shelf Clearing Days","In-Store Coupon",2794.67578581218
"1288","F",4,"Bachelors Degree","Golden","Professional","Y",2,"$50K - $70K",4,"Shelf Clearing Days","In-Store Coupon",2756.52837258562
"1289","F",1,"Bachelors Degree","Bronze","Management","Y",3,"$50K - $70K",0,"Savings Galore","In-Store Coupon",2774.38042257805
"1290","F",1,"Bachelors Degree","Bronze","Management","Y",3,"$50K - $70K",0,"Savings Galore","In-Store Coupon",2582.87403159096
"1291","F",4,"High School Degree","Silver","Management","Y",2,"$150K +",0,"Savings Galore","In-Store Coupon",1742.42716978882
"1292","F",4,"High School Degree","Silver","Management","Y",2,"$150K +",0,"Savings Galore","In-Store Coupon",2721.55798186761
"1293","M",1,"Partial High School","Normal","Manual","N",0,"$10K - $30K",0,"Savings Galore","In-Store Coupon",2742.72713868749
"1294","M",0,"Partial High School","Bronze","Skilled Manual","N",1,"$30K - $50K",0,"I Cant Believe It Sale","TV",966.528395118873
"1295","M",0,"Partial High School","Bronze","Skilled Manual","N",1,"$30K - $50K",0,"I Cant Believe It Sale","TV",896.178425944701
"1296","M",2,"Partial High School","Bronze","Management","Y",1,"$90K - $110K",0,"I Cant Believe It Sale","TV",1546.42952280892
"1297","F",5,"High School Degree","Bronze","Manual","Y",3,"$30K - $50K",0,"Savings Galore","In-Store Coupon",2943.22983224334
"1298","M",4,"High School Degree","Silver","Management","Y",3,"$110K - $130K",0,"Savings Galore","In-Store Coupon",2243.55059904429
"1299","F",2,"High School Degree","Bronze","Manual","Y",1,"$30K - $50K",0,"Cash Register Lottery","In-Store Coupon",1624.271004069
"1300","M",3,"Bachelors Degree","Bronze","Professional","Y",2,"$70K - $90K",0,"Cash Register Lottery","In-Store Coupon",2603.28634384533
"1301","M",0,"Bachelors Degree","Bronze","Professional","N",1,"$70K - $90K",0,"Cash Register Lottery","In-Store Coupon",2995.79430150049
"1302","F",3,"Bachelors Degree","Bronze","Management","Y",3,"$70K - $90K",1,"Cash Register Lottery","In-Store Coupon",2225.18203092985
"1303","M",3,"Bachelors Degree","Bronze","Professional","Y",3,"$90K - $110K",1,"Double Down Sale","TV",1033.11316670629
"1304","F",4,"Partial High School","Bronze","Manual","Y",3,"$30K - $50K",0,"Double Down Sale","TV",945.32251945616
"1305","M",2,"Bachelors Degree","Silver","Professional","Y",2,"$50K - $70K",1,"Double Down Sale","TV",1735.64115878404
"1306","F",4,"Bachelors Degree","Bronze","Professional","Y",4,"$50K - $70K",0,"Weekend Markdown","In-Store Coupon",2541.91094734286
"1307","M",2,"Bachelors Degree","Bronze","Professional","N",1,"$30K - $50K",0,"Free For All","In-Store Coupon",3317.57065626848
"1308","M",1,"Partial High School","Normal","Skilled Manual","N",2,"$50K - $70K",0,"Weekend Markdown","In-Store Coupon",2253.49755136469
"1309","M",5,"High School Degree","Golden","Manual","Y",3,"$30K - $50K",4,"Double Down Sale","TV",1368.37353249783
"1310","F",2,"Partial College","Bronze","Management","Y",4,"$30K - $50K",0,"Double Down Sale","TV",873.966627761409
"1311","F",5,"Partial High School","Normal","Manual","N",0,"$10K - $30K",5,"Double Down Sale","TV",1377.3961133111
"1312","F",2,"High School Degree","Bronze","Skilled Manual","N",3,"$30K - $50K",1,"Double Down Sale","TV",1589.42558547206
"1313","F",3,"Partial College","Bronze","Management","Y",3,"$130K - $150K",1,"Price Winners","In-Store Coupon",2037.66121258294
"1314","F",1,"Partial High School","Normal","Skilled Manual","N",1,"$10K - $30K",0,"Free For All","In-Store Coupon",2484.53218769724
"1315","M",3,"High School Degree","Bronze","Skilled Manual","Y",2,"$30K - $50K",0,"Double Down Sale","TV",768.741216402844
"1316","F",3,"High School Degree","Bronze","Skilled Manual","Y",3,"$30K - $50K",1,"Double Down Sale","TV",726.487431212054
"1317","M",3,"Partial High School","Silver","Skilled Manual","Y",3,"$30K - $50K",3,"Double Down Sale","TV",1262.87869009109
"1318","F",0,"Bachelors Degree","Bronze","Professional","Y",1,"$50K - $70K",0,"Price Winners","In-Store Coupon",2280.9934035492
"1319","M",1,"Bachelors Degree","Normal","Professional","N",2,"$10K - $30K",0,"Sales Galore","Bulk Mail",885.992619973119
"1320","F",1,"Partial College","Bronze","Professional","Y",1,"$30K - $50K",1,"Unbeatable Price Savers","Bulk Mail",1118.04580440795
"1321","F",1,"Partial College","Bronze","Professional","Y",1,"$30K - $50K",1,"Unbeatable Price Savers","Bulk Mail",733.803282079913
"1322","F",2,"Bachelors Degree","Bronze","Professional","Y",3,"$70K - $90K",1,"Super Savers","In-Store Coupon",2409.76666783614
"1323","F",2,"Bachelors Degree","Bronze","Professional","Y",4,"$30K - $50K",2,"Unbeatable Price Savers","Bulk Mail",1005.03294146287
"1324","F",3,"Partial High School","Bronze","Professional","Y",2,"$110K - $130K",0,"Pick Your Savings","In-Store Coupon",2438.5011100579
"1325","F",2,"Bachelors Degree","Golden","Management","N",3,"$110K - $130K",0,"Super Savers","In-Store Coupon",1393.63682474385
"1326","F",1,"High School Degree","Bronze","Skilled Manual","Y",2,"$50K - $70K",0,"Unbeatable Price Savers","Bulk Mail",646.925000701541
"1327","M",3,"Bachelors Degree","Bronze","Professional","Y",3,"$50K - $70K",0,"Unbeatable Price Savers","Bulk Mail",966.705667206938
"1328","F",1,"Partial High School","Normal","Professional","N",3,"$70K - $90K",0,"Super Savers","In-Store Coupon",2248.21664726826
"1329","F",2,"High School Degree","Bronze","Manual","N",3,"$50K - $70K",2,"Pick Your Savings","In-Store Coupon",2818.62849747441
"1330","M",5,"Partial High School","Silver","Professional","Y",2,"$150K +",0,"Sales Galore","Bulk Mail",795.621082534111
"1331","F",4,"High School Degree","Golden","Professional","Y",3,"$150K +",3,"One Day Sale","In-Store Coupon",1906.39158414996
"1332","F",2,"Partial High School","Normal","Skilled Manual","N",1,"$10K - $30K",0,"Sales Days","Bulk Mail",861.044470594293
"1333","M",3,"Bachelors Degree","Golden","Professional","Y",4,"$110K - $130K",3,"Tip Top Savings","Bulk Mail",774.823672977725
"1334","M",3,"Bachelors Degree","Golden","Professional","Y",4,"$110K - $130K",3,"Tip Top Savings","Bulk Mail",936.600830766999
"1335","M",3,"Partial High School","Bronze","Manual","N",2,"$30K - $50K",1,"Big Time Discounts","In-Store Coupon",3130.9052742393
"1336","F",0,"High School Degree","Bronze","Manual","Y",3,"$30K - $50K",0,"Sales Days","Bulk Mail",751.060841961322
"1337","F",0,"High School Degree","Bronze","Manual","Y",3,"$30K - $50K",0,"Big Time Discounts","In-Store Coupon",2956.68585103816
"1338","F",0,"High School Degree","Bronze","Manual","Y",3,"$30K - $50K",0,"Sales Days","Bulk Mail",949.97709533447
"1339","M",1,"Bachelors Degree","Bronze","Professional","N",2,"$50K - $70K",0,"Tip Top Savings","Bulk Mail",781.145821566146
"1340","M",3,"High School Degree","Bronze","Skilled Manual","Y",2,"$30K - $50K",0,"Sales Days","Bulk Mail",878.564934342032
"1341","F",4,"Partial High School","Normal","Skilled Manual","Y",0,"$10K - $30K",1,"Sales Days","Bulk Mail",628.545848497919
"1342","F",1,"Partial College","Golden","Professional","Y",1,"$130K - $150K",0,"Two for One","Bulk Mail",940.980830600481
"1343","M",1,"Bachelors Degree","Bronze","Professional","Y",4,"$110K - $130K",1,"One Day Sale","In-Store Coupon",2667.73566974147
"1344","F",3,"Graduate Degree","Bronze","Professional","N",4,"$90K - $110K",2,"Tip Top Savings","Bulk Mail",857.919275591316
"1345","F",2,"Bachelors Degree","Bronze","Professional","Y",1,"$90K - $110K",0,"Sales Days","Bulk Mail",891.773152974883
"1346","F",4,"Bachelors Degree","Bronze","Professional","Y",2,"$70K - $90K",0,"Big Time Discounts","In-Store Coupon",2097.01837320316
"1347","M",2,"Bachelors Degree","Bronze","Professional","Y",3,"$50K - $70K",1,"One Day Sale","In-Store Coupon",2624.72873332687
"1348","M",2,"Bachelors Degree","Bronze","Professional","Y",3,"$50K - $70K",1,"Sales Days","Bulk Mail",831.537296359857
"1349","M",2,"Partial High School","Bronze","Manual","N",3,"$30K - $50K",0,"One Day Sale","In-Store Coupon",1361.70207531019
"1350","M",4,"Bachelors Degree","Bronze","Professional","N",2,"$50K - $70K",2,"You Save Days","Bulk Mail",859.180496826515
"1351","M",4,"Bachelors Degree","Bronze","Professional","N",2,"$50K - $70K",2,"You Save Days","Bulk Mail",829.191251485743
"1352","F",1,"Partial High School","Normal","Manual","Y",0,"$10K - $30K",0,"Dollar Cutters","Bulk Mail",783.952025338806
"1353","F",3,"High School Degree","Bronze","Manual","N",2,"$30K - $50K",0,"Dollar Cutters","Bulk Mail",866.131898968121
"1354","M",0,"Partial High School","Silver","Management","N",1,"$110K - $130K",0,"Dollar Cutters","Bulk Mail",953.599277390609
"1355","M",0,"Bachelors Degree","Silver","Professional","Y",2,"$50K - $70K",0,"You Save Days","Bulk Mail",903.162943760018
"1356","M",2,"Bachelors Degree","Bronze","Management","N",4,"$50K - $70K",1,"You Save Days","Bulk Mail",920.512977760932
"1357","F",4,"High School Degree","Golden","Manual","Y",3,"$30K - $50K",4,"You Save Days","Bulk Mail",699.662462054477
"1358","M",0,"Partial High School","Silver","Professional","Y",1,"$130K - $150K",0,"You Save Days","Bulk Mail",916.924052838126
"1359","M",2,"Partial High School","Normal","Skilled Manual","Y",0,"$10K - $30K",2,"Sale Winners","In-Store Coupon",3531.1894242672
"1360","M",3,"High School Degree","Normal","Management","Y",2,"$90K - $110K",0,"Dollar Cutters","Bulk Mail",838.908478417584
"1361","F",2,"Bachelors Degree","Bronze","Management","Y",4,"$50K - $70K",0,"Shelf Emptiers","Bulk Mail",874.099004765517
"1362","M",3,"High School Degree","Bronze","Skilled Manual","N",4,"$30K - $50K",0,"Sales Galore","TV",1330.55841470526
"1363","M",2,"Bachelors Degree","Bronze","Management","Y",3,"$50K - $70K",0,"You Save Days","Bulk Mail",854.920589774218
"1364","M",1,"Partial High School","Bronze","Manual","N",3,"$50K - $70K",0,"Sales Galore","Bulk Mail",816.142775081108
"1365","F",1,"Partial College","Bronze","Skilled Manual","Y",2,"$30K - $50K",0,"You Save Days","Bulk Mail",1047.04447105326
"1366","M",4,"Bachelors Degree","Bronze","Professional","Y",2,"$30K - $50K",0,"You Save Days","Bulk Mail",987.274802415633
"1367","F",3,"Bachelors Degree","Bronze","Professional","Y",3,"$50K - $70K",0,"Sales Galore","TV",1536.87668460588
"1368","F",3,"Partial High School","Golden","Management","N",3,"$110K - $130K",3,"You Save Days","Bulk Mail",701.99286760815
"1369","M",3,"Bachelors Degree","Bronze","Professional","Y",4,"$50K - $70K",0,"High Roller Savings","TV",1232.29469497223
"1370","F",1,"Bachelors Degree","Bronze","Management","Y",4,"$50K - $70K",0,"Price Savers","In-Store Coupon",2767.15225576276
"1371","M",4,"Partial High School","Normal","Manual","Y",1,"$10K - $30K",0,"You Save Days","TV",957.445228590087
"1372","F",1,"Graduate Degree","Bronze","Professional","Y",1,"$70K - $90K",0,"You Save Days","TV",1309.70129852346
"1373","F",4,"High School Degree","Bronze","Management","Y",2,"$110K - $130K",0,"Big Time Discounts","In-Store Coupon",3134.98173922052
"1374","M",5,"Bachelors Degree","Golden","Management","N",4,"$50K - $70K",5,"You Save Days","TV",1115.56208132314
"1375","M",1,"Partial High School","Bronze","Manual","N",3,"$30K - $50K",0,"Price Savers","In-Store Coupon",1369.95889416877
"1376","M",5,"High School Degree","Bronze","Professional","N",2,"$70K - $90K",0,"High Roller Savings","TV",1228.40395223291
"1377","M",1,"High School Degree","Bronze","Skilled Manual","N",4,"$30K - $50K",0,"Big Time Discounts","In-Store Coupon",3086.17063065018
"1378","F",2,"Bachelors Degree","Golden","Professional","N",4,"$70K - $90K",0,"You Save Days","TV",1355.98481039194
"1379","F",4,"Bachelors Degree","Bronze","Professional","Y",2,"$50K - $70K",0,"You Save Days","TV",1124.18857665478
"1380","F",0,"Partial College","Bronze","Professional","N",3,"$50K - $70K",0,"Big Time Discounts","In-Store Coupon",2076.02351956936
"1381","M",0,"Partial High School","Normal","Skilled Manual","Y",1,"$10K - $30K",0,"You Save Days","TV",1612.68763301631
"1382","F",4,"High School Degree","Bronze","Professional","Y",3,"$130K - $150K",0,"You Save Days","TV",746.31990888269
"1383","M",3,"High School Degree","Silver","Manual","Y",3,"$30K - $50K",3,"Sale Winners","Bulk Mail",772.024275838353
"1384","F",0,"High School Degree","Bronze","Manual","Y",2,"$30K - $50K",0,"Wallet Savers","TV",912.274687322883
"1385","M",1,"Partial High School","Bronze","Skilled Manual","Y",0,"$10K - $30K",1,"Three for One","In-Store Coupon",2777.64705512334
"1386","F",3,"Partial College","Bronze","Clerical","Y",3,"$30K - $50K",1,"Price Savers","TV",1222.01064132514
"1387","F",5,"Partial High School","Normal","Manual","Y",2,"$10K - $30K",5,"Three for One","In-Store Coupon",3095.57264023759
"1388","F",1,"Bachelors Degree","Bronze","Professional","Y",2,"$130K - $150K",0,"Three for One","In-Store Coupon",3178.77909944659
"1389","F",4,"High School Degree","Bronze","Skilled Manual","N",2,"$30K - $50K",0,"Wallet Savers","TV",1195.54448079876
"1390","F",1,"Partial High School","Normal","Skilled Manual","Y",1,"$10K - $30K",0,"Super Savers","TV",1223.29242529429
"1391","F",3,"Graduate Degree","Bronze","Management","N",1,"$130K - $150K",1,"Super Savers","TV",774.617040455389
"1392","F",3,"Partial High School","Normal","Skilled Manual","Y",0,"$10K - $30K",0,"Wallet Savers","TV",851.636089710934
"1393","F",3,"Partial High School","Normal","Skilled Manual","Y",0,"$10K - $30K",0,"Price Savers","TV",1768.56167942958
"1394","M",2,"High School Degree","Bronze","Professional","Y",4,"$130K - $150K",0,"Three for One","In-Store Coupon",1951.9762328755
"1395","M",2,"Bachelors Degree","Bronze","Management","N",2,"$50K - $70K",2,"Price Savers","TV",1038.87719056123
"1396","M",3,"Bachelors Degree","Bronze","Management","Y",2,"$50K - $70K",0,"Three for One","In-Store Coupon",3029.2690285172
"1397","M",3,"Bachelors Degree","Golden","Professional","Y",4,"$50K - $70K",3,"Wallet Savers","TV",1634.35435251725
"1398","F",2,"Partial High School","Normal","Manual","N",2,"$10K - $30K",0,"Wallet Savers","TV",1342.84253526411
"1399","M",4,"Partial High School","Bronze","Professional","Y",3,"$130K - $150K",3,"One Day Sale","TV",1343.53390241821
"1400","M",5,"High School Degree","Golden","Manual","N",4,"$30K - $50K",3,"Sale Winners","In-Store Coupon",2767.09697927198
"1401","F",2,"Bachelors Degree","Bronze","Management","Y",3,"$70K - $90K",2,"One Day Sale","TV",1478.58138402369
"1402","F",2,"Graduate Degree","Bronze","Professional","Y",2,"$70K - $90K",0,"One Day Sale","TV",968.984101255822
"1403","M",0,"High School Degree","Golden","Skilled Manual","Y",2,"$30K - $50K",0,"Sale Winners","In-Store Coupon",2603.31940116821
"1404","F",3,"High School Degree","Bronze","Skilled Manual","N",1,"$30K - $50K",0,"Sale Winners","In-Store Coupon",3480.93467759899
"1405","F",4,"Bachelors Degree","Golden","Professional","Y",3,"$70K - $90K",3,"Money Savers","TV",1309.35249633961
"1406","F",4,"Partial High School","Golden","Manual","Y",4,"$30K - $50K",3,"One Day Sale","TV",721.002151890269
"1407","M",3,"Bachelors Degree","Silver","Management","Y",4,"$50K - $70K",2,"Money Savers","TV",1436.75004671118
"1408","M",1,"Graduate Degree","Bronze","Professional","Y",2,"$90K - $110K",0,"Sale Winners","In-Store Coupon",2075.28319956737
"1409","M",3,"Bachelors Degree","Golden","Management","Y",3,"$70K - $90K",3,"Money Savers","TV",1417.286417491
"1410","M",1,"Bachelors Degree","Bronze","Professional","N",2,"$70K - $90K",0,"Sale Winners","In-Store Coupon",2367.52858905994
"1411","M",3,"High School Degree","Bronze","Skilled Manual","N",3,"$30K - $50K",0,"One Day Sale","TV",1167.84103476204
"1412","F",4,"Partial High School","Normal","Manual","N",0,"$10K - $30K",2,"Money Savers","TV",1134.35967228171
"1413","F",1,"Partial High School","Normal","Manual","N",0,"$10K - $30K",0,"Money Savers","TV",1165.69030359009
"1414","M",1,"Bachelors Degree","Bronze","Professional","N",1,"$110K - $130K",0,"Sale Winners","In-Store Coupon",2567.05934422845
"1415","F",4,"Partial High School","Normal","Manual","N",1,"$10K - $30K",0,"Money Savers","TV",1594.34218121605
"1416","M",2,"Bachelors Degree","Bronze","Professional","Y",3,"$90K - $110K",0,"Money Savers","TV",1165.20700429549
"1417","M",2,"High School Degree","Bronze","Skilled Manual","Y",4,"$30K - $50K",2,"Sale Winners","In-Store Coupon",2122.08234087357
"1418","F",0,"Bachelors Degree","Bronze","Management","N",3,"$70K - $90K",0,"Go For It","Bulk Mail",773.944345711869
"1419","M",2,"Partial High School","Normal","Skilled Manual","Y",0,"$10K - $30K",2,"Go For It","Bulk Mail",961.296663707061
"1420","F",5,"Partial High School","Bronze","Management","Y",2,"$90K - $110K",2,"Go For It","Bulk Mail",832.665761765401
"1421","F",1,"Bachelors Degree","Bronze","Professional","N",3,"$50K - $70K",0,"Go For It","Bulk Mail",694.580265285534
"1422","M",2,"High School Degree","Golden","Skilled Manual","N",2,"$30K - $50K",0,"Go For It","Bulk Mail",777.851626168205
"1423","F",2,"Partial High School","Bronze","Skilled Manual","Y",4,"$30K - $50K",0,"Go For It","Bulk Mail",727.105597947878
"1424","M",2,"High School Degree","Bronze","Manual","N",3,"$30K - $50K",0,"Coupon Spectacular","In-Store Coupon",1750.7874531796
"1425","F",3,"Partial High School","Normal","Manual","Y",1,"$10K - $30K",3,"Coupon Spectacular","In-Store Coupon",2425.86049173946
"1426","M",4,"Bachelors Degree","Bronze","Professional","Y",1,"$50K - $70K",0,"Save-It Sale","In-Store Coupon",2260.16335336284
"1427","M",2,"High School Degree","Bronze","Manual","N",4,"$30K - $50K",0,"Save-It Sale","In-Store Coupon",3263.90466025583
"1428","F",2,"Bachelors Degree","Bronze","Professional","Y",4,"$50K - $70K",0,"Save-It Sale","In-Store Coupon",2717.60907088755
"1429","M",3,"High School Degree","Golden","Manual","N",4,"$30K - $50K",3,"Coupon Spectacular","TV",939.965073915104
"1430","M",2,"Bachelors Degree","Normal","Management","Y",0,"$10K - $30K",0,"Dollar Cutters","TV",1611.18935873753
"1431","F",4,"Bachelors Degree","Golden","Management","Y",4,"$50K - $70K",0,"Dollar Cutters","TV",1243.29713287286
"1432","M",1,"Bachelors Degree","Normal","Professional","Y",2,"$90K - $110K",0,"Dollar Cutters","TV",1976.24924096087
"1433","F",4,"High School Degree","Bronze","Manual","N",4,"$30K - $50K",0,"Dollar Cutters","TV",1490.82750025805
"1434","M",2,"High School Degree","Bronze","Manual","N",2,"$30K - $50K",0,"Shelf Clearing Days","In-Store Coupon",1575.81698917624
"1435","F",2,"Bachelors Degree","Bronze","Professional","Y",2,"$110K - $130K",0,"Coupon Spectacular","TV",523.306470911409
"1436","M",4,"Partial High School","Normal","Manual","N",1,"$10K - $30K",0,"Green Light Special","In-Store Coupon",2395.77359255191
"1437","M",3,"High School Degree","Golden","Skilled Manual","Y",2,"$30K - $50K",3,"Green Light Special","In-Store Coupon",2146.04600368866
"1438","F",3,"Bachelors Degree","Bronze","Professional","N",2,"$50K - $70K",0,"Weekend Markdown","TV",1670.69555437938
"1439","M",1,"Bachelors Degree","Golden","Professional","N",2,"$50K - $70K",0,"Weekend Markdown","TV",992.458592699977
"1440","F",5,"Partial College","Silver","Professional","N",3,"$130K - $150K",5,"Weekend Markdown","TV",839.886936965629
"1441","M",3,"Partial College","Bronze","Management","N",2,"$30K - $50K",0,"Weekend Markdown","TV",1683.4390225775
"1442","F",2,"Partial College","Bronze","Skilled Manual","Y",3,"$30K - $50K",2,"Weekend Markdown","TV",1579.10466221175
"1443","M",4,"Partial High School","Bronze","Manual","Y",3,"$30K - $50K",0,"Sale Winners","Bulk Mail",1018.34418492818
"1444","F",4,"Bachelors Degree","Golden","Professional","N",2,"$70K - $90K",0,"Dollar Cutters","Bulk Mail",794.964087085544
"1445","M",3,"High School Degree","Bronze","Manual","Y",3,"$50K - $70K",0,"Save-It Sale","In-Store Coupon",1838.41766971473
"1446","M",0,"Partial High School","Normal","Manual","Y",1,"$10K - $30K",0,"Dollar Cutters","Bulk Mail",843.603469494835
"1447","F",2,"Bachelors Degree","Golden","Management","Y",3,"$150K +",0,"Save-It Sale","In-Store Coupon",3277.41273716773
"1448","F",2,"Bachelors Degree","Golden","Management","Y",3,"$150K +",0,"Save-It Sale","In-Store Coupon",3864.17531613407
"1449","F",2,"Partial High School","Normal","Manual","N",0,"$10K - $30K",0,"Shelf Clearing Days","TV",1025.14223089461
"1450","M",4,"Bachelors Degree","Golden","Professional","N",2,"$70K - $90K",0,"Dollar Cutters","Bulk Mail",1147.90622327378
"1451","M",5,"Partial High School","Bronze","Skilled Manual","Y",3,"$30K - $50K",0,"Savings Galore","Bulk Mail",1124.97787974056
"1452","M",1,"Bachelors Degree","Silver","Professional","Y",3,"$70K - $90K",1,"Savings Galore","In-Store Coupon",2206.27988140058
"1453","F",1,"Bachelors Degree","Bronze","Professional","Y",3,"$130K - $150K",0,"Shelf Clearing Days","In-Store Coupon",2915.85539537484
"1454","F",4,"Bachelors Degree","Golden","Professional","Y",2,"$50K - $70K",4,"Shelf Clearing Days","In-Store Coupon",2953.27433820709
"1455","F",1,"Bachelors Degree","Bronze","Management","Y",3,"$50K - $70K",0,"Savings Galore","In-Store Coupon",2036.98647428459
"1456","F",4,"Bachelors Degree","Bronze","Management","Y",3,"$50K - $70K",0,"Cash Register Lottery","In-Store Coupon",1410.29205737007
"1457","F",4,"Partial High School","Bronze","Management","Y",3,"$130K - $150K",0,"Cash Register Lottery","In-Store Coupon",2122.88120118666
"1458","M",0,"High School Degree","Normal","Skilled Manual","Y",1,"$10K - $30K",0,"Cash Register Lottery","In-Store Coupon",1028.98231713246
"1459","M",0,"Partial High School","Normal","Skilled Manual","N",1,"$10K - $30K",0,"Cash Register Lottery","In-Store Coupon",2262.27588258741
"1460","M",3,"Partial High School","Silver","Professional","Y",3,"$130K - $150K",1,"Cash Register Lottery","In-Store Coupon",2486.89753364462
"1461","F",3,"Bachelors Degree","Bronze","Management","Y",3,"$70K - $90K",1,"Cash Register Lottery","In-Store Coupon",3175.05986719165
"1462","M",2,"High School Degree","Silver","Management","N",2,"$130K - $150K",2,"Price Winners","In-Store Coupon",3198.71453880704
"1463","M",3,"Bachelors Degree","Bronze","Professional","Y",3,"$90K - $110K",1,"Double Down Sale","TV",796.448226416423
"1464","F",5,"High School Degree","Bronze","Manual","N",3,"$30K - $50K",0,"Weekend Markdown","In-Store Coupon",2436.53476813008
"1465","M",2,"Partial High School","Bronze","Management","Y",2,"$90K - $110K",0,"Free For All","In-Store Coupon",2834.91658395148
"1466","M",2,"Bachelors Degree","Silver","Professional","Y",2,"$50K - $70K",1,"Double Down Sale","TV",902.591442108602
"1467","M",5,"High School Degree","Bronze","Skilled Manual","N",4,"$30K - $50K",0,"Free For All","In-Store Coupon",2862.93178748164
"1468","M",4,"High School Degree","Golden","Manual","N",3,"$30K - $50K",3,"Double Down Sale","TV",445.983529278883
"1469","F",2,"Graduate Degree","Silver","Management","N",1,"$70K - $90K",0,"Free For All","In-Store Coupon",1990.51018811178
"1470","F",0,"High School Degree","Bronze","Manual","Y",4,"$30K - $50K",0,"Price Winners","In-Store Coupon",1450.57053655369
"1471","F",0,"High School Degree","Bronze","Manual","Y",4,"$30K - $50K",0,"Price Winners","In-Store Coupon",2733.91492896772
"1472","M",3,"Bachelors Degree","Golden","Professional","N",2,"$70K - $90K",0,"Weekend Markdown","In-Store Coupon",3008.82511366875
"1473","M",1,"Partial High School","Normal","Manual","N",1,"$10K - $30K",0,"Free For All","In-Store Coupon",2149.6797026697
"1474","M",0,"Bachelors Degree","Bronze","Management","N",2,"$50K - $70K",0,"Double Down Sale","TV",1170.52239452034
